"","data","Período","Curso","Campus","Você.acredita.que.as.vagas.ofertadas.no.RAE.foram.suficientes.","Com.relação.às.disciplinas.que.queria.cursar..você.conseguiu.se.matricular.em.","No.geral..você.acha.o.RAE.","Você.acredita.que.o.seu.desempenho.no.RAE..em.comparação.com.o.presencial.","Na.sua.opinião..a.qualidade.do.ensino.no.RAE..em.comparação.com.o.presencial..é.","Você.acredita.que.o.RAE.afetou.sua.saúde.mental.para.","No.que.diz.respeito.a.dificuldades.técnicas..queda.de.internet.ou.energia..indisponibilidade.de.equipamento.etc...você.passa.por.elas.","Na.sua.opinião..os.professores.são.tolerantes.com.imprevistos.que.impossibilitem.a.realização.de.atividades.","No.geral..você.acha.que.essas.dificuldades.prejudicam.o.seu.desempenho.","Em.geral..você.acha.que.a.atuação.dos.professores.no.RAE.é.está.sendo.","Na.sua.experiência..o.atendimento.individual.dos.professores.aos.alunos.está.sendo.","Na.sua.opinião..em.comparação.com.o.regime.presencial..no.RAE.os.professores.estão.","No.geral..em.comparação.com.o.regime.presencial..você.acha.que.o.volume.de.atividades.exigidas.no.RAE.é.","Você.julga.esse.volume.de.atividades.abusivo.","Como.você.avalia.a.atuação.da.UFCG.diante.da.pandemia.","Como.você.avalia.o.desempenho.da.coordenação.do.seu.curso.no.atendimento.e.suporte.aos.estudantes.no.RAE."
"32","2020/10/27 8:42:37 AM GMT-3","9","Engenharia Elétrica","Campina Grande","Sim","Algumas","Ruim","Piorou","Pior","Pior","Frequentemente","Não","Sim","Ruim","Razoável","Tão exigentes quanto","Muito maior","Sim","Péssima","Regular"
"33","2020/10/27 8:43:28 AM GMT-3","5","Engenharia Elétrica","Campina Grande","Não","Todas","Ruim","Não sei/Não quero responder","Pior","Pior","Raramente","Não","Não sei/Não quero responder","Péssima","Insuficiente","Tão exigentes quanto","Muito maior","Sim","Péssima","Ruim"
"34","2020/10/27 8:44:53 AM GMT-3","3","Engenharia Elétrica","Campina Grande","Não","Todas","Péssimo","Não mudou","Pior","Pior","Raramente","Sim","Sim","Ruim","Razoável","Mais exigentes","Muito maior","Sim","Regular","Excelente"
"36","2020/10/27 8:49:13 AM GMT-3","7","Engenharia Elétrica","Campina Grande","Não","Todas","Bom","Melhorou","Melhor","Não afetou","Frequentemente","Não","Sim","Razoável","Bom","Mais exigentes","Muito maior","Sim","Ruim","Excelente"
"37","2020/10/27 8:49:17 AM GMT-3","5","Engenharia Elétrica","Campina Grande","Sim","Todas","Ruim","Piorou","Igual","Pior","Raramente","Sim","Nao","Razoável","Não sei/Não quero responder","Tão exigentes quanto","Maior","Sim","Regular","Bom"
"38","2020/10/27 8:49:40 AM GMT-3","4","Engenharia Elétrica","Campina Grande","Não","Algumas","Razoável","Não mudou","Melhor","Pior","Raramente","Não sei/Não quero responder","Sim","Boa","Não sei/Não quero responder","Menos exigentes","Maior","Não sei/Não quero responder","Regular","Bom"
"39","2020/10/27 8:52:21 AM GMT-3","4","Engenharia Elétrica","Campina Grande","Não sei/Não quero responder","Todas","Bom","Melhorou","Melhor","Não afetou","Raramente","Sim","Nao","Boa","Insuficiente","Tão exigentes quanto","Igual","Não","Excelente","Excelente"
"40","2020/10/27 8:53:39 AM GMT-3","8","Engenharia Elétrica","Campina Grande","Não","Algumas","Razoável","Melhorou","Igual","Pior","Frequentemente","Não","Sim","Ruim","Insuficiente","Mais exigentes","Muito maior","Sim","Regular","Bom"
"41","2020/10/27 8:54:18 AM GMT-3","4","Engenharia Elétrica","Campina Grande","Não","Algumas","Ruim","Piorou","Pior","Pior","Frequentemente","Não","Sim","Razoável","Razoável","Tão exigentes quanto","Maior","Não sei/Não quero responder","Ruim","Excelente"
"42","2020/10/27 8:54:26 AM GMT-3","7","Engenharia Elétrica","Campina Grande","Sim","Algumas","Bom","Não mudou","Pior","Não afetou","Raramente","Sim","Não passo por essas dificuldades","Boa","Bom","Tão exigentes quanto","Maior","Não","Ruim","Regular"
"43","2020/10/27 8:54:28 AM GMT-3","9","Engenharia Elétrica","Campina Grande","Sim","Algumas","Razoável","Melhorou","Igual","Não afetou","Raramente","Não sei/Não quero responder","Não passo por essas dificuldades","Razoável","Razoável","Tão exigentes quanto","Maior","Não sei/Não quero responder","Boa","Não sei/Não quero responder"
"44","2020/10/27 8:56:16 AM GMT-3","9","Engenharia Elétrica","Campina Grande","Sim","Todas","Razoável","Não mudou","Igual","Não sei/Não quero responder","Raramente","Sim","Sim","Razoável","Não sei/Não quero responder","Mais exigentes","Muito maior","Sim","Ruim","Bom"
"45","2020/10/27 8:57:08 AM GMT-3","10","Engenharia Elétrica","Campina Grande","Não sei/Não quero responder","Todas","Ruim","Piorou","Pior","Pior","Raramente","Não","Não passo por essas dificuldades","Razoável","Inexistente","Tão exigentes quanto","Maior","Sim","Ruim","Regular"
"46","2020/10/27 8:57:26 AM GMT-3","7","Engenharia Elétrica","Campina Grande","Sim","Todas","Razoável","Não mudou","Igual","Melhor","Raramente","Sim","Não passo por essas dificuldades","Excelente","Bom","Mais exigentes","Muito maior","Sim","Boa","Excelente"
"47","2020/10/27 8:58:15 AM GMT-3","8","Engenharia Elétrica","Campina Grande","Não","Todas","Razoável","Melhorou","Não sei/Não quero responder","Pior","Frequentemente","Não","Sim","Razoável","Bom","Mais exigentes","Muito maior","Sim","Boa","Bom"
"48","2020/10/27 8:59:42 AM GMT-3","9","Engenharia Elétrica","Campina Grande","Não","Algumas","Bom","Melhorou","Igual","Melhor","Raramente","Não","Não passo por essas dificuldades","Ruim","Insuficiente","Tão exigentes quanto","Igual","Não","Péssima","Ruim"
"49","2020/10/27 9:00:35 AM GMT-3","5","Engenharia Elétrica","Campina Grande","Não","Algumas","Razoável","Piorou","Pior","Pior","Nunca","Não sei/Não quero responder","Não passo por essas dificuldades","Péssima","Bom","Tão exigentes quanto","Muito maior","Sim","Boa","Não sei/Não quero responder"
"50","2020/10/27 9:00:51 AM GMT-3","7","Engenharia Elétrica","Campina Grande","Sim","Algumas","Bom","Melhorou","Igual","Não afetou","Raramente","Não","Sim","Razoável","Razoável","Mais exigentes","Maior","Não","Ruim","Regular"
"51","2020/10/27 9:02:45 AM GMT-3","5","Engenharia Elétrica","Campina Grande","Não sei/Não quero responder","Algumas","Bom","Não mudou","Melhor","Melhor","Raramente","Sim","Nao","Boa","Razoável","Tão exigentes quanto","Igual","Não","Boa","Bom"
"52","2020/10/27 9:11:02 AM GMT-3","2","Engenharia Elétrica","Campina Grande","Não","Algumas","Razoável","Não mudou","Pior","Não afetou","Raramente","Sim","Não passo por essas dificuldades","Boa","Excelente","Tão exigentes quanto","Maior","Sim","Regular","Excelente"
"53","2020/10/27 9:12:35 AM GMT-3","5","Engenharia Elétrica","Campina Grande","Não","Todas","Péssimo","Melhorou","Pior","Pior","Raramente","Não","Sim","Ruim","Insuficiente","Mais exigentes","Muito maior","Sim","Ruim","Regular"
"54","2020/10/27 9:13:25 AM GMT-3","4","Engenharia Elétrica","Campina Grande","Sim","Algumas","Bom","Piorou","Igual","Não afetou","Raramente","Sim","Sim","Excelente","Insuficiente","Tão exigentes quanto","Maior","Não","Boa","Excelente"
"56","2020/10/27 9:17:53 AM GMT-3","9","Engenharia Elétrica","Campina Grande","Sim","Algumas","Bom","Melhorou","Igual","Não afetou","Raramente","Não","Nao","Razoável","Razoável","Mais exigentes","Maior","Não","Regular","Bom"
"57","2020/10/27 9:21:27 AM GMT-3","10","Engenharia Elétrica","Campina Grande","Sim","Algumas","Bom","Não mudou","Pior","Melhor","Raramente","Não","Nao","Razoável","Razoável","Tão exigentes quanto","Maior","Não","Ruim","Não sei/Não quero responder"
"58","2020/10/27 9:22:24 AM GMT-3","7","Engenharia Elétrica","Campina Grande","Não","Algumas","Ruim","Piorou","Pior","Não afetou","Raramente","Sim","Nao","Razoável","Razoável","Menos exigentes","Muito maior","Não sei/Não quero responder","Péssima","Bom"
"59","2020/10/27 9:28:09 AM GMT-3","10","Engenharia Elétrica","Campina Grande","Não sei/Não quero responder","Todas","Bom","Melhorou","Pior","Melhor","Raramente","Sim","Sim","Boa","Bom","Tão exigentes quanto","Maior","Não","Regular","Excelente"
"60","2020/10/27 9:30:01 AM GMT-3","4","Engenharia Elétrica","Campina Grande","Não","Algumas","Ruim","Piorou","Pior","Pior","Frequentemente","Não sei/Não quero responder","Sim","Ruim","Inexistente","Mais exigentes","Maior","Sim","Regular","Bom"
"61","2020/10/27 9:32:32 AM GMT-3","4","Engenharia Elétrica","Campina Grande","Não","Algumas","Razoável","Piorou","Pior","Pior","Nunca","Sim","Sim","Razoável","Insuficiente","Tão exigentes quanto","Muito menor","Não","Excelente","Excelente"
"62","2020/10/27 9:33:54 AM GMT-3","8","Engenharia Elétrica","Campina Grande","Não","Algumas","Razoável","Piorou","Pior","Não afetou","Raramente","Não sei/Não quero responder","Sim","Boa","Não sei/Não quero responder","Mais exigentes","Maior","Não sei/Não quero responder","Regular","Excelente"
"63","2020/10/27 9:38:28 AM GMT-3","3","Engenharia Elétrica","Campina Grande","Sim","Algumas","Ruim","Piorou","Pior","Pior","Raramente","Não","Sim","Razoável","Razoável","Tão exigentes quanto","Maior","Sim","Péssima","Bom"
"64","2020/10/27 9:39:10 AM GMT-3","10","Engenharia Elétrica","Campina Grande","Sim","Todas","Excelente","Não mudou","Igual","Não afetou","Nunca","Não sei/Não quero responder","Não passo por essas dificuldades","Boa","Bom","Menos exigentes","Igual","Sim","Excelente","Excelente"
"65","2020/10/27 9:39:30 AM GMT-3","1","Engenharia Elétrica","Campina Grande","Não","Algumas","Ruim","Piorou","Pior","Pior","Frequentemente","Não","Sim","Razoável","Insuficiente","Tão exigentes quanto","Muito maior","Sim","Ruim","Bom"
"66","2020/10/27 9:42:18 AM GMT-3","9","Engenharia Elétrica","Campina Grande","Não","Algumas","Bom","Melhorou","Igual","Melhor","Nunca","Sim","Não passo por essas dificuldades","Boa","Bom","Menos exigentes","Igual","Não","Boa","Bom"
"67","2020/10/27 9:43:53 AM GMT-3","8","Engenharia Elétrica","Campina Grande","Não","Algumas","Bom","Piorou","Pior","Pior","Raramente","Sim","Sim","Boa","Razoável","Mais exigentes","Muito maior","Não","Boa","Excelente"
"73","2020/10/27 9:47:33 AM GMT-3","5","Engenharia Elétrica","Campina Grande","Sim","Todas","Ruim","Não mudou","Pior","Não afetou","Raramente","Sim","Sim","Ruim","Não sei/Não quero responder","Tão exigentes quanto","Maior","Sim","Ruim","Bom"
"75","2020/10/27 9:48:09 AM GMT-3","5","Engenharia Elétrica","Campina Grande","Não","Algumas","Ruim","Piorou","Pior","Pior","Frequentemente","Não","Sim","Boa","Inexistente","Mais exigentes","Muito maior","Não sei/Não quero responder","Boa","Excelente"
"77","2020/10/27 9:48:51 AM GMT-3","10","Engenharia Elétrica","Campina Grande","Sim","Todas","Bom","Não mudou","Pior","Pior","Raramente","Não","Sim","Boa","Insuficiente","Mais exigentes","Muito maior","Sim","Regular","Bom"
"83","2020/10/27 9:53:21 AM GMT-3","6","Engenharia Elétrica","Campina Grande","Sim","Todas","Razoável","Não mudou","Pior","Pior","Raramente","Não","Sim","Péssima","Insuficiente","Mais exigentes","Muito maior","Sim","Boa","Excelente"
"86","2020/10/27 9:59:54 AM GMT-3","4","Engenharia Elétrica","Campina Grande","Não","Algumas","Péssimo","Piorou","Pior","Pior","Raramente","Não","Sim","Ruim","Razoável","Mais exigentes","Muito maior","Sim","Ruim","Regular"
"87","2020/10/27 10:01:51 AM GMT-3","8","Engenharia Elétrica","Campina Grande","Não","Algumas","Razoável","Não mudou","Igual","Não afetou","Raramente","Sim","Sim","Razoável","Insuficiente","Mais exigentes","Muito maior","Sim","Péssima","Regular"
"89","2020/10/27 10:04:15 AM GMT-3","5","Engenharia Elétrica","Campina Grande","Não","Algumas","Bom","Não mudou","Igual","Não afetou","Raramente","Não","Sim","Boa","Bom","Tão exigentes quanto","Maior","Não sei/Não quero responder","Boa","Excelente"
"90","2020/10/27 10:06:50 AM GMT-3","5","Engenharia Elétrica","Campina Grande","Não","Algumas","Ruim","Melhorou","Não sei/Não quero responder","Pior","Frequentemente","Não","Sim","Razoável","Insuficiente","Mais exigentes","Muito maior","Sim","Não sei/Não quero responder","Não sei/Não quero responder"
"92","2020/10/27 10:10:19 AM GMT-3","5","Engenharia Elétrica","Campina Grande","Não","Todas","Razoável","Não mudou","Pior","Pior","Raramente","Não","Não passo por essas dificuldades","Ruim","Insuficiente","Mais exigentes","Muito maior","Sim","Ruim","Regular"
"94","2020/10/27 10:11:51 AM GMT-3","9","Engenharia Elétrica","Campina Grande","Sim","Algumas","Razoável","Piorou","Pior","Pior","Raramente","Não","Sim","Razoável","Razoável","Mais exigentes","Muito maior","Sim","Regular","Excelente"
"95","2020/10/27 10:12:46 AM GMT-3","5","Engenharia Elétrica","Campina Grande","Não","Algumas","Bom","Não mudou","Pior","Pior","Raramente","Sim","Sim","Razoável","Insuficiente","Mais exigentes","Muito maior","Sim","Regular","Bom"
"96","2020/10/27 10:14:18 AM GMT-3","4","Engenharia Elétrica","Campina Grande","Não","Todas","Razoável","Piorou","Pior","Pior","Raramente","Não sei/Não quero responder","Sim","Razoável","Razoável","Mais exigentes","Muito maior","Não sei/Não quero responder","Ruim","Bom"
"97","2020/10/27 10:17:07 AM GMT-3","4","Engenharia Elétrica","Campina Grande","Não sei/Não quero responder","Todas","Ruim","Piorou","Pior","Pior","Raramente","Sim","Não sei/Não quero responder","Razoável","Inexistente","Mais exigentes","Muito maior","Sim","Péssima","Bom"
"99","2020/10/27 10:21:49 AM GMT-3","8","Engenharia Elétrica","Campina Grande","Não","Algumas","Razoável","Não mudou","Pior","Pior","Raramente","Não sei/Não quero responder","Sim","Razoável","Razoável","Mais exigentes","Maior","Sim","Boa","Bom"
"100","2020/10/27 10:22:41 AM GMT-3","8","Engenharia Elétrica","Campina Grande","Não sei/Não quero responder","Algumas","Ruim","Piorou","Pior","Pior","Raramente","Sim","Nao","Ruim","Insuficiente","Mais exigentes","Muito maior","Sim","Regular","Ruim"
"101","2020/10/27 10:25:37 AM GMT-3","5","Psicologia","Campina Grande","Não","Algumas","Péssimo","Piorou","Pior","Pior","Raramente","Não sei/Não quero responder","Sim","Ruim","Inexistente","Menos exigentes","Maior","Sim","Péssima","Regular"
"102","2020/10/27 10:26:40 AM GMT-3","5","Engenharia Elétrica","Campina Grande","Não sei/Não quero responder","Todas","Razoável","Não mudou","Pior","Não afetou","Frequentemente","Não","Sim","Razoável","Insuficiente","Tão exigentes quanto","Muito maior","Sim","Regular","Não sei/Não quero responder"
"103","2020/10/27 10:31:26 AM GMT-3","8","Engenharia Elétrica","Campina Grande","Sim","Algumas","Razoável","Melhorou","Melhor","Não afetou","Raramente","Sim","Não sei/Não quero responder","Boa","Bom","Tão exigentes quanto","Maior","Não sei/Não quero responder","Não sei/Não quero responder","Bom"
"104","2020/10/27 10:39:06 AM GMT-3","9","Engenharia Elétrica","Campina Grande","Sim","Algumas","Razoável","Não mudou","Pior","Não afetou","Raramente","Não","Sim","Razoável","Não sei/Não quero responder","Menos exigentes","Maior","Não","Ruim","Bom"
"106","2020/10/27 10:42:20 AM GMT-3","3","Ciência da Computação","Campina Grande","Sim","Algumas","Razoável","Melhorou","Pior","Pior","Raramente","Não","Sim","Razoável","Insuficiente","Tão exigentes quanto","Maior","Sim","Regular","Bom"
"107","2020/10/27 10:43:45 AM GMT-3","5","Engenharia Elétrica","Campina Grande","Não","Algumas","Bom","Piorou","Igual","Melhor","Nunca","Não","Não passo por essas dificuldades","Razoável","Razoável","Mais exigentes","Maior","Não","Péssima","Excelente"
"108","2020/10/27 10:52:53 AM GMT-3","2","Design","Campina Grande","Não","Algumas","Ruim","Piorou","Pior","Não sei/Não quero responder","Frequentemente","Sim","Sim","Razoável","Insuficiente","Não sei/Não quero responder","Maior","Não sei/Não quero responder","Regular","Ruim"
"109","2020/10/27 10:53:11 AM GMT-3","2","Design","Campina Grande","Não","Algumas","Ruim","Piorou","Pior","Pior","Raramente","Sim","Sim","Razoável","Insuficiente","Menos exigentes","Maior","Não","Regular","Bom"
"110","2020/10/27 10:54:18 AM GMT-3","6","Design","Campina Grande","Não sei/Não quero responder","Algumas","Razoável","Não sei/Não quero responder","Igual","Não sei/Não quero responder","Frequentemente","Sim","Nao","Boa","Razoável","Tão exigentes quanto","Maior","Não sei/Não quero responder","Regular","Ruim"
"111","2020/10/27 10:54:43 AM GMT-3","3","Design","Campina Grande","Não","Algumas","Razoável","Não mudou","Não sei/Não quero responder","Pior","Frequentemente","Sim","Sim","Boa","Bom","Mais exigentes","Maior","Não","Regular","Regular"
"112","2020/10/27 10:54:59 AM GMT-3","9","Engenharia Elétrica","Campina Grande","Não","Todas","Bom","Não mudou","Pior","Melhor","Raramente","Sim","Nao","Excelente","Bom","Não sei/Não quero responder","Maior","Sim","Péssima","Regular"
"113","2020/10/27 10:55:07 AM GMT-3","7","Design","Campina Grande","Sim","Todas","Razoável","Não mudou","Pior","Não afetou","Raramente","Sim","Sim","Razoável","Razoável","Mais exigentes","Maior","Não","Regular","Bom"
"115","2020/10/27 10:55:44 AM GMT-3","8","Design","Campina Grande","Sim","Algumas","Ruim","Piorou","Pior","Pior","Nunca","Sim","Nao","Péssima","Inexistente","Menos exigentes","Menor","Não","Regular","Excelente"
"116","2020/10/27 10:56:07 AM GMT-3","7","Design","Campina Grande","Sim","Todas","Bom","Não mudou","Igual","Pior","Raramente","Sim","Não passo por essas dificuldades","Boa","Bom","Menos exigentes","Menor","Não","Ruim","Excelente"
"117","2020/10/27 10:56:09 AM GMT-3","2","Design","Campina Grande","Sim","Algumas","Razoável","Não mudou","Igual","Melhor","Raramente","Sim","Sim","Boa","Razoável","Tão exigentes quanto","Igual","Não","Regular","Bom"
"118","2020/10/27 10:56:17 AM GMT-3","2","Design","Campina Grande","Sim","Algumas","Bom","Melhorou","Melhor","Não afetou","Raramente","Não","Sim","Razoável","Razoável","Mais exigentes","Maior","Sim","Boa","Bom"
"119","2020/10/27 10:57:04 AM GMT-3","1","Design","Campina Grande","Não sei/Não quero responder","Não sei/Não quero responder","Não sei/Não quero responder","Não sei/Não quero responder","Não sei/Não quero responder","Não sei/Não quero responder","Não sei/Não quero responder","Não sei/Não quero responder","Não sei/Não quero responder","Não sei/Não quero responder","Não sei/Não quero responder","Não sei/Não quero responder","Não sei/Não quero responder","Não sei/Não quero responder","Não sei/Não quero responder","Não sei/Não quero responder"
"121","2020/10/27 10:59:23 AM GMT-3","4","Psicologia","Campina Grande","Não","Algumas","Ruim","Piorou","Pior","Pior","Frequentemente","Sim","Sim","Razoável","Razoável","Tão exigentes quanto","Maior","Não sei/Não quero responder","Ruim","Regular"
"122","2020/10/27 10:59:35 AM GMT-3","7","Design","Campina Grande","Sim","Algumas","Bom","Não mudou","Pior","Melhor","Frequentemente","Sim","Sim","Boa","Inexistente","Tão exigentes quanto","Muito maior","Sim","Regular","Bom"
"123","2020/10/27 11:00:01 AM GMT-3","4","Design","Campina Grande","Sim","Algumas","Não sei/Não quero responder","Piorou","Não sei/Não quero responder","Não sei/Não quero responder","Raramente","Sim","Não passo por essas dificuldades","Boa","Razoável","Tão exigentes quanto","Maior","Não sei/Não quero responder","Regular","Regular"
"127","2020/10/27 11:10:36 AM GMT-3","4","Design","Campina Grande","Sim","Algumas","Péssimo","Piorou","Pior","Pior","Frequentemente","Sim","Sim","Boa","Bom","Mais exigentes","Maior","Não","Ruim","Bom"
"128","2020/10/27 11:10:39 AM GMT-3","3","Engenharia Elétrica","Campina Grande","Não","Algumas","Bom","Melhorou","Melhor","Não afetou","Raramente","Sim","Nao","Boa","Bom","Menos exigentes","Igual","Não","Boa","Excelente"
"129","2020/10/27 11:12:14 AM GMT-3","1","Design","Campina Grande","Não","Algumas","Razoável","Não mudou","Pior","Não afetou","Raramente","Sim","Sim","Excelente","Bom","Tão exigentes quanto","Igual","Não","Regular","Bom"
"130","2020/10/27 11:12:42 AM GMT-3","3","Estatística","Campina Grande","Não","Todas","Ruim","Não mudou","Pior","Não afetou","Raramente","Não","Sim","Péssima","Insuficiente","Mais exigentes","Muito maior","Sim","Regular","Excelente"
