"","data","Período","Curso","Campus","Você.acredita.que.as.vagas.ofertadas.no.RAE.foram.suficientes.","Com.relação.às.disciplinas.que.queria.cursar..você.conseguiu.se.matricular.em.","No.geral..você.acha.o.RAE.","Você.acredita.que.o.seu.desempenho.no.RAE..em.comparação.com.o.presencial.","Na.sua.opinião..a.qualidade.do.ensino.no.RAE..em.comparação.com.o.presencial..é.","Você.acredita.que.o.RAE.afetou.sua.saúde.mental.para.","No.que.diz.respeito.a.dificuldades.técnicas..queda.de.internet.ou.energia..indisponibilidade.de.equipamento.etc...você.passa.por.elas.","Na.sua.opinião..os.professores.são.tolerantes.com.imprevistos.que.impossibilitem.a.realização.de.atividades.","No.geral..você.acha.que.essas.dificuldades.prejudicam.o.seu.desempenho.","Em.geral..você.acha.que.a.atuação.dos.professores.no.RAE.é.está.sendo.","Na.sua.experiência..o.atendimento.individual.dos.professores.aos.alunos.está.sendo.","Na.sua.opinião..em.comparação.com.o.regime.presencial..no.RAE.os.professores.estão.","No.geral..em.comparação.com.o.regime.presencial..você.acha.que.o.volume.de.atividades.exigidas.no.RAE.é.","Você.julga.esse.volume.de.atividades.abusivo.","Como.você.avalia.a.atuação.da.UFCG.diante.da.pandemia.","Como.você.avalia.o.desempenho.da.coordenação.do.seu.curso.no.atendimento.e.suporte.aos.estudantes.no.RAE."
"848","2020/11/05 2:42:52 PM GMT-3","2","Ciências Biológicas","Patos","Sim","Todas","Razoável","Não mudou","Pior","Pior","Frequentemente","Sim","Sim","Razoável","Bom","Mais exigentes","Muito maior","Não sei/Não quero responder","Regular","Bom"
"852","2020/11/05 2:46:25 PM GMT-3","2","Ciências Biológicas","Patos","Não","Todas","Ruim","Piorou","Pior","Não afetou","Frequentemente","Sim","Sim","Razoável","Bom","Mais exigentes","Maior","Não sei/Não quero responder","Péssima","Bom"
"854","2020/11/05 2:47:58 PM GMT-3","2","Ciências Biológicas","Patos","Sim","Algumas","Ruim","Piorou","Igual","Pior","Raramente","Sim","Sim","Razoável","Bom","Menos exigentes","Muito maior","Sim","Boa","Bom"
"856","2020/11/05 2:49:36 PM GMT-3","4","Ciências Contábeis","Patos","Não","Algumas","Ruim","Piorou","Pior","Pior","Raramente","Não","Sim","Ruim","Insuficiente","Mais exigentes","Muito maior","Sim","Regular","Regular"
"869","2020/11/05 2:54:30 PM GMT-3","3","Ciências Biológicas","Patos","Não sei/Não quero responder","Todas","Ruim","Piorou","Pior","Pior","Raramente","Não sei/Não quero responder","Sim","Razoável","Razoável","Mais exigentes","Muito maior","Sim","Regular","Regular"
"872","2020/11/05 2:55:06 PM GMT-3","3","Direito","Patos","Não sei/Não quero responder","Todas","Péssimo","Piorou","Pior","Pior","Frequentemente","Não","Sim","Ruim","Insuficiente","Mais exigentes","Muito maior","Sim","Péssima","Péssimo"
"892","2020/11/05 2:58:35 PM GMT-3","3","Ciências Biológicas","Patos","Não","Algumas","Péssimo","Piorou","Pior","Pior","Raramente","Não","Sim","Não sei/Não quero responder","Razoável","Mais exigentes","Muito maior","Sim","Boa","Não sei/Não quero responder"
"896","2020/11/05 2:58:51 PM GMT-3","3","Ciências Biológicas","Patos","Não","Algumas","Razoável","Não mudou","Pior","Pior","Raramente","Não","Sim","Razoável","Razoável","Menos exigentes","Muito maior","Sim","Ruim","Regular"
"916","2020/11/05 3:01:20 PM GMT-3","3","Ciências Biológicas","Patos","Sim","Todas","Ruim","Piorou","Pior","Pior","Frequentemente","Não","Sim","Boa","Razoável","Mais exigentes","Muito maior","Sim","Regular","Bom"
"927","2020/11/05 3:03:36 PM GMT-3","3","Ciências Biológicas","Patos","Não","Algumas","Ruim","Piorou","Pior","Não sei/Não quero responder","Frequentemente","Não","Sim","Ruim","Insuficiente","Mais exigentes","Maior","Sim","Ruim","Ruim"
"933","2020/11/05 3:05:02 PM GMT-3","3","Ciências Biológicas","Patos","Não","Algumas","Péssimo","Piorou","Pior","Não sei/Não quero responder","Frequentemente","Não sei/Não quero responder","Sim","Ruim","Não sei/Não quero responder","Tão exigentes quanto","Muito maior","Sim","Ruim","Ruim"
"934","2020/11/05 3:05:33 PM GMT-3","3","Ciências Biológicas","Patos","Não","Algumas","Péssimo","Piorou","Pior","Pior","Frequentemente","Não sei/Não quero responder","Sim","Ruim","Inexistente","Tão exigentes quanto","Muito maior","Não sei/Não quero responder","Ruim","Regular"
"935","2020/11/05 3:05:34 PM GMT-3","3","Ciências Biológicas","Patos","Não sei/Não quero responder","Algumas","Péssimo","Piorou","Pior","Pior","Raramente","Não","Sim","Péssima","Inexistente","Tão exigentes quanto","Muito maior","Sim","Péssima","Bom"
"941","2020/11/05 3:06:31 PM GMT-3","5","Ciências Biológicas","Patos","Não","Algumas","Razoável","Não mudou","Não sei/Não quero responder","Pior","Frequentemente","Sim","Sim","Boa","Não sei/Não quero responder","Menos exigentes","Maior","Não","Regular","Excelente"
"944","2020/11/05 3:06:46 PM GMT-3","3","Ciências Biológicas","Patos","Não","Algumas","Ruim","Piorou","Pior","Pior","Frequentemente","Não sei/Não quero responder","Sim","Razoável","Razoável","Não sei/Não quero responder","Muito maior","Não sei/Não quero responder","Péssima","Bom"
"949","2020/11/05 3:07:28 PM GMT-3","3","Ciências Biológicas","Patos","Não","Algumas","Péssimo","Não mudou","Pior","Pior","Frequentemente","Não","Sim","Péssima","Insuficiente","Mais exigentes","Muito maior","Sim","Péssima","Regular"
"1004","2020/11/05 3:21:35 PM GMT-3","6","Odontologia","Patos","Sim","Todas","Ruim","Piorou","Pior","Pior","Frequentemente","Não sei/Não quero responder","Sim","Razoável","Bom","Tão exigentes quanto","Muito maior","Não sei/Não quero responder","Péssima","Excelente"
"1005","2020/11/05 3:21:41 PM GMT-3","2","Ciências Biológicas","Patos","Não sei/Não quero responder","Algumas","Ruim","Piorou","Pior","Pior","Raramente","Sim","Sim","Razoável","Bom","Mais exigentes","Muito maior","Sim","Regular","Bom"
"1012","2020/11/05 3:25:11 PM GMT-3","5","Medicina Veterinária","Patos","Não sei/Não quero responder","Todas","Péssimo","Piorou","Pior","Pior","Frequentemente","Não","Sim","Ruim","Inexistente","Tão exigentes quanto","Muito maior","Sim","Péssima","Ruim"
"1016","2020/11/05 3:27:51 PM GMT-3","3","Ciências Biológicas","Patos","Não","Algumas","Ruim","Piorou","Pior","Pior","Frequentemente","Não","Sim","Ruim","Insuficiente","Mais exigentes","Muito maior","Sim","Ruim","Ruim"
"1035","2020/11/05 3:35:51 PM GMT-3","3","Odontologia","Patos","Não","Todas","Ruim","Piorou","Pior","Pior","Frequentemente","Não","Sim","Razoável","Razoável","Mais exigentes","Muito maior","Sim","Ruim","Bom"
"1052","2020/11/05 3:47:04 PM GMT-3","3","Ciências Biológicas","Patos","Não","Algumas","Ruim","Piorou","Pior","Pior","Frequentemente","Não","Sim","Ruim","Inexistente","Mais exigentes","Muito maior","Sim","Péssima","Regular"
"1064","2020/11/05 3:49:55 PM GMT-3","4","Ciências Biológicas","Patos","Não","Algumas","Bom","Não mudou","Pior","Não afetou","Raramente","Não","Sim","Razoável","Razoável","Mais exigentes","Muito maior","Sim","Regular","Regular"
"1071","2020/11/05 3:54:08 PM GMT-3","3","Ciências Biológicas","Patos","Não","Todas","Razoável","Piorou","Pior","Não sei/Não quero responder","Raramente","Não","Sim","Boa","Excelente","Mais exigentes","Maior","Não sei/Não quero responder","Regular","Bom"
"1078","2020/11/05 3:55:58 PM GMT-3","4","Medicina Veterinária","Patos","Não sei/Não quero responder","Algumas","Ruim","Não mudou","Pior","Pior","Raramente","Não sei/Não quero responder","Não passo por essas dificuldades","Razoável","Não sei/Não quero responder","Mais exigentes","Maior","Não sei/Não quero responder","Péssima","Regular"
"1091","2020/11/05 4:04:20 PM GMT-3","2","Ciências Biológicas","Patos","Não","Todas","Péssimo","Piorou","Pior","Pior","Raramente","Sim","Sim","Razoável","Razoável","Tão exigentes quanto","Maior","Sim","Regular","Regular"
"1102","2020/11/05 4:10:30 PM GMT-3","8","Ciências Biológicas","Patos","Não","Algumas","Ruim","Piorou","Pior","Pior","Frequentemente","Sim","Sim","Boa","Razoável","Tão exigentes quanto","Igual","Não sei/Não quero responder","Ruim","Regular"
"1113","2020/11/05 4:16:35 PM GMT-3","2","Ciências Biológicas","Patos","Não","Algumas","Bom","Melhorou","Igual","Não sei/Não quero responder","Frequentemente","Sim","Sim","Boa","Bom","Tão exigentes quanto","Maior","Não sei/Não quero responder","Excelente","Regular"
"1136","2020/11/05 4:49:22 PM GMT-3","4","Odontologia","Patos","Sim","Algumas","Péssimo","Piorou","Pior","Pior","Frequentemente","Não","Sim","Razoável","Insuficiente","Tão exigentes quanto","Maior","Sim","Péssima","Bom"
"1161","2020/11/05 5:21:21 PM GMT-3","3","Ciências Biológicas","Patos","Sim","Algumas","Razoável","Piorou","Pior","Pior","Raramente","Não","Nao","Razoável","Razoável","Mais exigentes","Muito maior","Sim","Boa","Bom"
"1185","2020/11/05 5:55:29 PM GMT-3","2","Ciências Biológicas","Patos","Não","Algumas","Ruim","Piorou","Pior","Pior","Raramente","Não","Sim","Ruim","Insuficiente","Mais exigentes","Maior","Sim","Ruim","Péssimo"
"1187","2020/11/05 6:05:51 PM GMT-3","2","Ciências Biológicas","Patos","Não","Algumas","Razoável","Piorou","Pior","Não sei/Não quero responder","Raramente","Não","Sim","Péssima","Razoável","Tão exigentes quanto","Maior","Sim","Ruim","Regular"
"1191","2020/11/05 6:17:36 PM GMT-3","2","Ciências Biológicas","Patos","Não","Todas","Péssimo","Piorou","Pior","Não sei/Não quero responder","Não sei/Não quero responder","Não","Sim","Ruim","Insuficiente","Mais exigentes","Muito maior","Não","Péssima","Péssimo"
"1216","2020/11/05 7:48:11 PM GMT-3","7","Medicina Veterinária","Patos","Não","Todas","Péssimo","Piorou","Pior","Pior","Frequentemente","Sim","Sim","Razoável","Bom","Menos exigentes","Muito maior","Sim","Péssima","Péssimo"
"1284","2020/11/06 7:48:00 AM GMT-3","5","Ciências Biológicas","Patos","Sim","Algumas","Péssimo","Piorou","Pior","Pior","Frequentemente","Sim","Sim","Razoável","Bom","Menos exigentes","Muito maior","Sim","Péssima","Regular"
"1291","2020/11/06 7:53:08 AM GMT-3","1","Engenharia Florestal","Patos","Sim","Todas","Péssimo","Piorou","Pior","Pior","Frequentemente","Não","Sim","Razoável","Razoável","Mais exigentes","Muito maior","Sim","Péssima","Ruim"
"1295","2020/11/06 7:58:16 AM GMT-3","1","Engenharia Florestal","Patos","Não sei/Não quero responder","Todas","Ruim","Piorou","Pior","Não afetou","Nunca","Não","Sim","Razoável","Inexistente","Mais exigentes","Maior","Sim","Regular","Bom"
"1298","2020/11/06 8:02:20 AM GMT-3","1","Engenharia Florestal","Patos","Não sei/Não quero responder","Não sei/Não quero responder","Péssimo","Piorou","Pior","Pior","Frequentemente","Não","Sim","Péssima","Inexistente","Não sei/Não quero responder","Muito maior","Sim","Péssima","Ruim"
"1312","2020/11/06 8:15:07 AM GMT-3","1","Engenharia Florestal","Patos","Sim","Algumas","Ruim","Piorou","Pior","Não afetou","Frequentemente","Não sei/Não quero responder","Sim","Excelente","Razoável","Mais exigentes","Não sei/Não quero responder","Não","Regular","Regular"
"1332","2020/11/06 8:41:02 AM GMT-3","1","Engenharia Florestal","Patos","Sim","Algumas","Bom","Piorou","Pior","Melhor","Frequentemente","Sim","Sim","Razoável","Insuficiente","Menos exigentes","Menor","Não","Boa","Excelente"
"1336","2020/11/06 8:47:00 AM GMT-3","1","Engenharia Florestal","Patos","Não sei/Não quero responder","Algumas","Ruim","Piorou","Pior","Pior","Frequentemente","Não","Sim","Razoável","Razoável","Não sei/Não quero responder","Maior","Sim","Péssima","Ruim"
"1341","2020/11/06 8:51:05 AM GMT-3","2","Ciências Biológicas","Patos","Não","Algumas","Péssimo","Piorou","Pior","Pior","Não sei/Não quero responder","Sim","Sim","Ruim","Razoável","Menos exigentes","Muito maior","Não","Péssima","Regular"
"1379","2020/11/06 9:31:01 AM GMT-3","10","Ciências Biológicas","Patos","Sim","Todas","Bom","Melhorou","Melhor","Melhor","Raramente","Não","Nao","Boa","Bom","Menos exigentes","Menor","Não","Regular","Bom"
"1384","2020/11/06 9:42:31 AM GMT-3","3","Odontologia","Patos","Sim","Todas","Péssimo","Piorou","Pior","Pior","Frequentemente","Não","Sim","Razoável","Razoável","Mais exigentes","Muito maior","Sim","Boa","Bom"
"1436","2020/11/06 10:40:49 AM GMT-3","1","Engenharia Florestal","Patos","Sim","Algumas","Ruim","Piorou","Pior","Pior","Frequentemente","Não","Sim","Ruim","Razoável","Tão exigentes quanto","Igual","Sim","Ruim","Regular"
"1445","2020/11/06 10:59:12 AM GMT-3","4","Ciências Biológicas","Patos","Não","Algumas","Razoável","Melhorou","Pior","Não afetou","Raramente","Não","Sim","Ruim","Inexistente","Mais exigentes","Muito maior","Sim","Ruim","Regular"
"1453","2020/11/06 11:06:07 AM GMT-3","2","Ciências Biológicas","Patos","Não","Algumas","Razoável","Não mudou","Não sei/Não quero responder","Não sei/Não quero responder","Frequentemente","Não sei/Não quero responder","Sim","Razoável","Bom","Tão exigentes quanto","Não sei/Não quero responder","Não sei/Não quero responder","Ruim","Regular"
"1471","2020/11/06 11:55:24 AM GMT-3","3","Ciências Biológicas","Patos","Sim","Algumas","Ruim","Piorou","Pior","Não sei/Não quero responder","Frequentemente","Não","Sim","Razoável","Insuficiente","Tão exigentes quanto","Maior","Não sei/Não quero responder","Ruim","Bom"
"1487","2020/11/06 1:06:26 PM GMT-3","3","Ciências Biológicas","Patos","Sim","Todas","Bom","Não sei/Não quero responder","Igual","Não afetou","Raramente","Sim","Sim","Boa","Excelente","Não sei/Não quero responder","Maior","Não sei/Não quero responder","Boa","Excelente"
"1510","2020/11/06 4:07:25 PM GMT-3","5","Ciências Biológicas","Patos","Não","Algumas","Razoável","Não mudou","Pior","Não afetou","Raramente","Não","Sim","Boa","Bom","Mais exigentes","Muito maior","Sim","Boa","Excelente"
