"","data","Período","Curso","Campus","Você.acredita.que.as.vagas.ofertadas.no.RAE.foram.suficientes.","Com.relação.às.disciplinas.que.queria.cursar..você.conseguiu.se.matricular.em.","No.geral..você.acha.o.RAE.","Você.acredita.que.o.seu.desempenho.no.RAE..em.comparação.com.o.presencial.","Na.sua.opinião..a.qualidade.do.ensino.no.RAE..em.comparação.com.o.presencial..é.","Você.acredita.que.o.RAE.afetou.sua.saúde.mental.para.","No.que.diz.respeito.a.dificuldades.técnicas..queda.de.internet.ou.energia..indisponibilidade.de.equipamento.etc...você.passa.por.elas.","Na.sua.opinião..os.professores.são.tolerantes.com.imprevistos.que.impossibilitem.a.realização.de.atividades.","No.geral..você.acha.que.essas.dificuldades.prejudicam.o.seu.desempenho.","Em.geral..você.acha.que.a.atuação.dos.professores.no.RAE.é.está.sendo.","Na.sua.experiência..o.atendimento.individual.dos.professores.aos.alunos.está.sendo.","Na.sua.opinião..em.comparação.com.o.regime.presencial..no.RAE.os.professores.estão.","No.geral..em.comparação.com.o.regime.presencial..você.acha.que.o.volume.de.atividades.exigidas.no.RAE.é.","Você.julga.esse.volume.de.atividades.abusivo.","Como.você.avalia.a.atuação.da.UFCG.diante.da.pandemia.","Como.você.avalia.o.desempenho.da.coordenação.do.seu.curso.no.atendimento.e.suporte.aos.estudantes.no.RAE."
"1260","2020/11/06 6:56:10 AM GMT-3","8","Química","Cuité","Sim","Algumas","Razoável","Não sei/Não quero responder","Igual","Pior","Raramente","Não","Sim","Ruim","Razoável","Mais exigentes","Maior","Sim","Boa","Bom"
"1261","2020/11/06 6:57:27 AM GMT-3","9","Química","Cuité","Não","Nenhuma","Péssimo","Piorou","Pior","Pior","Raramente","Não","Sim","Ruim","Insuficiente","Mais exigentes","Muito maior","Sim","Boa","Bom"
"1262","2020/11/06 7:00:32 AM GMT-3","5","Química","Cuité","Não","Todas","Razoável","Não mudou","Igual","Pior","Raramente","Não","Sim","Razoável","Razoável","Mais exigentes","Muito maior","Sim","Ruim","Bom"
"1263","2020/11/06 7:03:30 AM GMT-3","1","Química","Cuité","Não","Todas","Péssimo","Não mudou","Pior","Pior","Frequentemente","Não sei/Não quero responder","Sim","Razoável","Insuficiente","Menos exigentes","Não sei/Não quero responder","Não sei/Não quero responder","Regular","Não sei/Não quero responder"
"1265","2020/11/06 7:25:54 AM GMT-3","5","Química","Cuité","Não sei/Não quero responder","Algumas","Péssimo","Piorou","Pior","Pior","Frequentemente","Não","Sim","Ruim","Inexistente","Mais exigentes","Muito maior","Sim","Boa","Bom"
"1266","2020/11/06 7:26:17 AM GMT-3","1","Química","Cuité","Não","Algumas","Péssimo","Piorou","Pior","Pior","Frequentemente","Sim","Sim","Ruim","Inexistente","Não sei/Não quero responder","Muito maior","Sim","Péssima","Péssimo"
"1267","2020/11/06 7:27:07 AM GMT-3","6","Química","Cuité","Não","Algumas","Péssimo","Piorou","Pior","Pior","Frequentemente","Não","Sim","Péssima","Razoável","Mais exigentes","Muito maior","Sim","Regular","Bom"
"1269","2020/11/06 7:30:24 AM GMT-3","9","Química","Cuité","Não","Algumas","Razoável","Piorou","Pior","Não afetou","Frequentemente","Não","Sim","Péssima","Razoável","Mais exigentes","Muito maior","Sim","Regular","Regular"
"1270","2020/11/06 7:30:37 AM GMT-3","3","Química","Cuité","Sim","Não sei/Não quero responder","Péssimo","Piorou","Pior","Pior","Frequentemente","Não sei/Não quero responder","Sim","Boa","Não sei/Não quero responder","Não sei/Não quero responder","Não sei/Não quero responder","Não sei/Não quero responder","Boa","Bom"
"1275","2020/11/06 7:36:48 AM GMT-3","3","Química","Cuité","Não","Algumas","Bom","Melhorou","Igual","Não afetou","Raramente","Sim","Nao","Razoável","Razoável","Menos exigentes","Maior","Não","Ruim","Ruim"
"1283","2020/11/06 7:46:30 AM GMT-3","5","Química","Cuité","Não","Nenhuma","Ruim","Piorou","Pior","Pior","Frequentemente","Sim","Sim","Razoável","Insuficiente","Mais exigentes","Muito maior","Sim","Péssima","Regular"
"1286","2020/11/06 7:48:46 AM GMT-3","5","Química","Cuité","Não","Não sei/Não quero responder","Péssimo","Piorou","Pior","Não afetou","Frequentemente","Não sei/Não quero responder","Sim","Razoável","Insuficiente","Não sei/Não quero responder","Maior","Não sei/Não quero responder","Regular","Regular"
"1287","2020/11/06 7:49:19 AM GMT-3","1","Química","Cuité","Não","Algumas","Péssimo","Piorou","Pior","Pior","Frequentemente","Sim","Sim","Ruim","Inexistente","Mais exigentes","Muito maior","Sim","Boa","Excelente"
"1288","2020/11/06 7:51:26 AM GMT-3","3","Química","Cuité","Não","Algumas","Bom","Não sei/Não quero responder","Não sei/Não quero responder","Não afetou","Raramente","Sim","Sim","Boa","Bom","Menos exigentes","Menor","Não","Boa","Bom"
"1297","2020/11/06 8:01:09 AM GMT-3","10","Química","Cuité","Não","Algumas","Péssimo","Piorou","Pior","Pior","Frequentemente","Não","Sim","Péssima","Inexistente","Mais exigentes","Muito maior","Sim","Péssima","Bom"
"1303","2020/11/06 8:06:13 AM GMT-3","5","Química","Cuité","Não","Algumas","Razoável","Melhorou","Pior","Não afetou","Frequentemente","Não","Sim","Razoável","Razoável","Mais exigentes","Muito maior","Sim","Regular","Excelente"
"1309","2020/11/06 8:12:31 AM GMT-3","7","Química","Cuité","Não","Nenhuma","Péssimo","Piorou","Pior","Pior","Frequentemente","Não","Sim","Ruim","Insuficiente","Tão exigentes quanto","Muito maior","Sim","Péssima","Bom"
"1311","2020/11/06 8:14:41 AM GMT-3","9","Química","Cuité","Sim","Algumas","Péssimo","Piorou","Pior","Pior","Frequentemente","Sim","Sim","Ruim","Inexistente","Mais exigentes","Muito maior","Sim","Ruim","Regular"
"1317","2020/11/06 8:18:36 AM GMT-3","8","Química","Cuité","Não","Nenhuma","Péssimo","Piorou","Pior","Pior","Frequentemente","Não","Sim","Razoável","Inexistente","Tão exigentes quanto","Muito maior","Sim","Regular","Regular"
"1321","2020/11/06 8:22:36 AM GMT-3","8","Química","Cuité","Não","Algumas","Razoável","Não mudou","Pior","Não afetou","Raramente","Não","Sim","Boa","Insuficiente","Tão exigentes quanto","Menor","Não","Boa","Bom"
"1326","2020/11/06 8:31:56 AM GMT-3","5","Química","Cuité","Não","Todas","Razoável","Não mudou","Pior","Pior","Frequentemente","Não","Sim","Ruim","Insuficiente","Mais exigentes","Muito maior","Sim","Boa","Regular"
"1329","2020/11/06 8:35:38 AM GMT-3","8","Química","Campina Grande","Não sei/Não quero responder","Algumas","Péssimo","Piorou","Pior","Pior","Raramente","Não","Sim","Péssima","Inexistente","Tão exigentes quanto","Muito maior","Sim","Péssima","Ruim"
"1369","2020/11/06 9:22:21 AM GMT-3","1","Química","Cuité","Sim","Algumas","Razoável","Não mudou","Não sei/Não quero responder","Não afetou","Frequentemente","Sim","Sim","Boa","Insuficiente","Menos exigentes","Maior","Sim","Boa","Bom"
"1388","2020/11/06 9:44:04 AM GMT-3","5","Química","Cajazeiras","Não","Todas","Ruim","Não mudou","Pior","Pior","Frequentemente","Sim","Sim","Boa","Bom","Mais exigentes","Muito maior","Sim","Regular","Bom"
"1392","2020/11/06 9:47:38 AM GMT-3","1","Química","Cuité","Não","Algumas","Ruim","Piorou","Pior","Pior","Raramente","Sim","Sim","Boa","Bom","Não sei/Não quero responder","Não sei/Não quero responder","Sim","Boa","Não sei/Não quero responder"
"1395","2020/11/06 9:51:09 AM GMT-3","1","Química","Cuité","Sim","Todas","Razoável","Não mudou","Pior","Não afetou","Raramente","Sim","Sim","Ruim","Inexistente","Menos exigentes","Maior","Sim","Regular","Bom"
"1402","2020/11/06 10:02:32 AM GMT-3","7","Química","Cuité","Sim","Nenhuma","Bom","Não mudou","Igual","Não sei/Não quero responder","Raramente","Não","Nao","Boa","Bom","Mais exigentes","Muito maior","Sim","Regular","Excelente"
"1403","2020/11/06 10:06:22 AM GMT-3","7","Química","Cuité","Não","Algumas","Ruim","Piorou","Pior","Pior","Frequentemente","Não","Sim","Razoável","Insuficiente","Mais exigentes","Muito maior","Sim","Ruim","Péssimo"
"1406","2020/11/06 10:10:46 AM GMT-3","5","Química","Cuité","Não","Algumas","Ruim","Piorou","Pior","Pior","Frequentemente","Não","Sim","Razoável","Razoável","Não sei/Não quero responder","Maior","Sim","Regular","Regular"
"1408","2020/11/06 10:11:40 AM GMT-3","7","Química","Cuité","Não","Algumas","Ruim","Piorou","Pior","Pior","Frequentemente","Não","Sim","Ruim","Insuficiente","Mais exigentes","Muito maior","Sim","Regular","Ruim"
"1409","2020/11/06 10:12:04 AM GMT-3","6","Química","Cuité","Não","Algumas","Péssimo","Piorou","Pior","Pior","Frequentemente","Sim","Sim","Razoável","Insuficiente","Mais exigentes","Muito maior","Sim","Regular","Regular"
"1416","2020/11/06 10:20:51 AM GMT-3","3","Química","Cuité","Não sei/Não quero responder","Algumas","Ruim","Piorou","Pior","Pior","Frequentemente","Não sei/Não quero responder","Sim","Razoável","Insuficiente","Mais exigentes","Muito maior","Sim","Ruim","Regular"
"1419","2020/11/06 10:27:14 AM GMT-3","7","Química","Cuité","Sim","Algumas","Razoável","Piorou","Pior","Não afetou","Frequentemente","Sim","Sim","Boa","Razoável","Mais exigentes","Maior","Não sei/Não quero responder","Regular","Bom"
"1429","2020/11/06 10:32:38 AM GMT-3","10","Química","Cuité","Sim","Algumas","Excelente","Não mudou","Melhor","Não afetou","Raramente","Não","Não passo por essas dificuldades","Boa","Não sei/Não quero responder","Menos exigentes","Igual","Não","Boa","Bom"
"1433","2020/11/06 10:38:15 AM GMT-3","10","Química","Cuité","Sim","Algumas","Péssimo","Piorou","Pior","Pior","Frequentemente","Não","Sim","Ruim","Razoável","Tão exigentes quanto","Maior","Sim","Boa","Excelente"
"1543","2020/11/07 11:31:40 AM GMT-3","5","Química","Cuité","Não","Algumas","Razoável","Não sei/Não quero responder","Não sei/Não quero responder","Pior","Frequentemente","Não","Sim","Razoável","Razoável","Tão exigentes quanto","Maior","Sim","Péssima","Bom"
