"","data","Período","Curso","Campus","Você.acredita.que.as.vagas.ofertadas.no.RAE.foram.suficientes.","Com.relação.às.disciplinas.que.queria.cursar..você.conseguiu.se.matricular.em.","No.geral..você.acha.o.RAE.","Você.acredita.que.o.seu.desempenho.no.RAE..em.comparação.com.o.presencial.","Na.sua.opinião..a.qualidade.do.ensino.no.RAE..em.comparação.com.o.presencial..é.","Você.acredita.que.o.RAE.afetou.sua.saúde.mental.para.","No.que.diz.respeito.a.dificuldades.técnicas..queda.de.internet.ou.energia..indisponibilidade.de.equipamento.etc...você.passa.por.elas.","Na.sua.opinião..os.professores.são.tolerantes.com.imprevistos.que.impossibilitem.a.realização.de.atividades.","No.geral..você.acha.que.essas.dificuldades.prejudicam.o.seu.desempenho.","Em.geral..você.acha.que.a.atuação.dos.professores.no.RAE.é.está.sendo.","Na.sua.experiência..o.atendimento.individual.dos.professores.aos.alunos.está.sendo.","Na.sua.opinião..em.comparação.com.o.regime.presencial..no.RAE.os.professores.estão.","No.geral..em.comparação.com.o.regime.presencial..você.acha.que.o.volume.de.atividades.exigidas.no.RAE.é.","Você.julga.esse.volume.de.atividades.abusivo.","Como.você.avalia.a.atuação.da.UFCG.diante.da.pandemia.","Como.você.avalia.o.desempenho.da.coordenação.do.seu.curso.no.atendimento.e.suporte.aos.estudantes.no.RAE."
"198","2020/10/27 2:07:57 PM GMT-3","4","Arte e Mídia","Campina Grande","Não sei/Não quero responder","Todas","Razoável","Piorou","Pior","Pior","Raramente","Sim","Sim","Boa","Bom","Menos exigentes","Igual","Não sei/Não quero responder","Regular","Excelente"
"200","2020/10/27 2:25:34 PM GMT-3","2","Arte e Mídia","Campina Grande","Não sei/Não quero responder","Algumas","Ruim","Piorou","Pior","Pior","Frequentemente","Sim","Sim","Razoável","Razoável","Tão exigentes quanto","Maior","Não sei/Não quero responder","Regular","Bom"
"201","2020/10/27 2:32:19 PM GMT-3","6","Arte e Mídia","Campina Grande","Não","Algumas","Razoável","Piorou","Pior","Pior","Frequentemente","Sim","Sim","Razoável","Bom","Tão exigentes quanto","Maior","Sim","Ruim","Regular"
"203","2020/10/27 2:37:16 PM GMT-3","2","Arte e Mídia","Campina Grande","Sim","Todas","Razoável","Piorou","Pior","Melhor","Raramente","Sim","Nao","Excelente","Excelente","Menos exigentes","Menor","Não","Regular","Excelente"
"204","2020/10/27 2:38:50 PM GMT-3","5","Arte e Mídia","Campina Grande","Sim","Todas","Bom","Não mudou","Não sei/Não quero responder","Melhor","Frequentemente","Sim","Sim","Excelente","Excelente","Tão exigentes quanto","Igual","Não","Boa","Bom"
"205","2020/10/27 2:40:49 PM GMT-3","8","Arte e Mídia","Campina Grande","Não sei/Não quero responder","Algumas","Ruim","Piorou","Pior","Pior","Raramente","Sim","Sim","Boa","Bom","Não sei/Não quero responder","Igual","Não","Péssima","Regular"
"206","2020/10/27 2:41:04 PM GMT-3","7","Arte e Mídia","Campina Grande","Sim","Algumas","Razoável","Não mudou","Pior","Pior","Raramente","Sim","Nao","Boa","Razoável","Menos exigentes","Igual","Não","Regular","Bom"
"214","2020/10/27 3:14:21 PM GMT-3","1","Arte e Mídia","Campina Grande","Não sei/Não quero responder","Não sei/Não quero responder","Não sei/Não quero responder","Não sei/Não quero responder","Não sei/Não quero responder","Não sei/Não quero responder","Não sei/Não quero responder","Não sei/Não quero responder","Não sei/Não quero responder","Não sei/Não quero responder","Não sei/Não quero responder","Não sei/Não quero responder","Não sei/Não quero responder","Não sei/Não quero responder","Não sei/Não quero responder","Não sei/Não quero responder"
"216","2020/10/27 3:40:16 PM GMT-3","1","Arte e Mídia","Campina Grande","Não sei/Não quero responder","Não sei/Não quero responder","Razoável","Não sei/Não quero responder","Não sei/Não quero responder","Não sei/Não quero responder","Não sei/Não quero responder","Não sei/Não quero responder","Não sei/Não quero responder","Não sei/Não quero responder","Não sei/Não quero responder","Não sei/Não quero responder","Não sei/Não quero responder","Não sei/Não quero responder","Não sei/Não quero responder","Não sei/Não quero responder"
"217","2020/10/27 3:46:20 PM GMT-3","6","Arte e Mídia","Campina Grande","Não","Algumas","Razoável","Piorou","Igual","Pior","Raramente","Sim","Sim","Excelente","Não sei/Não quero responder","Menos exigentes","Maior","Não","Ruim","Bom"
"219","2020/10/27 3:54:39 PM GMT-3","8","Arte e Mídia","Campina Grande","Sim","Algumas","Péssimo","Piorou","Pior","Pior","Frequentemente","Não","Sim","Boa","Bom","Menos exigentes","Igual","Sim","Regular","Excelente"
"220","2020/10/27 4:37:06 PM GMT-3","7","Arte e Mídia","Campina Grande","Não","Nenhuma","Não sei/Não quero responder","Não sei/Não quero responder","Pior","Não sei/Não quero responder","Não sei/Não quero responder","Não sei/Não quero responder","Não sei/Não quero responder","Não sei/Não quero responder","Não sei/Não quero responder","Não sei/Não quero responder","Não sei/Não quero responder","Não sei/Não quero responder","Regular","Não sei/Não quero responder"
"229","2020/10/27 5:48:20 PM GMT-3","4","Arte e Mídia","Campina Grande","Não","Algumas","Bom","Não mudou","Igual","Não afetou","Nunca","Sim","Nao","Boa","Bom","Tão exigentes quanto","Igual","Não","Regular","Bom"
"231","2020/10/27 6:23:31 PM GMT-3","2","Arte e Mídia","Campina Grande","Sim","Algumas","Razoável","Piorou","Pior","Não afetou","Raramente","Sim","Sim","Razoável","Insuficiente","Menos exigentes","Muito menor","Não","Regular","Regular"
"232","2020/10/27 6:31:33 PM GMT-3","3","Arte e Mídia","Campina Grande","Sim","Todas","Razoável","Piorou","Pior","Não afetou","Raramente","Sim","Não passo por essas dificuldades","Razoável","Não sei/Não quero responder","Tão exigentes quanto","Igual","Não","Regular","Não sei/Não quero responder"
"234","2020/10/27 6:47:51 PM GMT-3","2","Arte e Mídia","Campina Grande","Sim","Algumas","Razoável","Piorou","Pior","Pior","Raramente","Não sei/Não quero responder","Sim","Boa","Bom","Tão exigentes quanto","Igual","Não sei/Não quero responder","Boa","Bom"
"236","2020/10/27 7:06:34 PM GMT-3","7","Arte e Mídia","Campina Grande","Sim","Todas","Excelente","Não mudou","Melhor","Não afetou","Não sei/Não quero responder","Sim","Sim","Excelente","Excelente","Mais exigentes","Muito maior","Não","Regular","Excelente"
"237","2020/10/27 7:08:21 PM GMT-3","2","Arte e Mídia","Campina Grande","Sim","Todas","Razoável","Não sei/Não quero responder","Igual","Não afetou","Raramente","Sim","Não passo por essas dificuldades","Razoável","Excelente","Menos exigentes","Muito menor","Não","Boa","Bom"
"242","2020/10/27 10:46:26 PM GMT-3","4","Arte e Mídia","Campina Grande","Não","Algumas","Bom","Não sei/Não quero responder","Igual","Não sei/Não quero responder","Frequentemente","Sim","Sim","Boa","Insuficiente","Mais exigentes","Muito maior","Sim","Boa","Regular"
"246","2020/10/27 11:37:38 PM GMT-3","2","Arte e Mídia","Campina Grande","Sim","Todas","Bom","Piorou","Pior","Não afetou","Raramente","Sim","Não passo por essas dificuldades","Boa","Excelente","Menos exigentes","Igual","Não","Boa","Bom"
"248","2020/10/28 12:31:37 AM GMT-3","6","Arte e Mídia","Campina Grande","Sim","Todas","Bom","Piorou","Igual","Não afetou","Nunca","Sim","Sim","Boa","Bom","Menos exigentes","Igual","Não","Regular","Bom"
"289","2020/10/28 2:29:37 PM GMT-3","2","Arte e Mídia","Campina Grande","Não","Todas","Razoável","Não mudou","Pior","Pior","Raramente","Sim","Sim","Razoável","Razoável","Menos exigentes","Maior","Sim","Regular","Regular"
"296","2020/10/28 6:24:11 PM GMT-3","2","Arte e Mídia","Campina Grande","Sim","Algumas","Razoável","Não sei/Não quero responder","Não sei/Não quero responder","Não afetou","Raramente","Sim","Nao","Razoável","Razoável","Não sei/Não quero responder","Não sei/Não quero responder","Não","Ruim","Bom"
"379","2020/10/30 1:58:57 PM GMT-3","6","Arte e Mídia","Campina Grande","Não","Algumas","Razoável","Não sei/Não quero responder","Pior","Não sei/Não quero responder","Raramente","Sim","Não sei/Não quero responder","Razoável","Razoável","Não sei/Não quero responder","Maior","Sim","Regular","Não sei/Não quero responder"
