"","data","Período","Curso","Campus","Você.acredita.que.as.vagas.ofertadas.no.RAE.foram.suficientes.","Com.relação.às.disciplinas.que.queria.cursar..você.conseguiu.se.matricular.em.","No.geral..você.acha.o.RAE.","Você.acredita.que.o.seu.desempenho.no.RAE..em.comparação.com.o.presencial.","Na.sua.opinião..a.qualidade.do.ensino.no.RAE..em.comparação.com.o.presencial..é.","Você.acredita.que.o.RAE.afetou.sua.saúde.mental.para.","No.que.diz.respeito.a.dificuldades.técnicas..queda.de.internet.ou.energia..indisponibilidade.de.equipamento.etc...você.passa.por.elas.","Na.sua.opinião..os.professores.são.tolerantes.com.imprevistos.que.impossibilitem.a.realização.de.atividades.","No.geral..você.acha.que.essas.dificuldades.prejudicam.o.seu.desempenho.","Em.geral..você.acha.que.a.atuação.dos.professores.no.RAE.é.está.sendo.","Na.sua.experiência..o.atendimento.individual.dos.professores.aos.alunos.está.sendo.","Na.sua.opinião..em.comparação.com.o.regime.presencial..no.RAE.os.professores.estão.","No.geral..em.comparação.com.o.regime.presencial..você.acha.que.o.volume.de.atividades.exigidas.no.RAE.é.","Você.julga.esse.volume.de.atividades.abusivo.","Como.você.avalia.a.atuação.da.UFCG.diante.da.pandemia.","Como.você.avalia.o.desempenho.da.coordenação.do.seu.curso.no.atendimento.e.suporte.aos.estudantes.no.RAE."
"517","2020/11/05 9:54:08 AM GMT-3","5","Medicina","Campina Grande","Não","Algumas","Excelente","Melhorou","Melhor","Pior","Frequentemente","Sim","Sim","Boa","Razoável","Mais exigentes","Muito maior","Sim","Péssima","Ruim"
"523","2020/11/05 9:57:33 AM GMT-3","2","Medicina","Cajazeiras","Sim","Todas","Ruim","Piorou","Pior","Melhor","Raramente","Sim","Nao","Razoável","Insuficiente","Menos exigentes","Maior","Não","Péssima","Bom"
"537","2020/11/05 10:05:35 AM GMT-3","5","Medicina","Campina Grande","Não","Algumas","Ruim","Piorou","Pior","Pior","Frequentemente","Sim","Sim","Razoável","Insuficiente","Menos exigentes","Igual","Não","Ruim","Péssimo"
"539","2020/11/05 10:05:58 AM GMT-3","5","Medicina","Campina Grande","Sim","Todas","Bom","Melhorou","Igual","Pior","Raramente","Sim","Nao","Boa","Razoável","Tão exigentes quanto","Igual","Não","Ruim","Regular"
"541","2020/11/05 10:07:59 AM GMT-3","1","Medicina","Campina Grande","Sim","Algumas","Ruim","Piorou","Pior","Pior","Frequentemente","Sim","Sim","Razoável","Insuficiente","Tão exigentes quanto","Igual","Não","Péssima","Ruim"
"542","2020/11/05 10:09:02 AM GMT-3","5","Medicina","Campina Grande","Não sei/Não quero responder","Todas","Bom","Melhorou","Igual","Não afetou","Raramente","Não sei/Não quero responder","Não sei/Não quero responder","Boa","Bom","Tão exigentes quanto","Maior","Não","Péssima","Péssimo"
"543","2020/11/05 10:09:42 AM GMT-3","5","Medicina","Campina Grande","Sim","Algumas","Razoável","Piorou","Pior","Não afetou","Raramente","Sim","Não passo por essas dificuldades","Boa","Insuficiente","Menos exigentes","Menor","Não","Péssima","Péssimo"
"544","2020/11/05 10:09:52 AM GMT-3","5","Medicina","Campina Grande","Não","Todas","Razoável","Piorou","Não sei/Não quero responder","Não afetou","Raramente","Não","Não sei/Não quero responder","Razoável","Não sei/Não quero responder","Tão exigentes quanto","Igual","Não","Ruim","Bom"
"545","2020/11/05 10:10:08 AM GMT-3","5","Medicina","Campina Grande","Não","Algumas","Ruim","Piorou","Pior","Não afetou","Raramente","Não sei/Não quero responder","Sim","Razoável","Razoável","Não sei/Não quero responder","Muito maior","Não","Péssima","Péssimo"
"547","2020/11/05 10:10:52 AM GMT-3","5","Medicina","Campina Grande","Sim","Todas","Ruim","Não mudou","Pior","Não afetou","Raramente","Não","Nao","Razoável","Bom","Tão exigentes quanto","Maior","Sim","Ruim","Ruim"
"582","2020/11/05 10:38:42 AM GMT-3","3","Medicina","Cajazeiras","Não","Todas","Razoável","Não mudou","Igual","Pior","Raramente","Sim","Nao","Boa","Bom","Mais exigentes","Muito maior","Sim","Regular","Excelente"
"612","2020/11/05 11:02:23 AM GMT-3","1","Medicina","Campina Grande","Não sei/Não quero responder","Todas","Razoável","Não mudou","Pior","Não afetou","Frequentemente","Não","Sim","Razoável","Inexistente","Mais exigentes","Maior","Sim","Péssima","Péssimo"
"618","2020/11/05 11:11:49 AM GMT-3","6","Medicina","Cajazeiras","Sim","Algumas","Razoável","Piorou","Pior","Não afetou","Raramente","Não","Não sei/Não quero responder","Razoável","Razoável","Menos exigentes","Menor","Não","Péssima","Bom"
"620","2020/11/05 11:13:27 AM GMT-3","1","Medicina","Cajazeiras","Não","Algumas","Ruim","Piorou","Pior","Pior","Frequentemente","Sim","Sim","Boa","Bom","Menos exigentes","Maior","Não","Péssima","Regular"
"621","2020/11/05 11:13:28 AM GMT-3","1","Medicina","Cajazeiras","Sim","Todas","Razoável","Não sei/Não quero responder","Pior","Melhor","Frequentemente","Não","Sim","Razoável","Insuficiente","Mais exigentes","Maior","Sim","Boa","Regular"
"622","2020/11/05 11:13:43 AM GMT-3","1","Medicina","Cajazeiras","Sim","Todas","Bom","Não mudou","Igual","Pior","Raramente","Sim","Não passo por essas dificuldades","Boa","Razoável","Menos exigentes","Maior","Sim","Regular","Regular"
"623","2020/11/05 11:13:51 AM GMT-3","1","Medicina","Cajazeiras","Sim","Todas","Péssimo","Piorou","Pior","Pior","Frequentemente","Sim","Sim","Ruim","Inexistente","Não sei/Não quero responder","Muito maior","Sim","Péssima","Regular"
"624","2020/11/05 11:14:14 AM GMT-3","1","Medicina","Cajazeiras","Sim","Todas","Péssimo","Piorou","Pior","Pior","Frequentemente","Não","Sim","Ruim","Insuficiente","Mais exigentes","Maior","Sim","Péssima","Regular"
"625","2020/11/05 11:14:43 AM GMT-3","2","Medicina","Cajazeiras","Não","Todas","Péssimo","Piorou","Pior","Pior","Frequentemente","Sim","Sim","Razoável","Razoável","Tão exigentes quanto","Maior","Sim","Péssima","Péssimo"
"626","2020/11/05 11:14:58 AM GMT-3","7","Medicina","Cajazeiras","Sim","Todas","Péssimo","Não mudou","Pior","Não afetou","Nunca","Não","Não passo por essas dificuldades","Razoável","Insuficiente","Menos exigentes","Igual","Não","Péssima","Ruim"
"627","2020/11/05 11:15:13 AM GMT-3","1","Medicina","Cajazeiras","Não","Não sei/Não quero responder","Péssimo","Piorou","Pior","Pior","Frequentemente","Não","Sim","Péssima","Insuficiente","Mais exigentes","Maior","Sim","Péssima","Péssimo"
"628","2020/11/05 11:15:59 AM GMT-3","1","Medicina","Cajazeiras","Não sei/Não quero responder","Não sei/Não quero responder","Ruim","Piorou","Pior","Não afetou","Raramente","Sim","Não passo por essas dificuldades","Razoável","Insuficiente","Mais exigentes","Não sei/Não quero responder","Não sei/Não quero responder","Péssima","Bom"
"629","2020/11/05 11:16:28 AM GMT-3","2","Medicina","Cajazeiras","Sim","Todas","Ruim","Não mudou","Igual","Não afetou","Raramente","Não","Não passo por essas dificuldades","Ruim","Insuficiente","Menos exigentes","Muito menor","Não","Péssima","Bom"
"630","2020/11/05 11:19:31 AM GMT-3","1","Medicina","Cajazeiras","Sim","Todas","Razoável","Não mudou","Igual","Não afetou","Raramente","Não sei/Não quero responder","Sim","Razoável","Inexistente","Tão exigentes quanto","Menor","Não","Péssima","Péssimo"
"631","2020/11/05 11:19:40 AM GMT-3","1","Medicina","Cajazeiras","Sim","Todas","Ruim","Piorou","Pior","Pior","Frequentemente","Sim","Sim","Razoável","Insuficiente","Menos exigentes","Maior","Sim","Ruim","Ruim"
"632","2020/11/05 11:21:42 AM GMT-3","2","Medicina","Cajazeiras","Não","Algumas","Razoável","Não mudou","Pior","Não afetou","Raramente","Sim","Sim","Boa","Razoável","Mais exigentes","Muito maior","Não sei/Não quero responder","Péssima","Excelente"
"633","2020/11/05 11:21:43 AM GMT-3","1","Medicina","Cajazeiras","Não","Algumas","Razoável","Não mudou","Melhor","Melhor","Frequentemente","Não","Sim","Razoável","Insuficiente","Mais exigentes","Muito maior","Sim","Regular","Regular"
"634","2020/11/05 11:22:11 AM GMT-3","1","Medicina","Cajazeiras","Não","Algumas","Razoável","Piorou","Pior","Pior","Frequentemente","Sim","Sim","Razoável","Insuficiente","Não sei/Não quero responder","Maior","Sim","Ruim","Regular"
"636","2020/11/05 11:24:12 AM GMT-3","2","Medicina","Cajazeiras","Não sei/Não quero responder","Algumas","Ruim","Piorou","Pior","Pior","Frequentemente","Sim","Sim","Boa","Não sei/Não quero responder","Não sei/Não quero responder","Menor","Não sei/Não quero responder","Ruim","Excelente"
"640","2020/11/05 11:29:28 AM GMT-3","1","Medicina","Cajazeiras","Sim","Algumas","Razoável","Não mudou","Pior","Não afetou","Raramente","Sim","Sim","Razoável","Insuficiente","Não sei/Não quero responder","Não sei/Não quero responder","Não","Regular","Regular"
"647","2020/11/05 11:43:46 AM GMT-3","2","Medicina","Cajazeiras","Não sei/Não quero responder","Nenhuma","Ruim","Piorou","Pior","Pior","Frequentemente","Não sei/Não quero responder","Sim","Péssima","Insuficiente","Menos exigentes","Maior","Não sei/Não quero responder","Péssima","Bom"
"665","2020/11/05 12:12:00 PM GMT-3","5","Medicina","Campina Grande","Sim","Algumas","Péssimo","Piorou","Pior","Pior","Raramente","Sim","Sim","Razoável","Inexistente","Mais exigentes","Muito maior","Sim","Péssima","Ruim"
"669","2020/11/05 12:20:58 PM GMT-3","6","Medicina","Cajazeiras","Sim","Todas","Ruim","Piorou","Pior","Não afetou","Raramente","Sim","Nao","Razoável","Razoável","Tão exigentes quanto","Igual","Não","Péssima","Regular"
"671","2020/11/05 12:23:18 PM GMT-3","5","Medicina","Campina Grande","Sim","Todas","Bom","Melhorou","Igual","Não afetou","Raramente","Sim","Nao","Razoável","Bom","Mais exigentes","Muito maior","Não","Péssima","Péssimo"
"672","2020/11/05 12:24:05 PM GMT-3","1","Medicina","Cajazeiras","Sim","Todas","Péssimo","Piorou","Pior","Pior","Frequentemente","Sim","Sim","Ruim","Insuficiente","Mais exigentes","Muito maior","Sim","Ruim","Ruim"
"711","2020/11/05 12:54:36 PM GMT-3","3","Medicina","Cajazeiras","Sim","Todas","Razoável","Piorou","Pior","Pior","Frequentemente","Sim","Sim","Boa","Bom","Menos exigentes","Menor","Não","Ruim","Bom"
"754","2020/11/05 1:13:06 PM GMT-3","1","Medicina","Cajazeiras","Sim","Todas","Razoável","Não mudou","Melhor","Pior","Frequentemente","Não","Sim","Ruim","Inexistente","Não sei/Não quero responder","Maior","Sim","Regular","Regular"
"777","2020/11/05 1:30:52 PM GMT-3","2","Medicina","Campina Grande","Sim","Algumas","Ruim","Piorou","Pior","Não afetou","Frequentemente","Não sei/Não quero responder","Sim","Razoável","Razoável","Mais exigentes","Muito maior","Sim","Péssima","Bom"
"836","2020/11/05 2:37:08 PM GMT-3","3","Medicina","Campina Grande","Não","Algumas","Péssimo","Piorou","Pior","Pior","Frequentemente","Sim","Sim","Razoável","Razoável","Mais exigentes","Muito maior","Sim","Péssima","Ruim"
"900","2020/11/05 2:59:03 PM GMT-3","5","Medicina","Campina Grande","Não","Algumas","Péssimo","Piorou","Pior","Pior","Raramente","Sim","Nao","Ruim","Razoável","Tão exigentes quanto","Muito maior","Sim","Péssima","Péssimo"
"985","2020/11/05 3:14:20 PM GMT-3","1","Medicina","Campina Grande","Não","Algumas","Ruim","Piorou","Pior","Pior","Raramente","Sim","Sim","Razoável","Insuficiente","Não sei/Não quero responder","Não sei/Não quero responder","Não sei/Não quero responder","Ruim","Péssimo"
"992","2020/11/05 3:17:11 PM GMT-3","5","Medicina","Campina Grande","Não sei/Não quero responder","Algumas","Péssimo","Piorou","Pior","Pior","Frequentemente","Não","Sim","Péssima","Inexistente","Menos exigentes","Muito maior","Sim","Péssima","Ruim"
"1056","2020/11/05 3:47:59 PM GMT-3","4","Medicina","Campina Grande","Sim","Algumas","Bom","Piorou","Pior","Pior","Raramente","Sim","Sim","Boa","Insuficiente","Menos exigentes","Igual","Não","Ruim","Bom"
"1116","2020/11/05 4:20:43 PM GMT-3","6","Medicina","Campina Grande","Sim","Todas","Razoável","Melhorou","Igual","Não afetou","Raramente","Não","Nao","Boa","Razoável","Mais exigentes","Maior","Sim","Péssima","Péssimo"
"1120","2020/11/05 4:25:06 PM GMT-3","6","Medicina","Campina Grande","Sim","Algumas","Bom","Não sei/Não quero responder","Não sei/Não quero responder","Pior","Raramente","Sim","Não sei/Não quero responder","Boa","Não sei/Não quero responder","Mais exigentes","Maior","Não sei/Não quero responder","Regular","Bom"
"1173","2020/11/05 5:36:15 PM GMT-3","7","Medicina","Campina Grande","Não","Algumas","Ruim","Não mudou","Pior","Não afetou","Raramente","Não","Sim","Ruim","Razoável","Tão exigentes quanto","Maior","Não","Péssima","Péssimo"
"1211","2020/11/05 7:31:33 PM GMT-3","1","Medicina","Cajazeiras","Sim","Algumas","Razoável","Piorou","Pior","Não afetou","Raramente","Sim","Não passo por essas dificuldades","Boa","Insuficiente","Menos exigentes","Não sei/Não quero responder","Não","Ruim","Regular"
"1241","2020/11/05 10:34:16 PM GMT-3","5","Medicina","Campina Grande","Sim","Algumas","Razoável","Piorou","Pior","Pior","Raramente","Não sei/Não quero responder","Sim","Razoável","Razoável","Mais exigentes","Maior","Não","Péssima","Péssimo"
"1314","2020/11/06 8:15:59 AM GMT-3","4","Medicina","Cajazeiras","Não","Algumas","Razoável","Melhorou","Igual","Pior","Raramente","Não","Sim","Razoável","Inexistente","Tão exigentes quanto","Igual","Não","Péssima","Péssimo"
"1353","2020/11/06 9:07:00 AM GMT-3","2","Medicina","Campina Grande","Não","Algumas","Ruim","Não mudou","Pior","Pior","Raramente","Sim","Sim","Razoável","Bom","Mais exigentes","Muito maior","Sim","Ruim","Ruim"
"1370","2020/11/06 9:24:57 AM GMT-3","1","Medicina","Cajazeiras","Não","Algumas","Péssimo","Piorou","Pior","Pior","Frequentemente","Não sei/Não quero responder","Sim","Não sei/Não quero responder","Insuficiente","Mais exigentes","Muito maior","Sim","Péssima","Não sei/Não quero responder"
"1472","2020/11/06 12:00:31 PM GMT-3","7","Medicina","Campina Grande","Sim","Algumas","Excelente","Melhorou","Melhor","Melhor","Raramente","Sim","Não passo por essas dificuldades","Razoável","Razoável","Tão exigentes quanto","Maior","Não","Péssima","Ruim"
"1521","2020/11/06 7:44:07 PM GMT-3","6","Medicina","Campina Grande","Sim","Todas","Ruim","Piorou","Pior","Não afetou","Frequentemente","Não","Não sei/Não quero responder","Razoável","Insuficiente","Tão exigentes quanto","Igual","Não","Péssima","Péssimo"
