"","data","Período","Curso","Campus","Você.acredita.que.as.vagas.ofertadas.no.RAE.foram.suficientes.","Com.relação.às.disciplinas.que.queria.cursar..você.conseguiu.se.matricular.em.","No.geral..você.acha.o.RAE.","Você.acredita.que.o.seu.desempenho.no.RAE..em.comparação.com.o.presencial.","Na.sua.opinião..a.qualidade.do.ensino.no.RAE..em.comparação.com.o.presencial..é.","Você.acredita.que.o.RAE.afetou.sua.saúde.mental.para.","No.que.diz.respeito.a.dificuldades.técnicas..queda.de.internet.ou.energia..indisponibilidade.de.equipamento.etc...você.passa.por.elas.","Na.sua.opinião..os.professores.são.tolerantes.com.imprevistos.que.impossibilitem.a.realização.de.atividades.","No.geral..você.acha.que.essas.dificuldades.prejudicam.o.seu.desempenho.","Em.geral..você.acha.que.a.atuação.dos.professores.no.RAE.é.está.sendo.","Na.sua.experiência..o.atendimento.individual.dos.professores.aos.alunos.está.sendo.","Na.sua.opinião..em.comparação.com.o.regime.presencial..no.RAE.os.professores.estão.","No.geral..em.comparação.com.o.regime.presencial..você.acha.que.o.volume.de.atividades.exigidas.no.RAE.é.","Você.julga.esse.volume.de.atividades.abusivo.","Como.você.avalia.a.atuação.da.UFCG.diante.da.pandemia.","Como.você.avalia.o.desempenho.da.coordenação.do.seu.curso.no.atendimento.e.suporte.aos.estudantes.no.RAE."
"64","2020/10/27 9:39:10 AM GMT-3","10","Engenharia Elétrica","Campina Grande","Sim","Todas","Excelente","Não mudou","Igual","Não afetou","Nunca","Não sei/Não quero responder","Não passo por essas dificuldades","Boa","Bom","Menos exigentes","Igual","Sim","Excelente","Excelente"
"65","2020/10/27 9:39:30 AM GMT-3","1","Engenharia Elétrica","Campina Grande","Não","Algumas","Ruim","Piorou","Pior","Pior","Frequentemente","Não","Sim","Razoável","Insuficiente","Tão exigentes quanto","Muito maior","Sim","Ruim","Bom"
"66","2020/10/27 9:42:18 AM GMT-3","9","Engenharia Elétrica","Campina Grande","Não","Algumas","Bom","Melhorou","Igual","Melhor","Nunca","Sim","Não passo por essas dificuldades","Boa","Bom","Menos exigentes","Igual","Não","Boa","Bom"
"67","2020/10/27 9:43:53 AM GMT-3","8","Engenharia Elétrica","Campina Grande","Não","Algumas","Bom","Piorou","Pior","Pior","Raramente","Sim","Sim","Boa","Razoável","Mais exigentes","Muito maior","Não","Boa","Excelente"
"73","2020/10/27 9:47:33 AM GMT-3","5","Engenharia Elétrica","Campina Grande","Sim","Todas","Ruim","Não mudou","Pior","Não afetou","Raramente","Sim","Sim","Ruim","Não sei/Não quero responder","Tão exigentes quanto","Maior","Sim","Ruim","Bom"
"75","2020/10/27 9:48:09 AM GMT-3","5","Engenharia Elétrica","Campina Grande","Não","Algumas","Ruim","Piorou","Pior","Pior","Frequentemente","Não","Sim","Boa","Inexistente","Mais exigentes","Muito maior","Não sei/Não quero responder","Boa","Excelente"
"77","2020/10/27 9:48:51 AM GMT-3","10","Engenharia Elétrica","Campina Grande","Sim","Todas","Bom","Não mudou","Pior","Pior","Raramente","Não","Sim","Boa","Insuficiente","Mais exigentes","Muito maior","Sim","Regular","Bom"
"83","2020/10/27 9:53:21 AM GMT-3","6","Engenharia Elétrica","Campina Grande","Sim","Todas","Razoável","Não mudou","Pior","Pior","Raramente","Não","Sim","Péssima","Insuficiente","Mais exigentes","Muito maior","Sim","Boa","Excelente"
"86","2020/10/27 9:59:54 AM GMT-3","4","Engenharia Elétrica","Campina Grande","Não","Algumas","Péssimo","Piorou","Pior","Pior","Raramente","Não","Sim","Ruim","Razoável","Mais exigentes","Muito maior","Sim","Ruim","Regular"
"87","2020/10/27 10:01:51 AM GMT-3","8","Engenharia Elétrica","Campina Grande","Não","Algumas","Razoável","Não mudou","Igual","Não afetou","Raramente","Sim","Sim","Razoável","Insuficiente","Mais exigentes","Muito maior","Sim","Péssima","Regular"
"89","2020/10/27 10:04:15 AM GMT-3","5","Engenharia Elétrica","Campina Grande","Não","Algumas","Bom","Não mudou","Igual","Não afetou","Raramente","Não","Sim","Boa","Bom","Tão exigentes quanto","Maior","Não sei/Não quero responder","Boa","Excelente"
"90","2020/10/27 10:06:50 AM GMT-3","5","Engenharia Elétrica","Campina Grande","Não","Algumas","Ruim","Melhorou","Não sei/Não quero responder","Pior","Frequentemente","Não","Sim","Razoável","Insuficiente","Mais exigentes","Muito maior","Sim","Não sei/Não quero responder","Não sei/Não quero responder"
"92","2020/10/27 10:10:19 AM GMT-3","5","Engenharia Elétrica","Campina Grande","Não","Todas","Razoável","Não mudou","Pior","Pior","Raramente","Não","Não passo por essas dificuldades","Ruim","Insuficiente","Mais exigentes","Muito maior","Sim","Ruim","Regular"
"94","2020/10/27 10:11:51 AM GMT-3","9","Engenharia Elétrica","Campina Grande","Sim","Algumas","Razoável","Piorou","Pior","Pior","Raramente","Não","Sim","Razoável","Razoável","Mais exigentes","Muito maior","Sim","Regular","Excelente"
"95","2020/10/27 10:12:46 AM GMT-3","5","Engenharia Elétrica","Campina Grande","Não","Algumas","Bom","Não mudou","Pior","Pior","Raramente","Sim","Sim","Razoável","Insuficiente","Mais exigentes","Muito maior","Sim","Regular","Bom"
"96","2020/10/27 10:14:18 AM GMT-3","4","Engenharia Elétrica","Campina Grande","Não","Todas","Razoável","Piorou","Pior","Pior","Raramente","Não sei/Não quero responder","Sim","Razoável","Razoável","Mais exigentes","Muito maior","Não sei/Não quero responder","Ruim","Bom"
"97","2020/10/27 10:17:07 AM GMT-3","4","Engenharia Elétrica","Campina Grande","Não sei/Não quero responder","Todas","Ruim","Piorou","Pior","Pior","Raramente","Sim","Não sei/Não quero responder","Razoável","Inexistente","Mais exigentes","Muito maior","Sim","Péssima","Bom"
"99","2020/10/27 10:21:49 AM GMT-3","8","Engenharia Elétrica","Campina Grande","Não","Algumas","Razoável","Não mudou","Pior","Pior","Raramente","Não sei/Não quero responder","Sim","Razoável","Razoável","Mais exigentes","Maior","Sim","Boa","Bom"
"100","2020/10/27 10:22:41 AM GMT-3","8","Engenharia Elétrica","Campina Grande","Não sei/Não quero responder","Algumas","Ruim","Piorou","Pior","Pior","Raramente","Sim","Nao","Ruim","Insuficiente","Mais exigentes","Muito maior","Sim","Regular","Ruim"
"102","2020/10/27 10:26:40 AM GMT-3","5","Engenharia Elétrica","Campina Grande","Não sei/Não quero responder","Todas","Razoável","Não mudou","Pior","Não afetou","Frequentemente","Não","Sim","Razoável","Insuficiente","Tão exigentes quanto","Muito maior","Sim","Regular","Não sei/Não quero responder"
"103","2020/10/27 10:31:26 AM GMT-3","8","Engenharia Elétrica","Campina Grande","Sim","Algumas","Razoável","Melhorou","Melhor","Não afetou","Raramente","Sim","Não sei/Não quero responder","Boa","Bom","Tão exigentes quanto","Maior","Não sei/Não quero responder","Não sei/Não quero responder","Bom"
"104","2020/10/27 10:39:06 AM GMT-3","9","Engenharia Elétrica","Campina Grande","Sim","Algumas","Razoável","Não mudou","Pior","Não afetou","Raramente","Não","Sim","Razoável","Não sei/Não quero responder","Menos exigentes","Maior","Não","Ruim","Bom"
"107","2020/10/27 10:43:45 AM GMT-3","5","Engenharia Elétrica","Campina Grande","Não","Algumas","Bom","Piorou","Igual","Melhor","Nunca","Não","Não passo por essas dificuldades","Razoável","Razoável","Mais exigentes","Maior","Não","Péssima","Excelente"
"112","2020/10/27 10:54:59 AM GMT-3","9","Engenharia Elétrica","Campina Grande","Não","Todas","Bom","Não mudou","Pior","Melhor","Raramente","Sim","Nao","Excelente","Bom","Não sei/Não quero responder","Maior","Sim","Péssima","Regular"
"128","2020/10/27 11:10:39 AM GMT-3","3","Engenharia Elétrica","Campina Grande","Não","Algumas","Bom","Melhorou","Melhor","Não afetou","Raramente","Sim","Nao","Boa","Bom","Menos exigentes","Igual","Não","Boa","Excelente"
"139","2020/10/27 11:26:37 AM GMT-3","3","Engenharia Elétrica","Campina Grande","Não","Algumas","Bom","Melhorou","Igual","Pior","Raramente","Não","Sim","Razoável","Insuficiente","Tão exigentes quanto","Muito maior","Sim","Regular","Ruim"
"140","2020/10/27 11:26:52 AM GMT-3","4","Engenharia Elétrica","Campina Grande","Não","Algumas","Péssimo","Piorou","Pior","Pior","Raramente","Não","Sim","Péssima","Inexistente","Mais exigentes","Muito maior","Sim","Péssima","Bom"
"143","2020/10/27 11:28:28 AM GMT-3","9","Engenharia Elétrica","Campina Grande","Sim","Todas","Bom","Não mudou","Pior","Não afetou","Nunca","Sim","Não passo por essas dificuldades","Boa","Bom","Tão exigentes quanto","Maior","Não sei/Não quero responder","Regular","Excelente"
"144","2020/10/27 11:29:20 AM GMT-3","10","Engenharia Elétrica","Campina Grande","Sim","Todas","Bom","Não mudou","Igual","Não afetou","Raramente","Sim","Nao","Excelente","Bom","Tão exigentes quanto","Igual","Não","Ruim","Não sei/Não quero responder"
"148","2020/10/27 11:34:13 AM GMT-3","1","Engenharia Elétrica","Campina Grande","Não","Algumas","Razoável","Não sei/Não quero responder","Pior","Não afetou","Frequentemente","Sim","Sim","Boa","Razoável","Menos exigentes","Igual","Não","Regular","Bom"
"150","2020/10/27 11:38:40 AM GMT-3","8","Engenharia Elétrica","Campina Grande","Não","Algumas","Bom","Não mudou","Pior","Pior","Raramente","Sim","Sim","Boa","Bom","Tão exigentes quanto","Muito maior","Não sei/Não quero responder","Regular","Bom"
"157","2020/10/27 11:54:30 AM GMT-3","3","Engenharia Elétrica","Campina Grande","Não","Algumas","Péssimo","Piorou","Pior","Pior","Raramente","Sim","Sim","Péssima","Insuficiente","Mais exigentes","Muito maior","Sim","Péssima","Bom"
"162","2020/10/27 12:04:44 PM GMT-3","3","Engenharia Elétrica","Campina Grande","Sim","Algumas","Péssimo","Piorou","Pior","Pior","Raramente","Não","Sim","Péssima","Inexistente","Mais exigentes","Muito maior","Sim","Péssima","Não sei/Não quero responder"
"163","2020/10/27 12:05:10 PM GMT-3","9","Engenharia Elétrica","Campina Grande","Não","Algumas","Razoável","Não mudou","Igual","Pior","Nunca","Sim","Não passo por essas dificuldades","Ruim","Razoável","Tão exigentes quanto","Muito maior","Não sei/Não quero responder","Péssima","Ruim"
"164","2020/10/27 12:26:29 PM GMT-3","3","Engenharia Elétrica","Campina Grande","Não","Algumas","Ruim","Piorou","Pior","Pior","Raramente","Não","Sim","Ruim","Inexistente","Tão exigentes quanto","Muito maior","Sim","Ruim","Bom"
"169","2020/10/27 12:35:33 PM GMT-3","5","Engenharia Elétrica","Campina Grande","Não","Algumas","Razoável","Não mudou","Pior","Pior","Raramente","Não","Sim","Razoável","Insuficiente","Mais exigentes","Muito maior","Sim","Ruim","Regular"
"170","2020/10/27 12:38:06 PM GMT-3","10","Engenharia Elétrica","Campina Grande","Sim","Todas","Bom","Melhorou","Igual","Melhor","Raramente","Sim","Nao","Boa","Razoável","Tão exigentes quanto","Maior","Não sei/Não quero responder","Boa","Excelente"
"174","2020/10/27 12:43:14 PM GMT-3","4","Engenharia Elétrica","Campina Grande","Não","Algumas","Razoável","Não mudou","Pior","Pior","Raramente","Não","Sim","Razoável","Inexistente","Mais exigentes","Muito maior","Sim","Regular","Bom"
"176","2020/10/27 1:12:20 PM GMT-3","7","Engenharia Elétrica","Campina Grande","Sim","Todas","Ruim","Piorou","Igual","Pior","Raramente","Não","Não passo por essas dificuldades","Excelente","Bom","Tão exigentes quanto","Maior","Sim","Ruim","Excelente"
"178","2020/10/27 1:18:21 PM GMT-3","1","Engenharia Elétrica","Campina Grande","Não","Algumas","Razoável","Não mudou","Pior","Não afetou","Raramente","Sim","Sim","Razoável","Razoável","Tão exigentes quanto","Igual","Não","Regular","Bom"
"182","2020/10/27 1:35:27 PM GMT-3","7","Engenharia Elétrica","Campina Grande","Não","Algumas","Razoável","Não sei/Não quero responder","Pior","Não afetou","Frequentemente","Não sei/Não quero responder","Sim","Boa","Insuficiente","Menos exigentes","Muito maior","Sim","Boa","Excelente"
"209","2020/10/27 2:53:47 PM GMT-3","10","Engenharia Elétrica","Campina Grande","Sim","Todas","Bom","Piorou","Melhor","Pior","Raramente","Sim","Não passo por essas dificuldades","Razoável","Razoável","Mais exigentes","Muito maior","Sim","Regular","Excelente"
"215","2020/10/27 3:38:49 PM GMT-3","10","Engenharia Elétrica","Campina Grande","Não sei/Não quero responder","Todas","Bom","Melhorou","Igual","Pior","Raramente","Não","Não passo por essas dificuldades","Razoável","Bom","Tão exigentes quanto","Maior","Não","Péssima","Excelente"
"221","2020/10/27 4:43:54 PM GMT-3","6","Engenharia Elétrica","Campina Grande","Não","Algumas","Excelente","Melhorou","Melhor","Não afetou","Frequentemente","Não sei/Não quero responder","Nao","Boa","Razoável","Mais exigentes","Muito maior","Sim","Regular","Excelente"
"230","2020/10/27 6:22:08 PM GMT-3","8","Engenharia Elétrica","Campina Grande","Sim","Algumas","Razoável","Piorou","Pior","Não afetou","Raramente","Sim","Sim","Boa","Insuficiente","Tão exigentes quanto","Muito maior","Sim","Regular","Excelente"
"245","2020/10/27 11:11:38 PM GMT-3","6","Engenharia Elétrica","Campina Grande","Não","Todas","Péssimo","Piorou","Pior","Pior","Raramente","Sim","Não passo por essas dificuldades","Razoável","Insuficiente","Menos exigentes","Muito maior","Sim","Péssima","Excelente"
"252","2020/10/28 8:46:47 AM GMT-3","10","Engenharia Elétrica","Campina Grande","Não","Todas","Excelente","Melhorou","Pior","Não afetou","Raramente","Não","Sim","Razoável","Insuficiente","Mais exigentes","Muito maior","Sim","Boa","Excelente"
"256","2020/10/28 10:02:03 AM GMT-3","8","Engenharia Elétrica","Campina Grande","Não","Algumas","Bom","Não mudou","Pior","Não sei/Não quero responder","Raramente","Não","Sim","Boa","Bom","Tão exigentes quanto","Igual","Não","Regular","Regular"
"257","2020/10/28 10:37:49 AM GMT-3","5","Engenharia Elétrica","Campina Grande","Não","Nenhuma","Péssimo","Piorou","Pior","Pior","Raramente","Não","Sim","Péssima","Inexistente","Mais exigentes","Muito maior","Sim","Péssima","Ruim"
"283","2020/10/28 12:45:37 PM GMT-3","3","Engenharia Elétrica","Campina Grande","Não","Algumas","Péssimo","Piorou","Pior","Pior","Frequentemente","Não","Sim","Péssima","Insuficiente","Mais exigentes","Muito maior","Sim","Péssima","Bom"
