"","data","Período","Curso","Campus","Você.acredita.que.as.vagas.ofertadas.no.RAE.foram.suficientes.","Com.relação.às.disciplinas.que.queria.cursar..você.conseguiu.se.matricular.em.","No.geral..você.acha.o.RAE.","Você.acredita.que.o.seu.desempenho.no.RAE..em.comparação.com.o.presencial.","Na.sua.opinião..a.qualidade.do.ensino.no.RAE..em.comparação.com.o.presencial..é.","Você.acredita.que.o.RAE.afetou.sua.saúde.mental.para.","No.que.diz.respeito.a.dificuldades.técnicas..queda.de.internet.ou.energia..indisponibilidade.de.equipamento.etc...você.passa.por.elas.","Na.sua.opinião..os.professores.são.tolerantes.com.imprevistos.que.impossibilitem.a.realização.de.atividades.","No.geral..você.acha.que.essas.dificuldades.prejudicam.o.seu.desempenho.","Em.geral..você.acha.que.a.atuação.dos.professores.no.RAE.é.está.sendo.","Na.sua.experiência..o.atendimento.individual.dos.professores.aos.alunos.está.sendo.","Na.sua.opinião..em.comparação.com.o.regime.presencial..no.RAE.os.professores.estão.","No.geral..em.comparação.com.o.regime.presencial..você.acha.que.o.volume.de.atividades.exigidas.no.RAE.é.","Você.julga.esse.volume.de.atividades.abusivo.","Como.você.avalia.a.atuação.da.UFCG.diante.da.pandemia.","Como.você.avalia.o.desempenho.da.coordenação.do.seu.curso.no.atendimento.e.suporte.aos.estudantes.no.RAE."
"272","2020/10/28 11:19:02 AM GMT-3","5","Engenharia de Petróleo","Campina Grande","Não","Algumas","Razoável","Não mudou","Melhor","Não afetou","Raramente","Não","Sim","Ruim","Insuficiente","Mais exigentes","Maior","Não","Boa","Excelente"
"273","2020/10/28 11:21:34 AM GMT-3","1","Engenharia de Petróleo","Campina Grande","Não sei/Não quero responder","Algumas","Bom","Melhorou","Melhor","Não afetou","Raramente","Sim","Sim","Boa","Razoável","Mais exigentes","Maior","Sim","Regular","Bom"
"274","2020/10/28 11:31:15 AM GMT-3","3","Engenharia de Petróleo","Campina Grande","Não","Algumas","Razoável","Não sei/Não quero responder","Pior","Pior","Frequentemente","Sim","Sim","Razoável","Razoável","Mais exigentes","Muito maior","Sim","Péssima","Regular"
"275","2020/10/28 11:32:54 AM GMT-3","7","Engenharia de Petróleo","Campina Grande","Não","Algumas","Razoável","Não sei/Não quero responder","Igual","Não afetou","Frequentemente","Não","Sim","Razoável","Razoável","Mais exigentes","Maior","Sim","Péssima","Bom"
"276","2020/10/28 11:34:04 AM GMT-3","1","Engenharia de Petróleo","Campina Grande","Não","Algumas","Razoável","Piorou","Pior","Não afetou","Nunca","Sim","Não passo por essas dificuldades","Razoável","Razoável","Menos exigentes","Igual","Não","Ruim","Bom"
"277","2020/10/28 11:35:57 AM GMT-3","1","Engenharia de Petróleo","Campina Grande","Não","Algumas","Bom","Não mudou","Pior","Não afetou","Raramente","Sim","Nao","Razoável","Razoável","Não sei/Não quero responder","Não sei/Não quero responder","Não","Regular","Bom"
"278","2020/10/28 11:36:25 AM GMT-3","3","Engenharia de Petróleo","Campina Grande","Não","Algumas","Razoável","Não sei/Não quero responder","Pior","Não afetou","Raramente","Não","Sim","Razoável","Insuficiente","Tão exigentes quanto","Maior","Não sei/Não quero responder","Regular","Regular"
"279","2020/10/28 11:54:54 AM GMT-3","7","Engenharia de Petróleo","Campina Grande","Não","Algumas","Razoável","Melhorou","Igual","Pior","Frequentemente","Não","Sim","Boa","Razoável","Mais exigentes","Muito maior","Sim","Ruim","Regular"
"281","2020/10/28 12:27:38 PM GMT-3","8","Engenharia de Petróleo","Campina Grande","Não","Algumas","Razoável","Não mudou","Pior","Pior","Nunca","Não","Sim","Razoável","Não sei/Não quero responder","Não sei/Não quero responder","Maior","Não","Regular","Excelente"
"282","2020/10/28 12:38:05 PM GMT-3","9","Engenharia de Petróleo","Campina Grande","Sim","Todas","Ruim","Piorou","Igual","Pior","Frequentemente","Sim","Sim","Excelente","Bom","Tão exigentes quanto","Maior","Sim","Ruim","Excelente"
"284","2020/10/28 12:46:36 PM GMT-3","5","Engenharia de Petróleo","Campina Grande","Não","Algumas","Razoável","Piorou","Pior","Pior","Frequentemente","Não","Sim","Razoável","Insuficiente","Mais exigentes","Muito maior","Sim","Péssima","Regular"
"285","2020/10/28 12:47:54 PM GMT-3","1","Engenharia de Petróleo","Campina Grande","Não","Nenhuma","Não sei/Não quero responder","Não sei/Não quero responder","Não sei/Não quero responder","Não sei/Não quero responder","Raramente","Não sei/Não quero responder","Sim","Não sei/Não quero responder","Não sei/Não quero responder","Não sei/Não quero responder","Não sei/Não quero responder","Não sei/Não quero responder","Boa","Não sei/Não quero responder"
"286","2020/10/28 1:31:38 PM GMT-3","1","Engenharia de Petróleo","Campina Grande","Não","Algumas","Razoável","Piorou","Pior","Pior","Raramente","Sim","Sim","Razoável","Razoável","Não sei/Não quero responder","Igual","Não sei/Não quero responder","Não sei/Não quero responder","Não sei/Não quero responder"
"287","2020/10/28 1:58:30 PM GMT-3","8","Engenharia de Petróleo","Campina Grande","Não","Nenhuma","Razoável","Não sei/Não quero responder","Não sei/Não quero responder","Pior","Raramente","Não","Não sei/Não quero responder","Ruim","Insuficiente","Mais exigentes","Muito maior","Sim","Ruim","Regular"
"288","2020/10/28 1:59:55 PM GMT-3","3","Engenharia de Petróleo","Campina Grande","Não","Algumas","Razoável","Não mudou","Igual","Não afetou","Raramente","Não","Sim","Razoável","Inexistente","Mais exigentes","Muito maior","Sim","Ruim","Bom"
"290","2020/10/28 3:05:11 PM GMT-3","3","Engenharia de Petróleo","Campina Grande","Não","Nenhuma","Ruim","Piorou","Pior","Não afetou","Frequentemente","Não","Sim","Razoável","Razoável","Tão exigentes quanto","Igual","Não sei/Não quero responder","Regular","Excelente"
"291","2020/10/28 3:23:38 PM GMT-3","1","Engenharia de Petróleo","Campina Grande","Não","Algumas","Bom","Não mudou","Igual","Não afetou","Frequentemente","Não","Sim","Boa","Razoável","Menos exigentes","Igual","Não","Regular","Regular"
"293","2020/10/28 4:09:53 PM GMT-3","7","Engenharia de Petróleo","Campina Grande","Não","Algumas","Razoável","Não mudou","Igual","Pior","Raramente","Sim","Sim","Excelente","Bom","Menos exigentes","Igual","Não sei/Não quero responder","Regular","Excelente"
"295","2020/10/28 6:04:39 PM GMT-3","8","Engenharia de Petróleo","Campina Grande","Sim","Todas","Excelente","Melhorou","Igual","Não afetou","Raramente","Sim","Nao","Excelente","Excelente","Tão exigentes quanto","Igual","Não","Regular","Bom"
"297","2020/10/28 7:17:42 PM GMT-3","7","Engenharia de Petróleo","Campina Grande","Não","Algumas","Razoável","Não mudou","Pior","Pior","Raramente","Não","Sim","Razoável","Bom","Mais exigentes","Muito maior","Sim","Ruim","Regular"
"300","2020/10/28 11:25:06 PM GMT-3","8","Engenharia de Petróleo","Campina Grande","Não","Algumas","Ruim","Piorou","Pior","Pior","Raramente","Não","Sim","Ruim","Insuficiente","Mais exigentes","Muito maior","Sim","Péssima","Regular"
"301","2020/10/29 6:28:28 AM GMT-3","1","Engenharia de Petróleo","Campina Grande","Não","Algumas","Não sei/Não quero responder","Não sei/Não quero responder","Não sei/Não quero responder","Não afetou","Frequentemente","Sim","Nao","Razoável","Não sei/Não quero responder","Mais exigentes","Maior","Não","Regular","Regular"
"302","2020/10/29 8:29:12 AM GMT-3","9","Engenharia de Petróleo","Campina Grande","Sim","Todas","Ruim","Não mudou","Pior","Não afetou","Raramente","Sim","Sim","Razoável","Insuficiente","Mais exigentes","Muito maior","Sim","Péssima","Bom"
"305","2020/10/29 9:33:29 AM GMT-3","9","Engenharia de Petróleo","Campina Grande","Não","Todas","Razoável","Melhorou","Pior","Não afetou","Raramente","Sim","Não passo por essas dificuldades","Ruim","Razoável","Menos exigentes","Muito maior","Sim","Péssima","Bom"
"306","2020/10/29 9:39:25 AM GMT-3","7","Engenharia de Petróleo","Campina Grande","Não sei/Não quero responder","Algumas","Razoável","Piorou","Pior","Pior","Nunca","Não","Não passo por essas dificuldades","Ruim","Razoável","Mais exigentes","Maior","Não sei/Não quero responder","Regular","Bom"
"327","2020/10/29 4:20:53 PM GMT-3","1","Engenharia de Petróleo","Campina Grande","Sim","Todas","Ruim","Piorou","Pior","Não afetou","Raramente","Sim","Sim","Razoável","Inexistente","Não sei/Não quero responder","Muito maior","Sim","Regular","Excelente"
"393","2020/11/02 6:05:01 PM GMT-3","3","Engenharia de Petróleo","Campina Grande","Não","Algumas","Ruim","Piorou","Pior","Pior","Raramente","Não","Sim","Ruim","Bom","Mais exigentes","Muito maior","Sim","Ruim","Bom"
