"","data","Período","Curso","Campus","Você.acredita.que.as.vagas.ofertadas.no.RAE.foram.suficientes.","Com.relação.às.disciplinas.que.queria.cursar..você.conseguiu.se.matricular.em.","No.geral..você.acha.o.RAE.","Você.acredita.que.o.seu.desempenho.no.RAE..em.comparação.com.o.presencial.","Na.sua.opinião..a.qualidade.do.ensino.no.RAE..em.comparação.com.o.presencial..é.","Você.acredita.que.o.RAE.afetou.sua.saúde.mental.para.","No.que.diz.respeito.a.dificuldades.técnicas..queda.de.internet.ou.energia..indisponibilidade.de.equipamento.etc...você.passa.por.elas.","Na.sua.opinião..os.professores.são.tolerantes.com.imprevistos.que.impossibilitem.a.realização.de.atividades.","No.geral..você.acha.que.essas.dificuldades.prejudicam.o.seu.desempenho.","Em.geral..você.acha.que.a.atuação.dos.professores.no.RAE.é.está.sendo.","Na.sua.experiência..o.atendimento.individual.dos.professores.aos.alunos.está.sendo.","Na.sua.opinião..em.comparação.com.o.regime.presencial..no.RAE.os.professores.estão.","No.geral..em.comparação.com.o.regime.presencial..você.acha.que.o.volume.de.atividades.exigidas.no.RAE.é.","Você.julga.esse.volume.de.atividades.abusivo.","Como.você.avalia.a.atuação.da.UFCG.diante.da.pandemia.","Como.você.avalia.o.desempenho.da.coordenação.do.seu.curso.no.atendimento.e.suporte.aos.estudantes.no.RAE."
"676","2020/11/05 12:35:37 PM GMT-3","3","Engenharia Civil","Pombal","Sim","Todas","Razoável","Piorou","Pior","Pior","Frequentemente","Sim","Sim","Razoável","Insuficiente","Mais exigentes","Muito maior","Sim","Boa","Excelente"
"679","2020/11/05 12:39:37 PM GMT-3","8","Engenharia Civil","Pombal","Não","Algumas","Excelente","Melhorou","Melhor","Melhor","Raramente","Não","Nao","Boa","Inexistente","Mais exigentes","Muito maior","Sim","Boa","Excelente"
"681","2020/11/05 12:45:57 PM GMT-3","4","Engenharia Civil","Pombal","Não","Todas","Ruim","Não mudou","Pior","Pior","Frequentemente","Não","Sim","Razoável","Insuficiente","Mais exigentes","Muito maior","Sim","Ruim","Excelente"
"684","2020/11/05 12:49:25 PM GMT-3","7","Engenharia Civil","Pombal","Não","Algumas","Razoável","Piorou","Pior","Pior","Raramente","Sim","Não passo por essas dificuldades","Razoável","Excelente","Tão exigentes quanto","Maior","Não sei/Não quero responder","Regular","Excelente"
"685","2020/11/05 12:50:00 PM GMT-3","8","Engenharia Civil","Pombal","Não","Algumas","Ruim","Piorou","Pior","Pior","Frequentemente","Sim","Sim","Razoável","Insuficiente","Não sei/Não quero responder","Maior","Sim","Péssima","Excelente"
"686","2020/11/05 12:50:03 PM GMT-3","5","Engenharia Civil","Pombal","Não","Algumas","Péssimo","Piorou","Pior","Pior","Nunca","Sim","Sim","Razoável","Bom","Tão exigentes quanto","Igual","Não","Péssima","Regular"
"688","2020/11/05 12:50:34 PM GMT-3","3","Engenharia Civil","Pombal","Sim","Todas","Razoável","Melhorou","Não sei/Não quero responder","Não sei/Não quero responder","Raramente","Sim","Sim","Razoável","Razoável","Mais exigentes","Maior","Sim","Boa","Excelente"
"689","2020/11/05 12:50:41 PM GMT-3","6","Engenharia Civil","Pombal","Não","Nenhuma","Razoável","Piorou","Pior","Não afetou","Raramente","Sim","Sim","Boa","Bom","Tão exigentes quanto","Muito maior","Sim","Ruim","Bom"
"690","2020/11/05 12:50:42 PM GMT-3","4","Engenharia Civil","Pombal","Não","Algumas","Bom","Melhorou","Não sei/Não quero responder","Pior","Frequentemente","Não","Sim","Boa","Excelente","Mais exigentes","Muito maior","Sim","Regular","Excelente"
"691","2020/11/05 12:50:45 PM GMT-3","5","Engenharia Civil","Pombal","Não","Algumas","Ruim","Não mudou","Pior","Pior","Frequentemente","Sim","Sim","Razoável","Razoável","Mais exigentes","Muito maior","Sim","Regular","Regular"
"692","2020/11/05 12:50:49 PM GMT-3","5","Engenharia Civil","Pombal","Sim","Todas","Péssimo","Piorou","Pior","Pior","Nunca","Sim","Não passo por essas dificuldades","Razoável","Razoável","Menos exigentes","Muito maior","Sim","Ruim","Excelente"
"693","2020/11/05 12:50:50 PM GMT-3","4","Engenharia Civil","Campina Grande","Não","Algumas","Razoável","Não mudou","Igual","Não afetou","Frequentemente","Não","Sim","Boa","Razoável","Tão exigentes quanto","Maior","Não sei/Não quero responder","Péssima","Excelente"
"694","2020/11/05 12:50:59 PM GMT-3","8","Engenharia Civil","Pombal","Não","Algumas","Péssimo","Piorou","Pior","Pior","Frequentemente","Não","Sim","Ruim","Insuficiente","Mais exigentes","Maior","Sim","Ruim","Bom"
"695","2020/11/05 12:51:18 PM GMT-3","3","Engenharia Civil","Pombal","Não","Todas","Ruim","Piorou","Pior","Pior","Raramente","Sim","Sim","Razoável","Razoável","Tão exigentes quanto","Maior","Sim","Regular","Regular"
"696","2020/11/05 12:51:20 PM GMT-3","6","Engenharia Civil","Pombal","Não","Algumas","Razoável","Piorou","Pior","Pior","Raramente","Sim","Sim","Razoável","Bom","Mais exigentes","Muito maior","Sim","Ruim","Bom"
"697","2020/11/05 12:51:30 PM GMT-3","10","Engenharia Civil","Pombal","Não","Algumas","Razoável","Não mudou","Pior","Não afetou","Raramente","Não sei/Não quero responder","Nao","Razoável","Bom","Mais exigentes","Maior","Sim","Regular","Excelente"
"698","2020/11/05 12:51:47 PM GMT-3","7","Engenharia Civil","Pombal","Não","Algumas","Ruim","Piorou","Pior","Pior","Frequentemente","Sim","Sim","Razoável","Inexistente","Tão exigentes quanto","Muito maior","Sim","Ruim","Excelente"
"699","2020/11/05 12:52:08 PM GMT-3","8","Engenharia Civil","Pombal","Não sei/Não quero responder","Todas","Péssimo","Piorou","Pior","Pior","Raramente","Não","Sim","Péssima","Insuficiente","Mais exigentes","Muito maior","Sim","Ruim","Bom"
"700","2020/11/05 12:52:38 PM GMT-3","9","Engenharia Civil","Pombal","Não sei/Não quero responder","Todas","Ruim","Piorou","Pior","Pior","Raramente","Sim","Sim","Razoável","Não sei/Não quero responder","Mais exigentes","Muito maior","Sim","Regular","Bom"
"702","2020/11/05 12:53:11 PM GMT-3","8","Engenharia Civil","Pombal","Não","Algumas","Razoável","Piorou","Pior","Não afetou","Frequentemente","Sim","Sim","Razoável","Insuficiente","Menos exigentes","Menor","Não","Regular","Bom"
"703","2020/11/05 12:53:17 PM GMT-3","9","Engenharia Civil","Pombal","Não sei/Não quero responder","Todas","Razoável","Piorou","Pior","Pior","Raramente","Não sei/Não quero responder","Sim","Boa","Razoável","Tão exigentes quanto","Muito maior","Não sei/Não quero responder","Boa","Excelente"
"705","2020/11/05 12:53:55 PM GMT-3","3","Engenharia Civil","Pombal","Sim","Algumas","Razoável","Não mudou","Não sei/Não quero responder","Não afetou","Raramente","Sim","Nao","Boa","Razoável","Tão exigentes quanto","Maior","Não sei/Não quero responder","Boa","Bom"
"706","2020/11/05 12:53:58 PM GMT-3","3","Engenharia Civil","Pombal","Não sei/Não quero responder","Todas","Razoável","Piorou","Pior","Não afetou","Raramente","Não","Sim","Boa","Razoável","Menos exigentes","Igual","Não","Boa","Regular"
"707","2020/11/05 12:54:14 PM GMT-3","4","Engenharia Civil","Pombal","Sim","Algumas","Bom","Não sei/Não quero responder","Pior","Não afetou","Raramente","Sim","Não passo por essas dificuldades","Razoável","Razoável","Não sei/Não quero responder","Maior","Não","Boa","Excelente"
"708","2020/11/05 12:54:15 PM GMT-3","3","Engenharia Civil","Pombal","Não sei/Não quero responder","Algumas","Razoável","Piorou","Pior","Pior","Raramente","Sim","Sim","Boa","Razoável","Mais exigentes","Muito maior","Não sei/Não quero responder","Regular","Regular"
"709","2020/11/05 12:54:27 PM GMT-3","7","Engenharia Civil","Pombal","Não sei/Não quero responder","Algumas","Péssimo","Piorou","Pior","Pior","Raramente","Não","Sim","Péssima","Insuficiente","Mais exigentes","Muito maior","Sim","Péssima","Bom"
"713","2020/11/05 12:55:09 PM GMT-3","9","Engenharia Civil","Pombal","Sim","Todas","Razoável","Piorou","Pior","Pior","Nunca","Sim","Sim","Excelente","Bom","Mais exigentes","Muito maior","Não","Regular","Excelente"
"714","2020/11/05 12:55:15 PM GMT-3","3","Engenharia Civil","Pombal","Sim","Todas","Razoável","Piorou","Igual","Não afetou","Raramente","Sim","Não passo por essas dificuldades","Boa","Bom","Tão exigentes quanto","Maior","Sim","Ruim","Regular"
"715","2020/11/05 12:55:28 PM GMT-3","1","Engenharia Civil","Pombal","Sim","Todas","Bom","Não sei/Não quero responder","Pior","Não afetou","Frequentemente","Sim","Sim","Boa","Excelente","Não sei/Não quero responder","Não sei/Não quero responder","Não sei/Não quero responder","Excelente","Excelente"
"716","2020/11/05 12:55:33 PM GMT-3","3","Engenharia Civil","Pombal","Sim","Todas","Razoável","Piorou","Pior","Não sei/Não quero responder","Raramente","Sim","Sim","Boa","Razoável","Menos exigentes","Igual","Não","Boa","Regular"
"717","2020/11/05 12:55:42 PM GMT-3","5","Engenharia Civil","Pombal","Não","Algumas","Razoável","Não sei/Não quero responder","Não sei/Não quero responder","Não sei/Não quero responder","Nunca","Não","Sim","Razoável","Razoável","Mais exigentes","Muito maior","Sim","Boa","Excelente"
"718","2020/11/05 12:55:54 PM GMT-3","6","Engenharia Civil","Pombal","Não","Nenhuma","Péssimo","Piorou","Pior","Pior","Frequentemente","Sim","Sim","Boa","Bom","Tão exigentes quanto","Muito maior","Sim","Ruim","Regular"
"719","2020/11/05 12:56:13 PM GMT-3","9","Engenharia Civil","Pombal","Sim","Todas","Péssimo","Piorou","Pior","Pior","Frequentemente","Não","Sim","Péssima","Insuficiente","Mais exigentes","Muito maior","Sim","Péssima","Ruim"
"720","2020/11/05 12:56:25 PM GMT-3","9","Engenharia Civil","Pombal","Sim","Todas","Ruim","Piorou","Pior","Pior","Frequentemente","Não","Sim","Boa","Bom","Mais exigentes","Muito maior","Não sei/Não quero responder","Boa","Excelente"
"721","2020/11/05 12:56:47 PM GMT-3","8","Engenharia Civil","Pombal","Não","Algumas","Péssimo","Piorou","Pior","Pior","Frequentemente","Sim","Sim","Ruim","Inexistente","Mais exigentes","Muito maior","Sim","Péssima","Excelente"
"722","2020/11/05 12:56:52 PM GMT-3","7","Engenharia Civil","Pombal","Não","Algumas","Péssimo","Piorou","Pior","Pior","Raramente","Não","Sim","Razoável","Razoável","Mais exigentes","Maior","Sim","Regular","Bom"
"723","2020/11/05 12:58:01 PM GMT-3","5","Engenharia Civil","Pombal","Sim","Algumas","Razoável","Piorou","Igual","Não afetou","Raramente","Sim","Sim","Boa","Razoável","Menos exigentes","Maior","Não","Boa","Regular"
"724","2020/11/05 12:58:19 PM GMT-3","3","Engenharia Civil","Pombal","Sim","Todas","Excelente","Não mudou","Pior","Não afetou","Nunca","Sim","Nao","Excelente","Excelente","Menos exigentes","Maior","Não","Boa","Excelente"
"726","2020/11/05 12:58:28 PM GMT-3","6","Engenharia Civil","Pombal","Não sei/Não quero responder","Todas","Ruim","Piorou","Pior","Não sei/Não quero responder","Raramente","Não sei/Não quero responder","Sim","Boa","Insuficiente","Tão exigentes quanto","Maior","Não","Boa","Excelente"
"727","2020/11/05 12:59:03 PM GMT-3","7","Engenharia Civil","Pombal","Sim","Todas","Ruim","Piorou","Pior","Pior","Raramente","Não","Sim","Ruim","Inexistente","Mais exigentes","Muito maior","Sim","Regular","Regular"
"728","2020/11/05 12:59:06 PM GMT-3","4","Engenharia Civil","Pombal","Não","Todas","Razoável","Melhorou","Igual","Não afetou","Frequentemente","Sim","Nao","Razoável","Bom","Mais exigentes","Muito maior","Sim","Ruim","Excelente"
"731","2020/11/05 12:59:25 PM GMT-3","2","Engenharia Civil","Pombal","Não","Algumas","Razoável","Piorou","Pior","Pior","Raramente","Sim","Sim","Razoável","Razoável","Tão exigentes quanto","Muito maior","Sim","Boa","Excelente"
"732","2020/11/05 12:59:40 PM GMT-3","3","Engenharia Civil","Pombal","Sim","Algumas","Razoável","Piorou","Pior","Pior","Raramente","Sim","Sim","Ruim","Razoável","Menos exigentes","Igual","Não","Ruim","Regular"
"733","2020/11/05 1:00:19 PM GMT-3","2","Engenharia Civil","Pombal","Não","Algumas","Péssimo","Piorou","Pior","Pior","Frequentemente","Sim","Sim","Ruim","Razoável","Tão exigentes quanto","Muito maior","Sim","Regular","Excelente"
"734","2020/11/05 1:00:51 PM GMT-3","4","Engenharia Civil","Pombal","Sim","Todas","Razoável","Melhorou","Igual","Não afetou","Raramente","Sim","Não passo por essas dificuldades","Boa","Razoável","Tão exigentes quanto","Maior","Não","Boa","Bom"
"735","2020/11/05 1:00:55 PM GMT-3","7","Engenharia Civil","Pombal","Não","Algumas","Razoável","Piorou","Pior","Não sei/Não quero responder","Raramente","Sim","Sim","Boa","Razoável","Tão exigentes quanto","Maior","Não sei/Não quero responder","Regular","Excelente"
"737","2020/11/05 1:02:12 PM GMT-3","1","Engenharia Civil","Pombal","Sim","Algumas","Bom","Não mudou","Pior","Não afetou","Raramente","Sim","Sim","Boa","Bom","Mais exigentes","Maior","Não","Regular","Bom"
"739","2020/11/05 1:02:52 PM GMT-3","4","Engenharia Civil","Pombal","Não","Algumas","Ruim","Piorou","Pior","Pior","Frequentemente","Não","Sim","Razoável","Razoável","Mais exigentes","Muito maior","Sim","Péssima","Regular"
"740","2020/11/05 1:03:01 PM GMT-3","9","Engenharia Civil","Pombal","Sim","Todas","Razoável","Piorou","Pior","Não sei/Não quero responder","Raramente","Sim","Sim","Ruim","Razoável","Mais exigentes","Muito maior","Sim","Boa","Excelente"
"741","2020/11/05 1:04:44 PM GMT-3","4","Engenharia Civil","Pombal","Não","Todas","Razoável","Piorou","Pior","Pior","Raramente","Não","Sim","Boa","Razoável","Mais exigentes","Maior","Sim","Ruim","Regular"
"742","2020/11/05 1:05:25 PM GMT-3","3","Engenharia Civil","Pombal","Não sei/Não quero responder","Todas","Ruim","Não mudou","Pior","Pior","Raramente","Sim","Não sei/Não quero responder","Boa","Excelente","Menos exigentes","Maior","Não sei/Não quero responder","Regular","Excelente"
"743","2020/11/05 1:06:49 PM GMT-3","1","Engenharia Civil","Pombal","Não sei/Não quero responder","Todas","Razoável","Piorou","Pior","Pior","Raramente","Não sei/Não quero responder","Sim","Razoável","Razoável","Mais exigentes","Maior","Sim","Ruim","Regular"
"746","2020/11/05 1:10:37 PM GMT-3","6","Engenharia Civil","Pombal","Não","Algumas","Razoável","Não mudou","Pior","Não afetou","Nunca","Não","Sim","Boa","Razoável","Tão exigentes quanto","Igual","Sim","Regular","Bom"
"747","2020/11/05 1:10:51 PM GMT-3","9","Engenharia Civil","Pombal","Não","Algumas","Ruim","Piorou","Pior","Pior","Frequentemente","Sim","Sim","Ruim","Razoável","Mais exigentes","Muito maior","Sim","Regular","Bom"
"748","2020/11/05 1:10:54 PM GMT-3","8","Engenharia Civil","Pombal","Não","Todas","Bom","Não mudou","Pior","Não afetou","Raramente","Sim","Sim","Boa","Bom","Tão exigentes quanto","Igual","Não","Boa","Bom"
"749","2020/11/05 1:11:19 PM GMT-3","8","Engenharia Civil","Pombal","Não","Algumas","Razoável","Piorou","Pior","Pior","Frequentemente","Sim","Sim","Razoável","Insuficiente","Mais exigentes","Maior","Sim","Boa","Bom"
"750","2020/11/05 1:11:52 PM GMT-3","7","Engenharia Civil","Pombal","Não","Algumas","Bom","Melhorou","Igual","Melhor","Raramente","Não","Nao","Boa","Bom","Tão exigentes quanto","Igual","Não","Ruim","Excelente"
"751","2020/11/05 1:12:02 PM GMT-3","5","Engenharia Civil","Pombal","Sim","Todas","Razoável","Não sei/Não quero responder","Pior","Pior","Raramente","Sim","Sim","Razoável","Razoável","Tão exigentes quanto","Muito maior","Não","Regular","Excelente"
"752","2020/11/05 1:12:07 PM GMT-3","8","Engenharia Civil","Pombal","Não","Nenhuma","Excelente","Não mudou","Igual","Melhor","Nunca","Não","Nao","Boa","Razoável","Mais exigentes","Maior","Sim","Regular","Regular"
"753","2020/11/05 1:12:53 PM GMT-3","2","Engenharia Civil","Pombal","Não","Algumas","Razoável","Melhorou","Pior","Não afetou","Raramente","Sim","Nao","Boa","Inexistente","Mais exigentes","Muito maior","Não","Boa","Bom"
"755","2020/11/05 1:13:07 PM GMT-3","9","Engenharia Civil","Pombal","Não","Todas","Péssimo","Piorou","Pior","Pior","Frequentemente","Não","Sim","Ruim","Razoável","Menos exigentes","Muito maior","Sim","Regular","Excelente"
"756","2020/11/05 1:14:31 PM GMT-3","7","Engenharia Civil","Pombal","Sim","Todas","Péssimo","Piorou","Pior","Pior","Raramente","Sim","Sim","Razoável","Razoável","Mais exigentes","Não sei/Não quero responder","Não sei/Não quero responder","Ruim","Bom"
"757","2020/11/05 1:14:47 PM GMT-3","6","Engenharia Civil","Pombal","Não","Algumas","Péssimo","Não mudou","Pior","Pior","Raramente","Não sei/Não quero responder","Sim","Razoável","Insuficiente","Tão exigentes quanto","Muito maior","Sim","Regular","Excelente"
"758","2020/11/05 1:15:39 PM GMT-3","8","Engenharia Civil","Pombal","Sim","Algumas","Ruim","Piorou","Pior","Não sei/Não quero responder","Raramente","Sim","Sim","Ruim","Razoável","Mais exigentes","Muito maior","Sim","Ruim","Regular"
"760","2020/11/05 1:16:45 PM GMT-3","8","Engenharia Civil","Pombal","Sim","Algumas","Ruim","Piorou","Pior","Pior","Raramente","Sim","Sim","Boa","Insuficiente","Mais exigentes","Muito maior","Sim","Boa","Bom"
"761","2020/11/05 1:17:11 PM GMT-3","7","Engenharia Civil","Pombal","Não","Algumas","Péssimo","Piorou","Pior","Pior","Frequentemente","Não","Sim","Razoável","Insuficiente","Mais exigentes","Maior","Não","Excelente","Excelente"
"764","2020/11/05 1:17:27 PM GMT-3","5","Engenharia Civil","Pombal","Sim","Algumas","Ruim","Piorou","Pior","Não afetou","Raramente","Não","Sim","Razoável","Insuficiente","Tão exigentes quanto","Muito maior","Sim","Excelente","Excelente"
"766","2020/11/05 1:20:21 PM GMT-3","5","Engenharia Civil","Pombal","Não","Algumas","Péssimo","Não mudou","Pior","Pior","Raramente","Sim","Sim","Razoável","Razoável","Tão exigentes quanto","Maior","Sim","Regular","Excelente"
"767","2020/11/05 1:21:49 PM GMT-3","5","Engenharia Civil","Pombal","Não","Algumas","Péssimo","Piorou","Pior","Pior","Raramente","Não","Sim","Razoável","Razoável","Mais exigentes","Muito maior","Sim","Ruim","Regular"
"772","2020/11/05 1:26:28 PM GMT-3","7","Engenharia Civil","Pombal","Não","Algumas","Razoável","Piorou","Pior","Pior","Frequentemente","Não","Sim","Razoável","Não sei/Não quero responder","Mais exigentes","Muito maior","Sim","Regular","Excelente"
"773","2020/11/05 1:26:38 PM GMT-3","9","Engenharia Civil","Campina Grande","Não sei/Não quero responder","Algumas","Razoável","Piorou","Pior","Pior","Frequentemente","Não","Sim","Razoável","Insuficiente","Mais exigentes","Muito maior","Sim","Ruim","Ruim"
"774","2020/11/05 1:26:43 PM GMT-3","9","Engenharia Civil","Pombal","Não","Algumas","Ruim","Piorou","Pior","Pior","Raramente","Sim","Sim","Razoável","Insuficiente","Tão exigentes quanto","Menor","Não","Péssima","Bom"
"775","2020/11/05 1:29:21 PM GMT-3","4","Engenharia Civil","Pombal","Não","Algumas","Péssimo","Piorou","Pior","Pior","Raramente","Não","Sim","Péssima","Insuficiente","Mais exigentes","Muito maior","Sim","Regular","Regular"
"780","2020/11/05 1:33:30 PM GMT-3","3","Engenharia Civil","Pombal","Não","Todas","Razoável","Melhorou","Igual","Não afetou","Raramente","Sim","Não passo por essas dificuldades","Razoável","Insuficiente","Mais exigentes","Muito maior","Sim","Boa","Excelente"
"781","2020/11/05 1:33:43 PM GMT-3","2","Engenharia Civil","Pombal","Sim","Algumas","Ruim","Piorou","Pior","Pior","Raramente","Sim","Sim","Razoável","Excelente","Tão exigentes quanto","Maior","Não","Regular","Regular"
"783","2020/11/05 1:37:21 PM GMT-3","4","Engenharia Civil","Pombal","Não","Algumas","Bom","Não mudou","Pior","Não afetou","Raramente","Sim","Não passo por essas dificuldades","Boa","Bom","Tão exigentes quanto","Maior","Não","Boa","Bom"
"785","2020/11/05 1:42:58 PM GMT-3","2","Engenharia Civil","Pombal","Sim","Algumas","Bom","Não mudou","Pior","Não afetou","Raramente","Não","Nao","Boa","Insuficiente","Tão exigentes quanto","Maior","Não","Boa","Bom"
"786","2020/11/05 1:43:21 PM GMT-3","4","Engenharia Civil","Pombal","Sim","Todas","Razoável","Piorou","Pior","Não afetou","Raramente","Não","Sim","Razoável","Razoável","Mais exigentes","Muito maior","Sim","Regular","Bom"
"789","2020/11/05 1:45:52 PM GMT-3","5","Engenharia Civil","Pombal","Sim","Todas","Bom","Piorou","Pior","Não afetou","Nunca","Sim","Não passo por essas dificuldades","Boa","Razoável","Tão exigentes quanto","Maior","Não","Boa","Excelente"
"790","2020/11/05 1:46:39 PM GMT-3","10","Engenharia Civil","Pombal","Não sei/Não quero responder","Algumas","Péssimo","Piorou","Pior","Pior","Raramente","Sim","Sim","Razoável","Inexistente","Não sei/Não quero responder","Maior","Não sei/Não quero responder","Regular","Excelente"
"791","2020/11/05 1:47:41 PM GMT-3","7","Engenharia Civil","Pombal","Sim","Todas","Razoável","Melhorou","Pior","Não afetou","Nunca","Não","Sim","Boa","Insuficiente","Tão exigentes quanto","Igual","Não","Excelente","Excelente"
"792","2020/11/05 1:47:45 PM GMT-3","7","Engenharia Civil","Pombal","Não","Algumas","Razoável","Não mudou","Pior","Pior","Raramente","Não sei/Não quero responder","Sim","Razoável","Insuficiente","Tão exigentes quanto","Muito maior","Sim","Regular","Excelente"
"793","2020/11/05 1:48:08 PM GMT-3","6","Engenharia Civil","Pombal","Sim","Algumas","Razoável","Piorou","Pior","Pior","Raramente","Não sei/Não quero responder","Sim","Razoável","Insuficiente","Mais exigentes","Maior","Sim","Ruim","Excelente"
"797","2020/11/05 1:55:53 PM GMT-3","6","Engenharia Civil","Pombal","Não","Algumas","Péssimo","Piorou","Pior","Pior","Raramente","Não sei/Não quero responder","Sim","Ruim","Insuficiente","Mais exigentes","Maior","Sim","Boa","Excelente"
"799","2020/11/05 1:58:40 PM GMT-3","3","Engenharia Civil","Pombal","Não","Algumas","Ruim","Piorou","Pior","Pior","Frequentemente","Sim","Sim","Razoável","Insuficiente","Mais exigentes","Muito maior","Não sei/Não quero responder","Ruim","Não sei/Não quero responder"
"802","2020/11/05 2:04:17 PM GMT-3","4","Engenharia Civil","Pombal","Sim","Todas","Ruim","Piorou","Pior","Pior","Frequentemente","Não","Sim","Ruim","Razoável","Mais exigentes","Muito maior","Sim","Ruim","Excelente"
"806","2020/11/05 2:08:17 PM GMT-3","3","Engenharia Civil","Pombal","Não sei/Não quero responder","Todas","Bom","Não mudou","Igual","Não sei/Não quero responder","Raramente","Sim","Não passo por essas dificuldades","Boa","Bom","Não sei/Não quero responder","Igual","Não","Não sei/Não quero responder","Bom"
"811","2020/11/05 2:14:50 PM GMT-3","7","Engenharia Civil","Pombal","Não","Algumas","Bom","Piorou","Pior","Não afetou","Raramente","Não sei/Não quero responder","Sim","Boa","Insuficiente","Menos exigentes","Menor","Não","Ruim","Bom"
"816","2020/11/05 2:19:56 PM GMT-3","1","Engenharia Civil","Pombal","Não sei/Não quero responder","Todas","Ruim","Piorou","Pior","Pior","Frequentemente","Não sei/Não quero responder","Sim","Ruim","Não sei/Não quero responder","Mais exigentes","Muito maior","Sim","Regular","Regular"
"823","2020/11/05 2:29:12 PM GMT-3","5","Engenharia Civil","Pombal","Não","Todas","Razoável","Não sei/Não quero responder","Pior","Não afetou","Raramente","Não sei/Não quero responder","Sim","Razoável","Bom","Mais exigentes","Maior","Não sei/Não quero responder","Boa","Excelente"
