"","data","Período","Curso","Campus","Você.acredita.que.as.vagas.ofertadas.no.RAE.foram.suficientes.","Com.relação.às.disciplinas.que.queria.cursar..você.conseguiu.se.matricular.em.","No.geral..você.acha.o.RAE.","Você.acredita.que.o.seu.desempenho.no.RAE..em.comparação.com.o.presencial.","Na.sua.opinião..a.qualidade.do.ensino.no.RAE..em.comparação.com.o.presencial..é.","Você.acredita.que.o.RAE.afetou.sua.saúde.mental.para.","No.que.diz.respeito.a.dificuldades.técnicas..queda.de.internet.ou.energia..indisponibilidade.de.equipamento.etc...você.passa.por.elas.","Na.sua.opinião..os.professores.são.tolerantes.com.imprevistos.que.impossibilitem.a.realização.de.atividades.","No.geral..você.acha.que.essas.dificuldades.prejudicam.o.seu.desempenho.","Em.geral..você.acha.que.a.atuação.dos.professores.no.RAE.é.está.sendo.","Na.sua.experiência..o.atendimento.individual.dos.professores.aos.alunos.está.sendo.","Na.sua.opinião..em.comparação.com.o.regime.presencial..no.RAE.os.professores.estão.","No.geral..em.comparação.com.o.regime.presencial..você.acha.que.o.volume.de.atividades.exigidas.no.RAE.é.","Você.julga.esse.volume.de.atividades.abusivo.","Como.você.avalia.a.atuação.da.UFCG.diante.da.pandemia.","Como.você.avalia.o.desempenho.da.coordenação.do.seu.curso.no.atendimento.e.suporte.aos.estudantes.no.RAE."
"824","2020/11/05 2:29:18 PM GMT-3","2","Ciências Biológicas","Patos","Não","Algumas","Péssimo","Piorou","Pior","Pior","Frequentemente","Não","Sim","Ruim","Insuficiente","Não sei/Não quero responder","Maior","Sim","Péssima","Regular"
"830","2020/11/05 2:35:06 PM GMT-3","5","Ciências Biológicas","Patos","Não","Todas","Ruim","Piorou","Pior","Pior","Frequentemente","Não sei/Não quero responder","Sim","Boa","Bom","Tão exigentes quanto","Muito maior","Não sei/Não quero responder","Regular","Regular"
"831","2020/11/05 2:35:12 PM GMT-3","2","Ciências Biológicas","Patos","Não","Algumas","Péssimo","Piorou","Pior","Pior","Frequentemente","Não","Sim","Ruim","Insuficiente","Mais exigentes","Muito maior","Sim","Ruim","Ruim"
"835","2020/11/05 2:36:22 PM GMT-3","2","Ciências Biológicas","Patos","Sim","Todas","Péssimo","Piorou","Pior","Pior","Frequentemente","Não","Sim","Péssima","Razoável","Mais exigentes","Muito maior","Sim","Péssima","Bom"
"838","2020/11/05 2:37:21 PM GMT-3","2","Ciências Biológicas","Patos","Não","Algumas","Bom","Piorou","Pior","Pior","Raramente","Sim","Sim","Péssima","Insuficiente","Mais exigentes","Muito maior","Sim","Regular","Regular"
"839","2020/11/05 2:37:26 PM GMT-3","2","Ciências Biológicas","Patos","Não","Algumas","Razoável","Piorou","Pior","Pior","Frequentemente","Não","Sim","Razoável","Insuficiente","Mais exigentes","Muito maior","Sim","Regular","Ruim"
"840","2020/11/05 2:37:38 PM GMT-3","2","Ciências Biológicas","Patos","Sim","Algumas","Péssimo","Piorou","Pior","Pior","Raramente","Não sei/Não quero responder","Sim","Não sei/Não quero responder","Não sei/Não quero responder","Mais exigentes","Maior","Sim","Não sei/Não quero responder","Não sei/Não quero responder"
"841","2020/11/05 2:37:57 PM GMT-3","5","Ciências Biológicas","Cuité","Não","Nenhuma","Péssimo","Piorou","Pior","Pior","Não sei/Não quero responder","Não","Sim","Ruim","Razoável","Tão exigentes quanto","Muito maior","Sim","Não sei/Não quero responder","Regular"
"842","2020/11/05 2:38:39 PM GMT-3","2","Ciências Biológicas","Patos","Não","Algumas","Péssimo","Piorou","Pior","Pior","Frequentemente","Não","Sim","Péssima","Razoável","Menos exigentes","Maior","Sim","Boa","Bom"
"846","2020/11/05 2:41:21 PM GMT-3","2","Ciências Biológicas","Patos","Sim","Algumas","Ruim","Piorou","Pior","Pior","Frequentemente","Sim","Sim","Boa","Excelente","Mais exigentes","Muito maior","Sim","Ruim","Bom"
"847","2020/11/05 2:41:28 PM GMT-3","7","Ciências Biológicas","Cuité","Não","Algumas","Razoável","Não mudou","Pior","Não sei/Não quero responder","Frequentemente","Sim","Sim","Razoável","Insuficiente","Tão exigentes quanto","Menor","Não","Ruim","Bom"
"848","2020/11/05 2:42:52 PM GMT-3","2","Ciências Biológicas","Patos","Sim","Todas","Razoável","Não mudou","Pior","Pior","Frequentemente","Sim","Sim","Razoável","Bom","Mais exigentes","Muito maior","Não sei/Não quero responder","Regular","Bom"
"852","2020/11/05 2:46:25 PM GMT-3","2","Ciências Biológicas","Patos","Não","Todas","Ruim","Piorou","Pior","Não afetou","Frequentemente","Sim","Sim","Razoável","Bom","Mais exigentes","Maior","Não sei/Não quero responder","Péssima","Bom"
"854","2020/11/05 2:47:58 PM GMT-3","2","Ciências Biológicas","Patos","Sim","Algumas","Ruim","Piorou","Igual","Pior","Raramente","Sim","Sim","Razoável","Bom","Menos exigentes","Muito maior","Sim","Boa","Bom"
"869","2020/11/05 2:54:30 PM GMT-3","3","Ciências Biológicas","Patos","Não sei/Não quero responder","Todas","Ruim","Piorou","Pior","Pior","Raramente","Não sei/Não quero responder","Sim","Razoável","Razoável","Mais exigentes","Muito maior","Sim","Regular","Regular"
"877","2020/11/05 2:55:40 PM GMT-3","5","Ciências Biológicas","Cajazeiras","Sim","Algumas","Péssimo","Piorou","Pior","Pior","Frequentemente","Não sei/Não quero responder","Sim","Ruim","Razoável","Menos exigentes","Igual","Sim","Péssima","Excelente"
"892","2020/11/05 2:58:35 PM GMT-3","3","Ciências Biológicas","Patos","Não","Algumas","Péssimo","Piorou","Pior","Pior","Raramente","Não","Sim","Não sei/Não quero responder","Razoável","Mais exigentes","Muito maior","Sim","Boa","Não sei/Não quero responder"
"896","2020/11/05 2:58:51 PM GMT-3","3","Ciências Biológicas","Patos","Não","Algumas","Razoável","Não mudou","Pior","Pior","Raramente","Não","Sim","Razoável","Razoável","Menos exigentes","Muito maior","Sim","Ruim","Regular"
"898","2020/11/05 2:58:58 PM GMT-3","5","Ciências Biológicas","Cajazeiras","Não sei/Não quero responder","Algumas","Ruim","Não mudou","Pior","Não afetou","Frequentemente","Não","Sim","Razoável","Bom","Mais exigentes","Maior","Sim","Regular","Regular"
"914","2020/11/05 3:00:45 PM GMT-3","5","Ciências Biológicas","Cajazeiras","Sim","Algumas","Bom","Não mudou","Melhor","Melhor","Raramente","Sim","Nao","Boa","Bom","Tão exigentes quanto","Maior","Não","Excelente","Excelente"
"916","2020/11/05 3:01:20 PM GMT-3","3","Ciências Biológicas","Patos","Sim","Todas","Ruim","Piorou","Pior","Pior","Frequentemente","Não","Sim","Boa","Razoável","Mais exigentes","Muito maior","Sim","Regular","Bom"
"927","2020/11/05 3:03:36 PM GMT-3","3","Ciências Biológicas","Patos","Não","Algumas","Ruim","Piorou","Pior","Não sei/Não quero responder","Frequentemente","Não","Sim","Ruim","Insuficiente","Mais exigentes","Maior","Sim","Ruim","Ruim"
"933","2020/11/05 3:05:02 PM GMT-3","3","Ciências Biológicas","Patos","Não","Algumas","Péssimo","Piorou","Pior","Não sei/Não quero responder","Frequentemente","Não sei/Não quero responder","Sim","Ruim","Não sei/Não quero responder","Tão exigentes quanto","Muito maior","Sim","Ruim","Ruim"
"934","2020/11/05 3:05:33 PM GMT-3","3","Ciências Biológicas","Patos","Não","Algumas","Péssimo","Piorou","Pior","Pior","Frequentemente","Não sei/Não quero responder","Sim","Ruim","Inexistente","Tão exigentes quanto","Muito maior","Não sei/Não quero responder","Ruim","Regular"
"935","2020/11/05 3:05:34 PM GMT-3","3","Ciências Biológicas","Patos","Não sei/Não quero responder","Algumas","Péssimo","Piorou","Pior","Pior","Raramente","Não","Sim","Péssima","Inexistente","Tão exigentes quanto","Muito maior","Sim","Péssima","Bom"
"941","2020/11/05 3:06:31 PM GMT-3","5","Ciências Biológicas","Patos","Não","Algumas","Razoável","Não mudou","Não sei/Não quero responder","Pior","Frequentemente","Sim","Sim","Boa","Não sei/Não quero responder","Menos exigentes","Maior","Não","Regular","Excelente"
"944","2020/11/05 3:06:46 PM GMT-3","3","Ciências Biológicas","Patos","Não","Algumas","Ruim","Piorou","Pior","Pior","Frequentemente","Não sei/Não quero responder","Sim","Razoável","Razoável","Não sei/Não quero responder","Muito maior","Não sei/Não quero responder","Péssima","Bom"
"949","2020/11/05 3:07:28 PM GMT-3","3","Ciências Biológicas","Patos","Não","Algumas","Péssimo","Não mudou","Pior","Pior","Frequentemente","Não","Sim","Péssima","Insuficiente","Mais exigentes","Muito maior","Sim","Péssima","Regular"
"1005","2020/11/05 3:21:41 PM GMT-3","2","Ciências Biológicas","Patos","Não sei/Não quero responder","Algumas","Ruim","Piorou","Pior","Pior","Raramente","Sim","Sim","Razoável","Bom","Mais exigentes","Muito maior","Sim","Regular","Bom"
"1007","2020/11/05 3:23:35 PM GMT-3","1","Ciências Biológicas","Cuité","Não sei/Não quero responder","Algumas","Bom","Piorou","Pior","Pior","Frequentemente","Sim","Sim","Boa","Razoável","Menos exigentes","Maior","Não","Ruim","Regular"
"1016","2020/11/05 3:27:51 PM GMT-3","3","Ciências Biológicas","Patos","Não","Algumas","Ruim","Piorou","Pior","Pior","Frequentemente","Não","Sim","Ruim","Insuficiente","Mais exigentes","Muito maior","Sim","Ruim","Ruim"
"1038","2020/11/05 3:36:25 PM GMT-3","3","Ciências Biológicas","Cuité","Não","Nenhuma","Péssimo","Piorou","Pior","Pior","Frequentemente","Não","Sim","Péssima","Inexistente","Mais exigentes","Muito maior","Sim","Péssima","Bom"
"1052","2020/11/05 3:47:04 PM GMT-3","3","Ciências Biológicas","Patos","Não","Algumas","Ruim","Piorou","Pior","Pior","Frequentemente","Não","Sim","Ruim","Inexistente","Mais exigentes","Muito maior","Sim","Péssima","Regular"
"1064","2020/11/05 3:49:55 PM GMT-3","4","Ciências Biológicas","Patos","Não","Algumas","Bom","Não mudou","Pior","Não afetou","Raramente","Não","Sim","Razoável","Razoável","Mais exigentes","Muito maior","Sim","Regular","Regular"
"1071","2020/11/05 3:54:08 PM GMT-3","3","Ciências Biológicas","Patos","Não","Todas","Razoável","Piorou","Pior","Não sei/Não quero responder","Raramente","Não","Sim","Boa","Excelente","Mais exigentes","Maior","Não sei/Não quero responder","Regular","Bom"
"1072","2020/11/05 3:54:11 PM GMT-3","3","Ciências Biológicas","Cuité","Não","Nenhuma","Péssimo","Piorou","Pior","Pior","Raramente","Sim","Nao","Boa","Bom","Não sei/Não quero responder","Maior","Sim","Regular","Excelente"
"1076","2020/11/05 3:55:41 PM GMT-3","3","Ciências Biológicas","Cajazeiras","Não","Algumas","Ruim","Não mudou","Igual","Pior","Frequentemente","Sim","Nao","Razoável","Razoável","Mais exigentes","Muito maior","Sim","Regular","Ruim"
"1086","2020/11/05 4:01:37 PM GMT-3","9","Ciências Biológicas","Cuité","Não","Algumas","Bom","Não mudou","Pior","Não afetou","Nunca","Sim","Nao","Excelente","Bom","Tão exigentes quanto","Muito maior","Sim","Regular","Excelente"
"1091","2020/11/05 4:04:20 PM GMT-3","2","Ciências Biológicas","Patos","Não","Todas","Péssimo","Piorou","Pior","Pior","Raramente","Sim","Sim","Razoável","Razoável","Tão exigentes quanto","Maior","Sim","Regular","Regular"
"1102","2020/11/05 4:10:30 PM GMT-3","8","Ciências Biológicas","Patos","Não","Algumas","Ruim","Piorou","Pior","Pior","Frequentemente","Sim","Sim","Boa","Razoável","Tão exigentes quanto","Igual","Não sei/Não quero responder","Ruim","Regular"
"1113","2020/11/05 4:16:35 PM GMT-3","2","Ciências Biológicas","Patos","Não","Algumas","Bom","Melhorou","Igual","Não sei/Não quero responder","Frequentemente","Sim","Sim","Boa","Bom","Tão exigentes quanto","Maior","Não sei/Não quero responder","Excelente","Regular"
"1119","2020/11/05 4:23:13 PM GMT-3","10","Ciências Biológicas","Cuité","Não","Algumas","Péssimo","Piorou","Pior","Pior","Frequentemente","Sim","Sim","Razoável","Razoável","Menos exigentes","Muito maior","Sim","Péssima","Regular"
"1134","2020/11/05 4:47:10 PM GMT-3","3","Ciências Biológicas","Cuité","Sim","Algumas","Razoável","Não mudou","Igual","Pior","Frequentemente","Sim","Sim","Excelente","Bom","Menos exigentes","Igual","Não","Boa","Excelente"
"1145","2020/11/05 4:59:40 PM GMT-3","7","Ciências Biológicas","Cuité","Não","Todas","Razoável","Piorou","Pior","Pior","Raramente","Não","Sim","Razoável","Razoável","Mais exigentes","Muito maior","Sim","Regular","Excelente"
"1149","2020/11/05 5:02:12 PM GMT-3","3","Ciências Biológicas","Cuité","Sim","Todas","Razoável","Não mudou","Pior","Pior","Frequentemente","Sim","Sim","Excelente","Excelente","Mais exigentes","Muito maior","Não","Regular","Excelente"
"1153","2020/11/05 5:07:49 PM GMT-3","7","Ciências Biológicas","Cuité","Não","Nenhuma","Bom","Não mudou","Pior","Não afetou","Raramente","Sim","Nao","Boa","Bom","Mais exigentes","Maior","Não","Péssima","Ruim"
"1161","2020/11/05 5:21:21 PM GMT-3","3","Ciências Biológicas","Patos","Sim","Algumas","Razoável","Piorou","Pior","Pior","Raramente","Não","Nao","Razoável","Razoável","Mais exigentes","Muito maior","Sim","Boa","Bom"
"1164","2020/11/05 5:22:05 PM GMT-3","1","Ciências Biológicas","Cuité","Não sei/Não quero responder","Algumas","Ruim","Piorou","Pior","Não sei/Não quero responder","Raramente","Sim","Sim","Razoável","Razoável","Menos exigentes","Não sei/Não quero responder","Não sei/Não quero responder","Regular","Regular"
"1180","2020/11/05 5:43:41 PM GMT-3","7","Ciências Biológicas","Cuité","Não","Todas","Razoável","Melhorou","Não sei/Não quero responder","Não afetou","Frequentemente","Sim","Sim","Boa","Bom","Menos exigentes","Igual","Não","Regular","Bom"
"1185","2020/11/05 5:55:29 PM GMT-3","2","Ciências Biológicas","Patos","Não","Algumas","Ruim","Piorou","Pior","Pior","Raramente","Não","Sim","Ruim","Insuficiente","Mais exigentes","Maior","Sim","Ruim","Péssimo"
"1187","2020/11/05 6:05:51 PM GMT-3","2","Ciências Biológicas","Patos","Não","Algumas","Razoável","Piorou","Pior","Não sei/Não quero responder","Raramente","Não","Sim","Péssima","Razoável","Tão exigentes quanto","Maior","Sim","Ruim","Regular"
"1191","2020/11/05 6:17:36 PM GMT-3","2","Ciências Biológicas","Patos","Não","Todas","Péssimo","Piorou","Pior","Não sei/Não quero responder","Não sei/Não quero responder","Não","Sim","Ruim","Insuficiente","Mais exigentes","Muito maior","Não","Péssima","Péssimo"
"1198","2020/11/05 6:37:22 PM GMT-3","7","Ciências Biológicas","Cuité","Sim","Algumas","Ruim","Piorou","Pior","Pior","Frequentemente","Sim","Sim","Boa","Razoável","Mais exigentes","Muito maior","Sim","Boa","Bom"
"1253","2020/11/06 2:02:13 AM GMT-3","8","Ciências Biológicas","Cajazeiras","Sim","Algumas","Péssimo","Piorou","Pior","Pior","Frequentemente","Não","Sim","Péssima","Inexistente","Menos exigentes","Muito maior","Sim","Péssima","Regular"
"1268","2020/11/06 7:30:15 AM GMT-3","1","Ciências Biológicas","Cuité","Não","Todas","Péssimo","Piorou","Pior","Pior","Frequentemente","Não sei/Não quero responder","Sim","Razoável","Razoável","Não sei/Não quero responder","Maior","Sim","Péssima","Bom"
"1278","2020/11/06 7:39:14 AM GMT-3","1","Ciências Biológicas","Cuité","Não sei/Não quero responder","Algumas","Bom","Não sei/Não quero responder","Não sei/Não quero responder","Não afetou","Frequentemente","Não","Sim","Boa","Bom","Não sei/Não quero responder","Não sei/Não quero responder","Não sei/Não quero responder","Ruim","Bom"
"1284","2020/11/06 7:48:00 AM GMT-3","5","Ciências Biológicas","Patos","Sim","Algumas","Péssimo","Piorou","Pior","Pior","Frequentemente","Sim","Sim","Razoável","Bom","Menos exigentes","Muito maior","Sim","Péssima","Regular"
"1292","2020/11/06 7:54:18 AM GMT-3","3","Ciências Biológicas","Cuité","Não","Algumas","Ruim","Piorou","Pior","Não afetou","Frequentemente","Sim","Sim","Boa","Razoável","Tão exigentes quanto","Muito maior","Não","Péssima","Bom"
"1296","2020/11/06 7:59:45 AM GMT-3","1","Ciências Biológicas","Cuité","Não sei/Não quero responder","Algumas","Péssimo","Piorou","Pior","Pior","Frequentemente","Sim","Sim","Razoável","Insuficiente","Não sei/Não quero responder","Muito maior","Sim","Regular","Regular"
"1301","2020/11/06 8:04:38 AM GMT-3","3","Ciências Biológicas","Cuité","Não","Algumas","Razoável","Melhorou","Igual","Melhor","Raramente","Sim","Sim","Razoável","Bom","Mais exigentes","Maior","Não","Regular","Bom"
"1304","2020/11/06 8:08:45 AM GMT-3","1","Ciências Biológicas","Cuité","Sim","Todas","Bom","Não sei/Não quero responder","Igual","Não afetou","Raramente","Sim","Sim","Boa","Não sei/Não quero responder","Menos exigentes","Não sei/Não quero responder","Não sei/Não quero responder","Boa","Excelente"
"1341","2020/11/06 8:51:05 AM GMT-3","2","Ciências Biológicas","Patos","Não","Algumas","Péssimo","Piorou","Pior","Pior","Não sei/Não quero responder","Sim","Sim","Ruim","Razoável","Menos exigentes","Muito maior","Não","Péssima","Regular"
"1348","2020/11/06 9:01:07 AM GMT-3","7","Ciências Biológicas","Cuité","Não","Algumas","Razoável","Piorou","Não sei/Não quero responder","Pior","Raramente","Não","Sim","Boa","Bom","Tão exigentes quanto","Muito maior","Não sei/Não quero responder","Regular","Bom"
"1359","2020/11/06 9:10:24 AM GMT-3","1","Ciências Biológicas","Cuité","Sim","Todas","Ruim","Piorou","Pior","Pior","Raramente","Não","Sim","Boa","Bom","Não sei/Não quero responder","Não sei/Não quero responder","Não","Péssima","Bom"
"1360","2020/11/06 9:11:36 AM GMT-3","1","Ciências Biológicas","Cuité","Sim","Algumas","Razoável","Não mudou","Pior","Pior","Frequentemente","Sim","Sim","Boa","Razoável","Mais exigentes","Muito maior","Sim","Excelente","Bom"
"1379","2020/11/06 9:31:01 AM GMT-3","10","Ciências Biológicas","Patos","Sim","Todas","Bom","Melhorou","Melhor","Melhor","Raramente","Não","Nao","Boa","Bom","Menos exigentes","Menor","Não","Regular","Bom"
"1391","2020/11/06 9:46:00 AM GMT-3","1","Ciências Biológicas","Cuité","Não","Algumas","Ruim","Piorou","Pior","Pior","Frequentemente","Não","Sim","Razoável","Bom","Tão exigentes quanto","Maior","Sim","Regular","Bom"
"1414","2020/11/06 10:19:56 AM GMT-3","1","Ciências Biológicas","Cuité","Não","Algumas","Razoável","Não sei/Não quero responder","Não sei/Não quero responder","Pior","Raramente","Sim","Não passo por essas dificuldades","Boa","Bom","Tão exigentes quanto","Não sei/Não quero responder","Não sei/Não quero responder","Boa","Bom"
"1440","2020/11/06 10:50:28 AM GMT-3","1","Ciências Biológicas","Cuité","Sim","Algumas","Bom","Não mudou","Pior","Não afetou","Frequentemente","Sim","Sim","Excelente","Bom","Menos exigentes","Menor","Não","Boa","Bom"
"1444","2020/11/06 10:57:07 AM GMT-3","3","Ciências Biológicas","Cuité","Não","Algumas","Ruim","Piorou","Pior","Pior","Frequentemente","Não","Sim","Boa","Insuficiente","Menos exigentes","Muito maior","Sim","Regular","Bom"
"1445","2020/11/06 10:59:12 AM GMT-3","4","Ciências Biológicas","Patos","Não","Algumas","Razoável","Melhorou","Pior","Não afetou","Raramente","Não","Sim","Ruim","Inexistente","Mais exigentes","Muito maior","Sim","Ruim","Regular"
"1446","2020/11/06 10:59:41 AM GMT-3","1","Ciências Biológicas","Cuité","Não","Nenhuma","Razoável","Piorou","Pior","Pior","Raramente","Não","Sim","Razoável","Bom","Tão exigentes quanto","Maior","Sim","Boa","Bom"
"1453","2020/11/06 11:06:07 AM GMT-3","2","Ciências Biológicas","Patos","Não","Algumas","Razoável","Não mudou","Não sei/Não quero responder","Não sei/Não quero responder","Frequentemente","Não sei/Não quero responder","Sim","Razoável","Bom","Tão exigentes quanto","Não sei/Não quero responder","Não sei/Não quero responder","Ruim","Regular"
"1471","2020/11/06 11:55:24 AM GMT-3","3","Ciências Biológicas","Patos","Sim","Algumas","Ruim","Piorou","Pior","Não sei/Não quero responder","Frequentemente","Não","Sim","Razoável","Insuficiente","Tão exigentes quanto","Maior","Não sei/Não quero responder","Ruim","Bom"
"1473","2020/11/06 12:03:56 PM GMT-3","1","Ciências Biológicas","Cuité","Não sei/Não quero responder","Não sei/Não quero responder","Não sei/Não quero responder","Não sei/Não quero responder","Pior","Não afetou","Não sei/Não quero responder","Não sei/Não quero responder","Não sei/Não quero responder","Não sei/Não quero responder","Não sei/Não quero responder","Não sei/Não quero responder","Não sei/Não quero responder","Não sei/Não quero responder","Boa","Não sei/Não quero responder"
"1481","2020/11/06 12:30:54 PM GMT-3","1","Ciências Biológicas","Cuité","Não","Algumas","Bom","Não sei/Não quero responder","Não sei/Não quero responder","Não sei/Não quero responder","Raramente","Sim","Nao","Excelente","Excelente","Tão exigentes quanto","Igual","Não","Boa","Bom"
"1485","2020/11/06 12:51:59 PM GMT-3","1","Ciências Biológicas","Cuité","Não","Algumas","Bom","Não mudou","Igual","Não afetou","Frequentemente","Não sei/Não quero responder","Sim","Boa","Razoável","Tão exigentes quanto","Maior","Não sei/Não quero responder","Boa","Bom"
"1486","2020/11/06 1:06:09 PM GMT-3","1","Ciências Biológicas","Cuité","Sim","Algumas","Bom","Não mudou","Igual","Não afetou","Raramente","Sim","Nao","Boa","Bom","Menos exigentes","Igual","Não","Boa","Bom"
"1487","2020/11/06 1:06:26 PM GMT-3","3","Ciências Biológicas","Patos","Sim","Todas","Bom","Não sei/Não quero responder","Igual","Não afetou","Raramente","Sim","Sim","Boa","Excelente","Não sei/Não quero responder","Maior","Não sei/Não quero responder","Boa","Excelente"
"1492","2020/11/06 2:19:08 PM GMT-3","6","Ciências Biológicas","Cuité","Sim","Algumas","Ruim","Piorou","Pior","Pior","Raramente","Sim","Sim","Boa","Razoável","Menos exigentes","Menor","Não","Boa","Bom"
"1510","2020/11/06 4:07:25 PM GMT-3","5","Ciências Biológicas","Patos","Não","Algumas","Razoável","Não mudou","Pior","Não afetou","Raramente","Não","Sim","Boa","Bom","Mais exigentes","Muito maior","Sim","Boa","Excelente"
"1561","2020/11/08 12:16:34 PM GMT-3","3","Ciências Biológicas","Cajazeiras","Não","Algumas","Ruim","Piorou","Pior","Pior","Frequentemente","Não","Sim","Boa","Razoável","Tão exigentes quanto","Maior","Não sei/Não quero responder","Regular","Bom"
