"","data","Período","Curso","Campus","Você.acredita.que.as.vagas.ofertadas.no.RAE.foram.suficientes.","Com.relação.às.disciplinas.que.queria.cursar..você.conseguiu.se.matricular.em.","No.geral..você.acha.o.RAE.","Você.acredita.que.o.seu.desempenho.no.RAE..em.comparação.com.o.presencial.","Na.sua.opinião..a.qualidade.do.ensino.no.RAE..em.comparação.com.o.presencial..é.","Você.acredita.que.o.RAE.afetou.sua.saúde.mental.para.","No.que.diz.respeito.a.dificuldades.técnicas..queda.de.internet.ou.energia..indisponibilidade.de.equipamento.etc...você.passa.por.elas.","Na.sua.opinião..os.professores.são.tolerantes.com.imprevistos.que.impossibilitem.a.realização.de.atividades.","No.geral..você.acha.que.essas.dificuldades.prejudicam.o.seu.desempenho.","Em.geral..você.acha.que.a.atuação.dos.professores.no.RAE.é.está.sendo.","Na.sua.experiência..o.atendimento.individual.dos.professores.aos.alunos.está.sendo.","Na.sua.opinião..em.comparação.com.o.regime.presencial..no.RAE.os.professores.estão.","No.geral..em.comparação.com.o.regime.presencial..você.acha.que.o.volume.de.atividades.exigidas.no.RAE.é.","Você.julga.esse.volume.de.atividades.abusivo.","Como.você.avalia.a.atuação.da.UFCG.diante.da.pandemia.","Como.você.avalia.o.desempenho.da.coordenação.do.seu.curso.no.atendimento.e.suporte.aos.estudantes.no.RAE."
"321","2020/10/29 4:11:07 PM GMT-3","2","Geografia","Cajazeiras","Sim","Todas","Ruim","Piorou","Pior","Não afetou","Frequentemente","Não","Sim","Razoável","Bom","Tão exigentes quanto","Muito maior","Sim","Boa","Excelente"
"322","2020/10/29 4:12:11 PM GMT-3","5","Geografia","Cajazeiras","Não","Todas","Bom","Não sei/Não quero responder","Pior","Pior","Raramente","Sim","Sim","Razoável","Razoável","Mais exigentes","Muito maior","Sim","Regular","Não sei/Não quero responder"
"323","2020/10/29 4:12:25 PM GMT-3","1","Geografia","Cajazeiras","Não sei/Não quero responder","Algumas","Razoável","Não mudou","Pior","Não afetou","Frequentemente","Não sei/Não quero responder","Sim","Boa","Não sei/Não quero responder","Não sei/Não quero responder","Igual","Não","Boa","Bom"
"324","2020/10/29 4:14:05 PM GMT-3","10","Geografia","Cajazeiras","Sim","Todas","Bom","Não mudou","Igual","Não afetou","Frequentemente","Sim","Sim","Boa","Razoável","Tão exigentes quanto","Igual","Sim","Regular","Bom"
"325","2020/10/29 4:15:31 PM GMT-3","7","Geografia","Cajazeiras","Sim","Algumas","Ruim","Piorou","Pior","Pior","Frequentemente","Não","Sim","Razoável","Insuficiente","Tão exigentes quanto","Maior","Não","Ruim","Excelente"
"326","2020/10/29 4:15:38 PM GMT-3","1","Geografia","Cajazeiras","Não sei/Não quero responder","Não sei/Não quero responder","Não sei/Não quero responder","Não sei/Não quero responder","Não sei/Não quero responder","Não afetou","Raramente","Não sei/Não quero responder","Sim","Não sei/Não quero responder","Não sei/Não quero responder","Não sei/Não quero responder","Não sei/Não quero responder","Não sei/Não quero responder","Não sei/Não quero responder","Não sei/Não quero responder"
"328","2020/10/29 4:24:14 PM GMT-3","5","Geografia","Cajazeiras","Sim","Todas","Ruim","Piorou","Pior","Pior","Raramente","Não","Sim","Boa","Bom","Tão exigentes quanto","Muito maior","Sim","Boa","Bom"
"329","2020/10/29 4:31:33 PM GMT-3","3","Geografia","Cajazeiras","Não sei/Não quero responder","Todas","Razoável","Não mudou","Igual","Pior","Raramente","Não","Nao","Boa","Razoável","Tão exigentes quanto","Igual","Não","Excelente","Regular"
"330","2020/10/29 4:32:06 PM GMT-3","3","Geografia","Cajazeiras","Não","Algumas","Razoável","Piorou","Pior","Pior","Raramente","Não","Sim","Ruim","Razoável","Tão exigentes quanto","Muito maior","Sim","Regular","Regular"
"332","2020/10/29 4:35:23 PM GMT-3","5","Geografia","Cajazeiras","Não sei/Não quero responder","Todas","Razoável","Piorou","Pior","Não afetou","Frequentemente","Sim","Sim","Excelente","Bom","Tão exigentes quanto","Muito maior","Não","Excelente","Bom"
"333","2020/10/29 4:35:27 PM GMT-3","3","Geografia","Cajazeiras","Não","Todas","Razoável","Piorou","Pior","Pior","Frequentemente","Não sei/Não quero responder","Sim","Razoável","Razoável","Mais exigentes","Maior","Não sei/Não quero responder","Regular","Bom"
"334","2020/10/29 4:44:52 PM GMT-3","5","Geografia","Cajazeiras","Não sei/Não quero responder","Todas","Péssimo","Piorou","Pior","Pior","Raramente","Não","Sim","Razoável","Bom","Mais exigentes","Muito maior","Sim","Ruim","Bom"
"335","2020/10/29 4:52:36 PM GMT-3","3","Geografia","Cajazeiras","Não","Algumas","Razoável","Não mudou","Pior","Não afetou","Raramente","Não sei/Não quero responder","Sim","Boa","Inexistente","Tão exigentes quanto","Muito maior","Não","Ruim","Regular"
"336","2020/10/29 4:53:14 PM GMT-3","7","Geografia","Cajazeiras","Não sei/Não quero responder","Algumas","Razoável","Piorou","Igual","Não afetou","Raramente","Sim","Não sei/Não quero responder","Boa","Razoável","Menos exigentes","Igual","Não sei/Não quero responder","Ruim","Ruim"
"337","2020/10/29 4:53:29 PM GMT-3","5","Geografia","Cajazeiras","Não sei/Não quero responder","Todas","Excelente","Não mudou","Igual","Não afetou","Frequentemente","Sim","Sim","Razoável","Bom","Tão exigentes quanto","Maior","Não sei/Não quero responder","Boa","Excelente"
"338","2020/10/29 4:53:48 PM GMT-3","3","Geografia","Cajazeiras","Não sei/Não quero responder","Todas","Bom","Não mudou","Pior","Não afetou","Frequentemente","Sim","Sim","Boa","Bom","Menos exigentes","Muito maior","Não sei/Não quero responder","Boa","Bom"
"339","2020/10/29 4:54:47 PM GMT-3","1","Geografia","Cajazeiras","Não","Algumas","Razoável","Não sei/Não quero responder","Pior","Pior","Raramente","Sim","Sim","Boa","Razoável","Não sei/Não quero responder","Muito maior","Sim","Regular","Regular"
"341","2020/10/29 5:14:59 PM GMT-3","2","Geografia","Cajazeiras","Sim","Todas","Ruim","Piorou","Pior","Pior","Frequentemente","Sim","Sim","Boa","Razoável","Tão exigentes quanto","Maior","Sim","Boa","Bom"
"342","2020/10/29 5:16:59 PM GMT-3","5","Geografia","Cajazeiras","Não","Algumas","Péssimo","Piorou","Pior","Pior","Frequentemente","Sim","Sim","Péssima","Razoável","Mais exigentes","Muito maior","Sim","Péssima","Regular"
"343","2020/10/29 5:24:36 PM GMT-3","3","Geografia","Cajazeiras","Não","Algumas","Razoável","Não sei/Não quero responder","Não sei/Não quero responder","Pior","Frequentemente","Sim","Sim","Boa","Insuficiente","Menos exigentes","Igual","Não sei/Não quero responder","Regular","Regular"
"344","2020/10/29 5:40:08 PM GMT-3","9","Geografia","Cajazeiras","Sim","Todas","Excelente","Melhorou","Melhor","Não afetou","Raramente","Sim","Nao","Boa","Bom","Tão exigentes quanto","Igual","Não","Boa","Bom"
"345","2020/10/29 5:45:02 PM GMT-3","5","Geografia","Cajazeiras","Sim","Todas","Razoável","Piorou","Pior","Pior","Frequentemente","Sim","Sim","Boa","Razoável","Mais exigentes","Muito maior","Sim","Boa","Bom"
"346","2020/10/29 5:59:50 PM GMT-3","2","Geografia","Cajazeiras","Sim","Todas","Bom","Não mudou","Igual","Melhor","Raramente","Sim","Sim","Razoável","Bom","Menos exigentes","Maior","Não","Regular","Bom"
"347","2020/10/29 6:10:44 PM GMT-3","2","Geografia","Cajazeiras","Sim","Todas","Razoável","Piorou","Pior","Pior","Raramente","Sim","Sim","Boa","Bom","Tão exigentes quanto","Igual","Não","Boa","Bom"
"348","2020/10/29 6:13:19 PM GMT-3","1","Geografia","Cajazeiras","Sim","Todas","Razoável","Melhorou","Igual","Pior","Frequentemente","Sim","Sim","Boa","Razoável","Menos exigentes","Igual","Não","Regular","Bom"
"349","2020/10/29 6:14:06 PM GMT-3","4","Geografia","Cajazeiras","Sim","Todas","Ruim","Piorou","Pior","Não afetou","Raramente","Sim","Sim","Boa","Bom","Mais exigentes","Muito maior","Sim","Boa","Excelente"
"350","2020/10/29 6:18:44 PM GMT-3","1","Geografia","Cajazeiras","Sim","Todas","Bom","Não mudou","Igual","Não afetou","Frequentemente","Sim","Nao","Boa","Bom","Menos exigentes","Menor","Não","Boa","Excelente"
"351","2020/10/29 6:50:05 PM GMT-3","1","Geografia","Cajazeiras","Não sei/Não quero responder","Algumas","Péssimo","Piorou","Pior","Pior","Frequentemente","Sim","Sim","Boa","Excelente","Mais exigentes","Muito maior","Sim","Regular","Excelente"
"352","2020/10/29 6:58:55 PM GMT-3","4","Geografia","Cajazeiras","Não sei/Não quero responder","Todas","Bom","Não sei/Não quero responder","Não sei/Não quero responder","Não sei/Não quero responder","Frequentemente","Sim","Sim","Boa","Bom","Mais exigentes","Muito maior","Não sei/Não quero responder","Boa","Bom"
"353","2020/10/29 6:59:07 PM GMT-3","3","Geografia","Cajazeiras","Não","Algumas","Ruim","Piorou","Pior","Pior","Frequentemente","Não","Sim","Razoável","Insuficiente","Mais exigentes","Maior","Não sei/Não quero responder","Não sei/Não quero responder","Não sei/Não quero responder"
"354","2020/10/29 7:05:43 PM GMT-3","8","Geografia","Cajazeiras","Sim","Todas","Bom","Não mudou","Pior","Pior","Frequentemente","Sim","Sim","Boa","Razoável","Tão exigentes quanto","Igual","Não","Boa","Bom"
"355","2020/10/29 7:34:32 PM GMT-3","4","Geografia","Cajazeiras","Não","Todas","Razoável","Piorou","Pior","Pior","Frequentemente","Sim","Sim","Boa","Razoável","Mais exigentes","Muito maior","Sim","Boa","Bom"
"357","2020/10/29 7:47:27 PM GMT-3","8","Geografia","Cajazeiras","Não","Todas","Bom","Não mudou","Igual","Não afetou","Frequentemente","Não","Sim","Boa","Razoável","Tão exigentes quanto","Igual","Não","Boa","Bom"
"358","2020/10/29 7:47:42 PM GMT-3","3","Geografia","Cajazeiras","Não","Algumas","Bom","Melhorou","Pior","Não afetou","Frequentemente","Não","Sim","Razoável","Insuficiente","Tão exigentes quanto","Maior","Não sei/Não quero responder","Boa","Excelente"
"359","2020/10/29 8:02:48 PM GMT-3","7","Geografia","Cajazeiras","Sim","Todas","Razoável","Piorou","Pior","Pior","Raramente","Sim","Sim","Boa","Bom","Tão exigentes quanto","Muito maior","Sim","Boa","Excelente"
"360","2020/10/29 8:14:14 PM GMT-3","5","Geografia","Cajazeiras","Sim","Todas","Ruim","Não mudou","Pior","Pior","Frequentemente","Sim","Sim","Boa","Bom","Mais exigentes","Muito maior","Sim","Regular","Regular"
"361","2020/10/29 8:17:58 PM GMT-3","3","Geografia","Cajazeiras","Sim","Algumas","Razoável","Piorou","Pior","Pior","Raramente","Sim","Sim","Boa","Bom","Tão exigentes quanto","Muito maior","Sim","Boa","Excelente"
"363","2020/10/29 9:44:07 PM GMT-3","1","Geografia","Cajazeiras","Não sei/Não quero responder","Não sei/Não quero responder","Bom","Não sei/Não quero responder","Não sei/Não quero responder","Não sei/Não quero responder","Frequentemente","Não sei/Não quero responder","Não sei/Não quero responder","Não sei/Não quero responder","Bom","Mais exigentes","Muito menor","Não","Excelente","Bom"
"364","2020/10/29 9:48:33 PM GMT-3","3","Geografia","Cajazeiras","Não","Algumas","Razoável","Não mudou","Igual","Não sei/Não quero responder","Nunca","Não","Sim","Boa","Bom","Mais exigentes","Muito maior","Sim","Boa","Bom"
"365","2020/10/29 9:50:54 PM GMT-3","8","Geografia","Cajazeiras","Não","Todas","Bom","Não mudou","Pior","Pior","Frequentemente","Não","Sim","Boa","Razoável","Tão exigentes quanto","Muito maior","Não sei/Não quero responder","Boa","Bom"
"366","2020/10/29 10:07:39 PM GMT-3","5","Geografia","Cajazeiras","Não sei/Não quero responder","Todas","Razoável","Piorou","Pior","Pior","Frequentemente","Sim","Sim","Razoável","Bom","Tão exigentes quanto","Maior","Sim","Boa","Bom"
"367","2020/10/29 10:16:51 PM GMT-3","9","Geografia","Cajazeiras","Sim","Todas","Excelente","Melhorou","Melhor","Não afetou","Raramente","Sim","Nao","Boa","Bom","Tão exigentes quanto","Igual","Não","Boa","Bom"
"368","2020/10/29 10:42:54 PM GMT-3","2","Geografia","Cajazeiras","Não","Algumas","Bom","Não mudou","Pior","Não afetou","Raramente","Sim","Nao","Boa","Razoável","Menos exigentes","Igual","Não","Boa","Bom"
"369","2020/10/30 2:57:55 AM GMT-3","1","Geografia","Cajazeiras","Não","Nenhuma","Razoável","Piorou","Igual","Não afetou","Raramente","Não","Não sei/Não quero responder","Razoável","Inexistente","Menos exigentes","Maior","Não","Boa","Regular"
"370","2020/10/30 8:37:38 AM GMT-3","8","Geografia","Cajazeiras","Sim","Todas","Razoável","Não mudou","Igual","Não afetou","Frequentemente","Sim","Sim","Boa","Razoável","Mais exigentes","Maior","Sim","Boa","Excelente"
"371","2020/10/30 8:38:29 AM GMT-3","2","Geografia","Cajazeiras","Sim","Todas","Ruim","Piorou","Pior","Pior","Frequentemente","Sim","Sim","Razoável","Razoável","Tão exigentes quanto","Maior","Não sei/Não quero responder","Ruim","Bom"
"372","2020/10/30 8:55:55 AM GMT-3","8","Geografia","Cajazeiras","Sim","Todas","Razoável","Não mudou","Igual","Não sei/Não quero responder","Raramente","Não sei/Não quero responder","Não sei/Não quero responder","Boa","Não sei/Não quero responder","Mais exigentes","Maior","Sim","Boa","Bom"
"373","2020/10/30 9:46:19 AM GMT-3","8","Geografia","Cajazeiras","Não","Todas","Péssimo","Piorou","Pior","Pior","Raramente","Não","Sim","Ruim","Inexistente","Mais exigentes","Muito maior","Sim","Ruim","Regular"
"375","2020/10/30 10:02:43 AM GMT-3","4","Geografia","Cajazeiras","Não","Todas","Razoável","Não mudou","Igual","Não afetou","Frequentemente","Sim","Sim","Razoável","Razoável","Mais exigentes","Maior","Não","Boa","Regular"
"376","2020/10/30 10:03:33 AM GMT-3","4","Geografia","Cajazeiras","Sim","Todas","Razoável","Não mudou","Igual","Pior","Raramente","Não","Sim","Boa","Razoável","Mais exigentes","Muito maior","Sim","Regular","Regular"
"378","2020/10/30 10:40:16 AM GMT-3","8","Geografia","Cajazeiras","Sim","Todas","Bom","Não mudou","Igual","Não afetou","Frequentemente","Sim","Sim","Boa","Razoável","Tão exigentes quanto","Muito maior","Não","Regular","Bom"
"380","2020/10/30 4:49:47 PM GMT-3","1","Geografia","Cajazeiras","Não sei/Não quero responder","Algumas","Péssimo","Piorou","Pior","Pior","Raramente","Não","Sim","Ruim","Insuficiente","Mais exigentes","Muito maior","Sim","Excelente","Excelente"
"382","2020/10/30 7:45:23 PM GMT-3","7","Geografia","Cajazeiras","Sim","Algumas","Razoável","Melhorou","Igual","Não sei/Não quero responder","Frequentemente","Sim","Não sei/Não quero responder","Boa","Razoável","Tão exigentes quanto","Igual","Sim","Não sei/Não quero responder","Não sei/Não quero responder"
"384","2020/10/30 10:36:13 PM GMT-3","7","Geografia","Cajazeiras","Sim","Todas","Razoável","Não sei/Não quero responder","Pior","Pior","Frequentemente","Sim","Sim","Razoável","Razoável","Mais exigentes","Maior","Sim","Ruim","Bom"
"386","2020/10/31 1:54:16 PM GMT-3","5","Geografia","Cajazeiras","Sim","Algumas","Péssimo","Piorou","Pior","Pior","Frequentemente","Não","Sim","Razoável","Inexistente","Mais exigentes","Muito maior","Sim","Regular","Regular"
"387","2020/10/31 9:12:04 PM GMT-3","4","Geografia","Cajazeiras","Não","Todas","Péssimo","Piorou","Pior","Pior","Raramente","Não sei/Não quero responder","Sim","Razoável","Inexistente","Tão exigentes quanto","Muito maior","Sim","Boa","Bom"
"388","2020/10/31 9:28:01 PM GMT-3","3","Geografia","Cajazeiras","Não sei/Não quero responder","Algumas","Bom","Não mudou","Pior","Não afetou","Raramente","Sim","Não passo por essas dificuldades","Boa","Excelente","Tão exigentes quanto","Maior","Não","Boa","Excelente"
"389","2020/11/01 4:29:35 PM GMT-3","2","Geografia","Cajazeiras","Não sei/Não quero responder","Algumas","Péssimo","Piorou","Pior","Pior","Frequentemente","Não sei/Não quero responder","Sim","Ruim","Razoável","Tão exigentes quanto","Igual","Não sei/Não quero responder","Regular","Regular"
"392","2020/11/02 8:52:58 AM GMT-3","2","Geografia","Cajazeiras","Não","Todas","Razoável","Piorou","Pior","Pior","Raramente","Sim","Sim","Boa","Bom","Tão exigentes quanto","Igual","Não","Regular","Bom"
"394","2020/11/02 6:07:32 PM GMT-3","9","Geografia","Cajazeiras","Não","Algumas","Razoável","Piorou","Pior","Pior","Frequentemente","Sim","Sim","Boa","Bom","Tão exigentes quanto","Muito maior","Sim","Não sei/Não quero responder","Bom"
"397","2020/11/03 10:50:31 AM GMT-3","2","Geografia","Cajazeiras","Sim","Todas","Razoável","Piorou","Pior","Pior","Frequentemente","Sim","Sim","Razoável","Insuficiente","Mais exigentes","Muito maior","Sim","Regular","Não sei/Não quero responder"
"398","2020/11/03 11:19:48 AM GMT-3","4","Geografia","Cajazeiras","Sim","Todas","Razoável","Não mudou","Pior","Não sei/Não quero responder","Frequentemente","Sim","Sim","Razoável","Razoável","Tão exigentes quanto","Maior","Sim","Boa","Bom"
"399","2020/11/03 2:03:01 PM GMT-3","4","Geografia","Cajazeiras","Não sei/Não quero responder","Todas","Razoável","Não mudou","Pior","Não sei/Não quero responder","Frequentemente","Não","Sim","Péssima","Inexistente","Mais exigentes","Muito maior","Sim","Regular","Regular"
"400","2020/11/03 8:22:45 PM GMT-3","7","Geografia","Cajazeiras","Sim","Todas","Bom","Piorou","Igual","Não afetou","Raramente","Sim","Não sei/Não quero responder","Boa","Bom","Tão exigentes quanto","Maior","Sim","Não sei/Não quero responder","Excelente"
"401","2020/11/04 4:33:39 PM GMT-3","3","Geografia","Cajazeiras","Não","Todas","Razoável","Piorou","Pior","Pior","Frequentemente","Sim","Sim","Razoável","Razoável","Não sei/Não quero responder","Maior","Não","Regular","Excelente"
"402","2020/11/04 4:34:21 PM GMT-3","5","Geografia","Cajazeiras","Sim","Todas","Péssimo","Piorou","Pior","Pior","Frequentemente","Sim","Sim","Ruim","Razoável","Mais exigentes","Muito maior","Sim","Boa","Regular"
"404","2020/11/04 4:34:26 PM GMT-3","8","Geografia","Cajazeiras","Sim","Algumas","Bom","Não mudou","Melhor","Não afetou","Raramente","Sim","Sim","Boa","Bom","Mais exigentes","Menor","Não","Boa","Bom"
"405","2020/11/04 4:46:13 PM GMT-3","3","Geografia","Cajazeiras","Não","Algumas","Ruim","Piorou","Pior","Pior","Frequentemente","Sim","Sim","Razoável","Bom","Mais exigentes","Muito maior","Sim","Regular","Excelente"
"407","2020/11/04 4:52:22 PM GMT-3","2","Geografia","Cajazeiras","Sim","Todas","Razoável","Não mudou","Pior","Não afetou","Raramente","Sim","Sim","Boa","Bom","Menos exigentes","Maior","Não","Boa","Bom"
"408","2020/11/04 4:55:24 PM GMT-3","1","Geografia","Cajazeiras","Sim","Todas","Bom","Não mudou","Pior","Não afetou","Raramente","Sim","Sim","Boa","Não sei/Não quero responder","Mais exigentes","Muito menor","Sim","Não sei/Não quero responder","Regular"
"409","2020/11/04 5:16:50 PM GMT-3","2","Geografia","Cajazeiras","Sim","Algumas","Razoável","Não mudou","Pior","Pior","Frequentemente","Sim","Sim","Excelente","Razoável","Mais exigentes","Muito maior","Não sei/Não quero responder","Excelente","Bom"
"410","2020/11/04 5:28:32 PM GMT-3","4","Geografia","Cajazeiras","Sim","Todas","Péssimo","Piorou","Pior","Pior","Frequentemente","Sim","Sim","Razoável","Razoável","Mais exigentes","Muito maior","Sim","Regular","Regular"
"411","2020/11/04 5:36:37 PM GMT-3","1","Geografia","Cajazeiras","Sim","Todas","Ruim","Piorou","Pior","Não afetou","Frequentemente","Não sei/Não quero responder","Sim","Boa","Inexistente","Tão exigentes quanto","Muito maior","Sim","Não sei/Não quero responder","Regular"
"412","2020/11/04 5:50:36 PM GMT-3","2","Geografia","Cajazeiras","Não sei/Não quero responder","Todas","Ruim","Piorou","Pior","Pior","Frequentemente","Não sei/Não quero responder","Sim","Ruim","Insuficiente","Mais exigentes","Muito maior","Sim","Regular","Não sei/Não quero responder"
"414","2020/11/04 6:46:46 PM GMT-3","5","Geografia","Cajazeiras","Não sei/Não quero responder","Algumas","Bom","Melhorou","Melhor","Melhor","Raramente","Sim","Não passo por essas dificuldades","Boa","Inexistente","Tão exigentes quanto","Igual","Não sei/Não quero responder","Boa","Bom"
"436","2020/11/04 8:15:08 PM GMT-3","6","Geografia","Cajazeiras","Sim","Algumas","Razoável","Piorou","Pior","Não afetou","Frequentemente","Sim","Sim","Razoável","Razoável","Tão exigentes quanto","Maior","Sim","Regular","Bom"
"484","2020/11/05 6:40:18 AM GMT-3","3","Geografia","Cajazeiras","Não sei/Não quero responder","Algumas","Excelente","Melhorou","Igual","Não afetou","Raramente","Sim","Não passo por essas dificuldades","Razoável","Insuficiente","Tão exigentes quanto","Igual","Não","Regular","Regular"
"486","2020/11/05 7:03:46 AM GMT-3","8","Geografia","Cajazeiras","Não sei/Não quero responder","Todas","Bom","Não sei/Não quero responder","Igual","Não sei/Não quero responder","Raramente","Sim","Não sei/Não quero responder","Boa","Razoável","Não sei/Não quero responder","Maior","Não sei/Não quero responder","Boa","Bom"
"500","2020/11/05 9:41:11 AM GMT-3","2","Geografia","Cajazeiras","Não sei/Não quero responder","Nenhuma","Péssimo","Piorou","Pior","Pior","Frequentemente","Não","Sim","Péssima","Inexistente","Menos exigentes","Muito maior","Sim","Péssima","Péssimo"
"529","2020/11/05 10:02:20 AM GMT-3","3","Geografia","Campina Grande","Sim","Algumas","Bom","Não mudou","Igual","Não afetou","Raramente","Sim","Nao","Boa","Razoável","Tão exigentes quanto","Maior","Não sei/Não quero responder","Regular","Regular"
"607","2020/11/05 10:59:04 AM GMT-3","4","Geografia","Cajazeiras","Não sei/Não quero responder","Todas","Razoável","Não mudou","Pior","Pior","Raramente","Não","Sim","Razoável","Razoável","Mais exigentes","Muito maior","Sim","Regular","Regular"
"1200","2020/11/05 6:39:45 PM GMT-3","1","Geografia","Cajazeiras","Não sei/Não quero responder","Todas","Razoável","Não sei/Não quero responder","Não sei/Não quero responder","Não afetou","Frequentemente","Não sei/Não quero responder","Sim","Boa","Não sei/Não quero responder","Menos exigentes","Igual","Não","Excelente","Excelente"
"1209","2020/11/05 7:25:02 PM GMT-3","1","Geografia","Cajazeiras","Sim","Algumas","Ruim","Piorou","Pior","Pior","Frequentemente","Não sei/Não quero responder","Sim","Razoável","Insuficiente","Mais exigentes","Muito maior","Não sei/Não quero responder","Boa","Bom"
"1223","2020/11/05 8:24:40 PM GMT-3","8","Geografia","Cajazeiras","Não","Algumas","Péssimo","Piorou","Pior","Pior","Frequentemente","Sim","Sim","Boa","Não sei/Não quero responder","Tão exigentes quanto","Maior","Não","Regular","Bom"
"1246","2020/11/05 11:18:30 PM GMT-3","6","Geografia","Cajazeiras","Não","Algumas","Razoável","Piorou","Pior","Não afetou","Frequentemente","Sim","Sim","Razoável","Razoável","Tão exigentes quanto","Igual","Não","Boa","Regular"
"1528","2020/11/06 9:56:58 PM GMT-3","3","Geografia","Cajazeiras","Não","Algumas","Ruim","Não mudou","Igual","Pior","Raramente","Sim","Sim","Razoável","Não sei/Não quero responder","Tão exigentes quanto","Maior","Não sei/Não quero responder","Ruim","Bom"
"1532","2020/11/06 11:36:17 PM GMT-3","3","Geografia","Cajazeiras","Sim","Todas","Bom","Melhorou","Igual","Não afetou","Nunca","Sim","Não passo por essas dificuldades","Boa","Bom","Tão exigentes quanto","Igual","Não","Boa","Bom"
"1562","2020/11/08 2:06:55 PM GMT-3","9","Geografia","Cajazeiras","Sim","Todas","Ruim","Piorou","Pior","Não afetou","Raramente","Sim","Sim","Razoável","Insuficiente","Menos exigentes","Maior","Sim","Regular","Bom"
"1564","2020/11/09 9:22:13 AM GMT-3","7","Geografia","Cajazeiras","Sim","Todas","Razoável","Piorou","Pior","Pior","Frequentemente","Sim","Sim","Razoável","Razoável","Tão exigentes quanto","Muito maior","Não","Regular","Regular"
