"","data","Período","Curso","Campus","Você.acredita.que.as.vagas.ofertadas.no.RAE.foram.suficientes.","Com.relação.às.disciplinas.que.queria.cursar..você.conseguiu.se.matricular.em.","No.geral..você.acha.o.RAE.","Você.acredita.que.o.seu.desempenho.no.RAE..em.comparação.com.o.presencial.","Na.sua.opinião..a.qualidade.do.ensino.no.RAE..em.comparação.com.o.presencial..é.","Você.acredita.que.o.RAE.afetou.sua.saúde.mental.para.","No.que.diz.respeito.a.dificuldades.técnicas..queda.de.internet.ou.energia..indisponibilidade.de.equipamento.etc...você.passa.por.elas.","Na.sua.opinião..os.professores.são.tolerantes.com.imprevistos.que.impossibilitem.a.realização.de.atividades.","No.geral..você.acha.que.essas.dificuldades.prejudicam.o.seu.desempenho.","Em.geral..você.acha.que.a.atuação.dos.professores.no.RAE.é.está.sendo.","Na.sua.experiência..o.atendimento.individual.dos.professores.aos.alunos.está.sendo.","Na.sua.opinião..em.comparação.com.o.regime.presencial..no.RAE.os.professores.estão.","No.geral..em.comparação.com.o.regime.presencial..você.acha.que.o.volume.de.atividades.exigidas.no.RAE.é.","Você.julga.esse.volume.de.atividades.abusivo.","Como.você.avalia.a.atuação.da.UFCG.diante.da.pandemia.","Como.você.avalia.o.desempenho.da.coordenação.do.seu.curso.no.atendimento.e.suporte.aos.estudantes.no.RAE."
"812","2020/11/05 2:15:36 PM GMT-3","5","Enfermagem","Cuité","Não","Algumas","Ruim","Piorou","Pior","Pior","Frequentemente","Sim","Sim","Boa","Insuficiente","Mais exigentes","Muito maior","Sim","Boa","Não sei/Não quero responder"
"814","2020/11/05 2:18:56 PM GMT-3","5","Enfermagem","Cuité","Não","Algumas","Razoável","Não mudou","Pior","Pior","Nunca","Sim","Sim","Boa","Razoável","Mais exigentes","Muito maior","Sim","Ruim","Excelente"
"815","2020/11/05 2:19:05 PM GMT-3","5","Enfermagem","Cuité","Não","Todas","Ruim","Piorou","Pior","Pior","Frequentemente","Não","Sim","Razoável","Inexistente","Mais exigentes","Muito maior","Sim","Ruim","Regular"
"821","2020/11/05 2:27:09 PM GMT-3","4","Enfermagem","Cuité","Não","Todas","Razoável","Não mudou","Pior","Pior","Raramente","Sim","Sim","Boa","Bom","Mais exigentes","Muito maior","Sim","Ruim","Bom"
"828","2020/11/05 2:31:43 PM GMT-3","4","Enfermagem","Cuité","Não sei/Não quero responder","Algumas","Razoável","Não mudou","Pior","Não sei/Não quero responder","Raramente","Sim","Sim","Boa","Razoável","Mais exigentes","Muito maior","Não sei/Não quero responder","Regular","Regular"
"834","2020/11/05 2:36:08 PM GMT-3","4","Enfermagem","Cuité","Não sei/Não quero responder","Todas","Razoável","Piorou","Pior","Pior","Raramente","Sim","Não passo por essas dificuldades","Boa","Bom","Menos exigentes","Muito maior","Não sei/Não quero responder","Boa","Bom"
"870","2020/11/05 2:54:36 PM GMT-3","4","Enfermagem","Cuité","Sim","Todas","Ruim","Piorou","Pior","Pior","Raramente","Sim","Sim","Razoável","Razoável","Mais exigentes","Muito maior","Sim","Ruim","Ruim"
"878","2020/11/05 2:55:45 PM GMT-3","4","Enfermagem","Cuité","Não","Todas","Ruim","Piorou","Pior","Pior","Frequentemente","Sim","Sim","Boa","Bom","Tão exigentes quanto","Maior","Não","Boa","Bom"
"904","2020/11/05 2:59:41 PM GMT-3","5","Enfermagem","Cuité","Não","Algumas","Péssimo","Piorou","Pior","Pior","Frequentemente","Não","Sim","Ruim","Inexistente","Tão exigentes quanto","Muito maior","Sim","Regular","Regular"
"923","2020/11/05 3:02:17 PM GMT-3","1","Enfermagem","Cuité","Não","Todas","Ruim","Piorou","Pior","Pior","Raramente","Sim","Sim","Boa","Bom","Mais exigentes","Muito maior","Sim","Ruim","Bom"
"943","2020/11/05 3:06:38 PM GMT-3","1","Enfermagem","Cuité","Sim","Todas","Bom","Piorou","Pior","Não afetou","Raramente","Não","Nao","Excelente","Bom","Mais exigentes","Igual","Não sei/Não quero responder","Boa","Excelente"
"945","2020/11/05 3:06:47 PM GMT-3","1","Enfermagem","Cuité","Não","Todas","Razoável","Não mudou","Pior","Não afetou","Raramente","Sim","Sim","Boa","Bom","Menos exigentes","Igual","Não","Péssima","Excelente"
"972","2020/11/05 3:11:04 PM GMT-3","1","Enfermagem","Cuité","Não","Algumas","Bom","Não mudou","Pior","Não afetou","Frequentemente","Sim","Sim","Boa","Razoável","Menos exigentes","Menor","Não","Boa","Bom"
"974","2020/11/05 3:11:13 PM GMT-3","1","Enfermagem","Cuité","Não","Algumas","Razoável","Piorou","Pior","Pior","Frequentemente","Não sei/Não quero responder","Sim","Boa","Razoável","Tão exigentes quanto","Muito maior","Sim","Péssima","Bom"
"980","2020/11/05 3:13:05 PM GMT-3","1","Enfermagem","Cuité","Não","Todas","Ruim","Piorou","Não sei/Não quero responder","Pior","Frequentemente","Sim","Sim","Excelente","Insuficiente","Mais exigentes","Muito maior","Não","Péssima","Excelente"
"1014","2020/11/05 3:27:25 PM GMT-3","1","Enfermagem","Cuité","Sim","Algumas","Bom","Não sei/Não quero responder","Pior","Pior","Raramente","Sim","Nao","Excelente","Excelente","Tão exigentes quanto","Igual","Não","Excelente","Bom"
"1041","2020/11/05 3:38:10 PM GMT-3","2","Enfermagem","Cuité","Não","Algumas","Razoável","Piorou","Pior","Pior","Raramente","Sim","Sim","Ruim","Razoável","Mais exigentes","Muito maior","Sim","Péssima","Péssimo"
"1046","2020/11/05 3:40:08 PM GMT-3","2","Enfermagem","Cuité","Não","Algumas","Razoável","Não sei/Não quero responder","Não sei/Não quero responder","Pior","Frequentemente","Sim","Sim","Boa","Bom","Tão exigentes quanto","Maior","Não sei/Não quero responder","Boa","Excelente"
"1055","2020/11/05 3:47:51 PM GMT-3","4","Enfermagem","Cuité","Não","Todas","Ruim","Não mudou","Pior","Pior","Frequentemente","Sim","Sim","Boa","Bom","Mais exigentes","Maior","Sim","Péssima","Regular"
"1060","2020/11/05 3:49:24 PM GMT-3","2","Enfermagem","Cuité","Não","Algumas","Péssimo","Piorou","Pior","Pior","Frequentemente","Não","Sim","Razoável","Bom","Tão exigentes quanto","Muito maior","Sim","Ruim","Excelente"
"1089","2020/11/05 4:03:41 PM GMT-3","5","Enfermagem","Cuité","Não","Nenhuma","Ruim","Piorou","Pior","Pior","Frequentemente","Sim","Sim","Boa","Bom","Tão exigentes quanto","Muito maior","Sim","Ruim","Não sei/Não quero responder"
"1095","2020/11/05 4:05:41 PM GMT-3","5","Enfermagem","Cuité","Não","Todas","Razoável","Não mudou","Pior","Não afetou","Frequentemente","Sim","Sim","Boa","Bom","Tão exigentes quanto","Maior","Sim","Boa","Bom"
"1130","2020/11/05 4:37:10 PM GMT-3","4","Enfermagem","Cuité","Não","Algumas","Ruim","Piorou","Pior","Pior","Frequentemente","Sim","Sim","Razoável","Bom","Tão exigentes quanto","Muito maior","Sim","Ruim","Bom"
"1155","2020/11/05 5:08:49 PM GMT-3","2","Enfermagem","Cuité","Não","Todas","Péssimo","Piorou","Pior","Pior","Raramente","Sim","Sim","Ruim","Bom","Tão exigentes quanto","Muito maior","Sim","Péssima","Excelente"
"1215","2020/11/05 7:42:12 PM GMT-3","1","Enfermagem","Cuité","Sim","Algumas","Razoável","Não mudou","Igual","Não afetou","Frequentemente","Não","Sim","Excelente","Razoável","Tão exigentes quanto","Maior","Sim","Regular","Excelente"
"1217","2020/11/05 7:49:24 PM GMT-3","1","Enfermagem","Cuité","Não sei/Não quero responder","Todas","Bom","Não mudou","Não sei/Não quero responder","Pior","Raramente","Sim","Sim","Excelente","Bom","Tão exigentes quanto","Não sei/Não quero responder","Não sei/Não quero responder","Boa","Excelente"
"1219","2020/11/05 8:04:03 PM GMT-3","1","Enfermagem","Cuité","Não","Todas","Péssimo","Piorou","Pior","Pior","Frequentemente","Não","Sim","Boa","Não sei/Não quero responder","Mais exigentes","Muito maior","Sim","Regular","Bom"
"1237","2020/11/05 10:04:49 PM GMT-3","1","Enfermagem","Cajazeiras","Sim","Algumas","Razoável","Não sei/Não quero responder","Pior","Não afetou","Frequentemente","Não sei/Não quero responder","Sim","Boa","Razoável","Não sei/Não quero responder","Não sei/Não quero responder","Não sei/Não quero responder","Regular","Regular"
"1285","2020/11/06 7:48:25 AM GMT-3","3","Enfermagem","Campina Grande","Sim","Todas","Bom","Melhorou","Igual","Não sei/Não quero responder","Frequentemente","Não","Sim","Boa","Razoável","Mais exigentes","Muito maior","Sim","Regular","Excelente"
"1294","2020/11/06 7:57:41 AM GMT-3","3","Enfermagem","Campina Grande","Não","Algumas","Razoável","Não mudou","Igual","Não afetou","Frequentemente","Sim","Sim","Boa","Insuficiente","Mais exigentes","Muito maior","Sim","Boa","Bom"
"1302","2020/11/06 8:05:01 AM GMT-3","1","Enfermagem","Campina Grande","Não sei/Não quero responder","Todas","Razoável","Não sei/Não quero responder","Pior","Pior","Frequentemente","Não sei/Não quero responder","Não sei/Não quero responder","Boa","Não sei/Não quero responder","Não sei/Não quero responder","Não sei/Não quero responder","Não sei/Não quero responder","Boa","Excelente"
"1306","2020/11/06 8:09:46 AM GMT-3","4","Enfermagem","Cuité","Não","Algumas","Razoável","Piorou","Não sei/Não quero responder","Pior","Frequentemente","Sim","Sim","Excelente","Bom","Tão exigentes quanto","Muito maior","Não sei/Não quero responder","Regular","Bom"
"1323","2020/11/06 8:26:18 AM GMT-3","4","Enfermagem","Cajazeiras","Sim","Todas","Bom","Não sei/Não quero responder","Pior","Não afetou","Raramente","Não","Sim","Ruim","Bom","Não sei/Não quero responder","Igual","Não sei/Não quero responder","Regular","Regular"
"1344","2020/11/06 8:53:59 AM GMT-3","1","Enfermagem","Campina Grande","Sim","Algumas","Razoável","Piorou","Pior","Não afetou","Raramente","Sim","Sim","Razoável","Razoável","Mais exigentes","Muito maior","Sim","Regular","Excelente"
"1345","2020/11/06 8:57:30 AM GMT-3","1","Enfermagem","Cuité","Sim","Todas","Ruim","Piorou","Pior","Não sei/Não quero responder","Frequentemente","Não","Sim","Boa","Insuficiente","Não sei/Não quero responder","Maior","Não sei/Não quero responder","Ruim","Não sei/Não quero responder"
"1356","2020/11/06 9:08:49 AM GMT-3","1","Enfermagem","Cuité","Sim","Todas","Bom","Não mudou","Igual","Não afetou","Raramente","Não sei/Não quero responder","Nao","Razoável","Razoável","Mais exigentes","Maior","Não","Regular","Bom"
"1361","2020/11/06 9:14:20 AM GMT-3","8","Enfermagem","Cuité","Sim","Todas","Razoável","Piorou","Pior","Pior","Frequentemente","Sim","Sim","Boa","Razoável","Tão exigentes quanto","Menor","Não","Boa","Bom"
"1362","2020/11/06 9:14:31 AM GMT-3","8","Enfermagem","Cuité","Não","Algumas","Não sei/Não quero responder","Piorou","Igual","Pior","Raramente","Sim","Sim","Boa","Não sei/Não quero responder","Mais exigentes","Maior","Não sei/Não quero responder","Péssima","Péssimo"
"1365","2020/11/06 9:16:31 AM GMT-3","8","Enfermagem","Cuité","Sim","Todas","Razoável","Piorou","Pior","Pior","Raramente","Sim","Sim","Excelente","Bom","Menos exigentes","Maior","Não","Péssima","Regular"
"1368","2020/11/06 9:21:30 AM GMT-3","8","Enfermagem","Cuité","Não","Todas","Razoável","Não mudou","Pior","Não afetou","Raramente","Sim","Não passo por essas dificuldades","Razoável","Não sei/Não quero responder","Menos exigentes","Igual","Não sei/Não quero responder","Péssima","Não sei/Não quero responder"
"1372","2020/11/06 9:27:16 AM GMT-3","1","Enfermagem","Cuité","Não sei/Não quero responder","Todas","Ruim","Piorou","Pior","Não sei/Não quero responder","Frequentemente","Sim","Sim","Boa","Bom","Tão exigentes quanto","Muito maior","Sim","Ruim","Excelente"
"1375","2020/11/06 9:29:18 AM GMT-3","6","Enfermagem","Cajazeiras","Não","Todas","Ruim","Piorou","Pior","Pior","Frequentemente","Sim","Sim","Boa","Bom","Menos exigentes","Maior","Não","Ruim","Bom"
"1376","2020/11/06 9:29:23 AM GMT-3","6","Enfermagem","Cajazeiras","Não","Algumas","Razoável","Piorou","Igual","Não afetou","Frequentemente","Não","Sim","Boa","Bom","Mais exigentes","Muito maior","Sim","Regular","Regular"
"1380","2020/11/06 9:31:29 AM GMT-3","1","Enfermagem","Cuité","Sim","Todas","Ruim","Não sei/Não quero responder","Pior","Não sei/Não quero responder","Raramente","Sim","Não passo por essas dificuldades","Boa","Razoável","Mais exigentes","Muito maior","Não sei/Não quero responder","Ruim","Bom"
"1381","2020/11/06 9:32:30 AM GMT-3","6","Enfermagem","Cajazeiras","Não sei/Não quero responder","Todas","Razoável","Piorou","Pior","Pior","Frequentemente","Não","Sim","Boa","Razoável","Mais exigentes","Muito maior","Sim","Regular","Bom"
"1382","2020/11/06 9:37:43 AM GMT-3","6","Enfermagem","Cajazeiras","Sim","Todas","Bom","Não mudou","Pior","Melhor","Frequentemente","Sim","Sim","Excelente","Excelente","Tão exigentes quanto","Maior","Sim","Excelente","Excelente"
"1383","2020/11/06 9:39:22 AM GMT-3","8","Enfermagem","Cuité","Não","Algumas","Ruim","Piorou","Pior","Pior","Raramente","Sim","Nao","Razoável","Razoável","Menos exigentes","Maior","Sim","Ruim","Ruim"
"1400","2020/11/06 9:57:10 AM GMT-3","8","Enfermagem","Cuité","Não","Algumas","Péssimo","Piorou","Pior","Pior","Frequentemente","Não sei/Não quero responder","Sim","Razoável","Não sei/Não quero responder","Menos exigentes","Maior","Sim","Péssima","Péssimo"
"1404","2020/11/06 10:06:46 AM GMT-3","8","Enfermagem","Cuité","Não","Algumas","Péssimo","Piorou","Pior","Pior","Frequentemente","Sim","Sim","Razoável","Insuficiente","Tão exigentes quanto","Maior","Sim","Ruim","Regular"
"1412","2020/11/06 10:15:16 AM GMT-3","6","Enfermagem","Cajazeiras","Sim","Algumas","Razoável","Piorou","Pior","Pior","Raramente","Sim","Sim","Boa","Insuficiente","Menos exigentes","Igual","Não","Ruim","Regular"
"1447","2020/11/06 10:59:51 AM GMT-3","4","Enfermagem","Cuité","Não","Todas","Razoável","Piorou","Pior","Pior","Frequentemente","Sim","Sim","Excelente","Razoável","Mais exigentes","Muito maior","Sim","Ruim","Ruim"
"1452","2020/11/06 11:04:49 AM GMT-3","1","Enfermagem","Cuité","Não","Todas","Péssimo","Piorou","Pior","Pior","Frequentemente","Não","Sim","Razoável","Inexistente","Mais exigentes","Muito maior","Sim","Péssima","Regular"
"1459","2020/11/06 11:24:20 AM GMT-3","6","Enfermagem","Cajazeiras","Não","Algumas","Péssimo","Piorou","Pior","Pior","Frequentemente","Sim","Sim","Boa","Bom","Menos exigentes","Muito maior","Sim","Boa","Regular"
"1474","2020/11/06 12:05:02 PM GMT-3","6","Enfermagem","Cajazeiras","Não sei/Não quero responder","Nenhuma","Ruim","Piorou","Pior","Pior","Raramente","Não","Sim","Boa","Insuficiente","Menos exigentes","Muito maior","Sim","Regular","Regular"
"1475","2020/11/06 12:09:33 PM GMT-3","4","Enfermagem","Campina Grande","Não","Todas","Péssimo","Piorou","Pior","Pior","Raramente","Sim","Sim","Razoável","Bom","Mais exigentes","Muito maior","Sim","Ruim","Não sei/Não quero responder"
"1477","2020/11/06 12:14:00 PM GMT-3","4","Enfermagem","Campina Grande","Não","Algumas","Péssimo","Piorou","Pior","Pior","Frequentemente","Não sei/Não quero responder","Sim","Péssima","Bom","Mais exigentes","Muito maior","Sim","Ruim","Regular"
"1478","2020/11/06 12:19:31 PM GMT-3","4","Enfermagem","Campina Grande","Não sei/Não quero responder","Algumas","Ruim","Piorou","Pior","Pior","Raramente","Sim","Sim","Razoável","Razoável","Tão exigentes quanto","Maior","Não sei/Não quero responder","Péssima","Bom"
"1480","2020/11/06 12:30:01 PM GMT-3","4","Enfermagem","Campina Grande","Não","Algumas","Péssimo","Piorou","Pior","Pior","Frequentemente","Sim","Sim","Razoável","Razoável","Mais exigentes","Muito maior","Sim","Ruim","Regular"
"1499","2020/11/06 2:55:55 PM GMT-3","8","Enfermagem","Cuité","Não","Todas","Razoável","Piorou","Pior","Pior","Frequentemente","Sim","Sim","Boa","Razoável","Tão exigentes quanto","Maior","Sim","Ruim","Bom"
"1503","2020/11/06 3:12:29 PM GMT-3","1","Enfermagem","Cuité","Sim","Todas","Ruim","Piorou","Pior","Pior","Raramente","Sim","Sim","Boa","Bom","Não sei/Não quero responder","Maior","Não sei/Não quero responder","Regular","Bom"
"1505","2020/11/06 3:33:52 PM GMT-3","2","Enfermagem","Cuité","Não sei/Não quero responder","Algumas","Ruim","Piorou","Pior","Não sei/Não quero responder","Não sei/Não quero responder","Não sei/Não quero responder","Não sei/Não quero responder","Boa","Bom","Tão exigentes quanto","Maior","Não sei/Não quero responder","Regular","Bom"
"1526","2020/11/06 9:25:42 PM GMT-3","6","Enfermagem","Cajazeiras","Não","Algumas","Ruim","Não sei/Não quero responder","Pior","Pior","Frequentemente","Sim","Sim","Razoável","Bom","Não sei/Não quero responder","Muito maior","Sim","Regular","Regular"
